feature,coef,qval
GE_ARHGEF40,0.152859806,1.558348876
GE_GJD3,-0.152836455,1.558226613
GE_GGT6,-0.152744007,1.555754901
GE_IL17RE,-0.152599729,1.551523808
GE_TUBGCP3,-0.152550152,1.550993879
GE_KRTCAP3,-0.152544755,1.550993879
GE_SHOX2,0.152512764,1.55057477
GE_RGS20,0.152415075,1.548482769
GE_RIN1,0.152411889,1.548482769
GE_CCDC182,-0.152311766,1.547075789
GE_MACC1,-0.152321875,1.547075789
GE_FYB2,-0.152349538,1.547075789
GE_PTPRU,-0.152189525,1.54359457
GE_GALNT12,-0.1521152,1.543053344
GE_ABL2,0.152133993,1.543053344
GE_BNC2,0.152119395,1.543053344
GE_SRGAP2C,0.152029283,1.540801967
GE_LDLRAD1,-0.151997294,1.54037521
GE_GPRC5C,-0.151973943,1.540239854
GE_GNB5,0.151936952,1.53964232
GE_CXCL17,-0.151906012,1.539248681
GE_C1orf216,0.151713369,1.53339046
GE_FGFR3,-0.151665669,1.532430369
GE_CRISP3,-0.15160017,1.530869054
GE_MAPK13,-0.151517038,1.52921528
GE_PRRT1B,-0.151512733,1.52921528
GE_KDSR,0.151333923,1.523833712
GE_GRK2,-0.151303149,1.523442676
GE_RALGAPA2,-0.151185193,1.52011508
GE_RECK,0.151088926,1.517519047
GE_ADGRF1,-0.150846791,1.510021162
GE_BNIP3L,0.150759562,1.508738693
GE_MINPP1,0.15075135,1.508738693
GE_B3GNT3,-0.150773608,1.508738693
GE_TTC22,-0.150626125,1.505306216
GE_SLC2A10,-0.150611021,1.505306216
GE_CYP4F3,-0.150562563,1.504318019
GE_STRN4,-0.150416308,1.500051326
GE_SERPINE1,0.150339571,1.49817548
GE_C8orf76,-0.150322405,1.49817548
GE_STXBP1,0.150272631,1.497142358
GE_EVX1,-0.150244991,1.496849677
GE_CLDND1,0.150186798,1.495533759
GE_UPP1,0.150128781,1.494223489
GE_SYTL1,-0.150090332,1.493567355
GE_ANTXR1,0.149949907,1.489502115
GE_ACOT4,-0.149867504,1.487377416
GE_FAM110A,-0.149816302,1.486294781
GE_ZKSCAN5,0.149634031,1.480838864
GE_CISD3,-0.149614667,1.480818436
GE_SPARC,0.149494698,1.478625274
GE_EID2B,0.149506265,1.478625274
GE_HEATR4,-0.149492756,1.478625274
GE_DNAH3,-0.14939532,1.476001255
GE_TRPM4,-0.149363325,1.475556713
GE_TLCD5,0.149312815,1.474495185
GE_CTSA,0.149226885,1.47365962
GE_F11R,-0.149246346,1.47365962
GE_CHRNB1,0.149213441,1.47365962
GE_PFAS,0.149262532,1.47365962
GE_GOLT1B,0.149124828,1.4716247
GE_BNIP5,-0.149115254,1.4716247
GE_PRUNE1,-0.149084849,1.471227805
GE_ZNF710,-0.149011882,1.469415948
GE_KLF5,-0.148934403,1.467454494
GE_CALML5,-0.14883641,1.464812508
GE_AKIP1,0.148762319,1.462964479
GE_ACAP1,0.148549844,1.457157077
GE_ARHGEF10L,-0.148493762,1.457157077
GE_SYNGR2,-0.148508515,1.457157077
GE_ILDR1,-0.148477151,1.457157077
GE_DHRS13,-0.148551164,1.457157077
GE_TAF9,0.148526363,1.457157077
GE_WDR54,0.148448599,1.456816055
GE_M6PR,0.148425401,1.45665164
GE_ARL2,0.148357057,1.454992299
GE_SLC2A3,0.148279849,1.453039909
GE_SMIM14,-0.148237032,1.452250392
GE_SIRPA,0.148219647,1.452250392
GE_POLR1E,0.148170231,1.451216173
GE_FHL3,0.148124248,1.450295076
GE_LSR,-0.148083752,1.449554864
GE_RASSF8,0.148049754,1.449028767
GE_CLDN8,-0.148027371,1.449004881
GE_HARS1,0.147994949,1.449004881
GE_TPRN,-0.148000709,1.449004881
GE_ADH5,0.147940905,1.447814444
GE_PIP5K1B,-0.147916382,1.447597941
GE_SMURF2,0.147891667,1.447374422
GE_LIPA,0.147849295,1.446567706
GE_UPK3A,-0.147790045,1.445203949
GE_GADD45G,-0.147691239,1.442625344
GE_GGACT,-0.147676073,1.442625344
GE_ARHGAP31,0.14761371,1.44115869
GE_GTF2B,0.147501367,1.4389393
GE_PTX3,0.14747953,1.4389393
GE_KCNE5,0.147527867,1.4389393
GE_EVPLL,-0.147475109,1.4389393
GE_H3C13,-0.147455849,1.438889536
GE_TRAPPC6A,-0.147415121,1.438510681
GE_TRMT1,0.147389932,1.438510681
GE_ITGA5,0.147370147,1.438510681
GE_FAM241A,-0.147355916,1.438510681
GE_FADS3,0.147375225,1.438510681
GE_NRSN2,0.147319046,1.437877622
GE_TMPRSS3,-0.147185817,1.434077271
GE_LRRC8D,0.147144047,1.433282998
GE_ITGB6,-0.147028317,1.430344498
GE_SCEL,-0.14701942,1.430344498
GE_BUB1,0.146942212,1.42838661
GE_ENTPD2,-0.146849751,1.426503166
GE_KDM4D,0.146860476,1.426503166
GE_NOSTRIN,-0.146627173,1.419783767
GE_PROM2,-0.146609014,1.419761803
GE_TMC5,-0.146585604,1.419567255
GE_CHDH,-0.146536557,1.418650519
GE_ARHGAP27,-0.14650531,1.418650519
GE_IFI16,0.146520158,1.418650519
GE_PTBP2,0.146439593,1.417637762
GE_RIPPLY3,-0.146449821,1.417637762
GE_WDR19,0.146272407,1.412740194
GE_GNG5,0.146218039,1.411530832
GE_TP53I11,-0.146058963,1.406903854
GE_POU2F3,-0.146033165,1.406627309
GE_DNAJB6,0.145831266,1.400609368
GE_GNA12,0.145791965,1.399892671
GE_ETV5,0.145664288,1.396298304
GE_FUT1,-0.145523193,1.392270125
GE_TTC23,0.14540156,1.388990649
GE_KRTAP5.8,-0.145387782,1.388990649
GE_AKAP1,-0.145265981,1.385594536
GE_CCL2,0.145226473,1.384871248
GE_HMGA2,0.145207286,1.384807068
GE_TMEM39B,0.145113607,1.382325329
GE_HSPBAP1,0.145088172,1.382057496
GE_GPRASP2,0.145063043,1.381799013
GE_DCUN1D2,-0.145036279,1.381486927
GE_PPM1M,0.144901948,1.377688503
GE_PJA2,0.144783454,1.37440566
GE_GSDME,0.14475312,1.373977386
GE_SCGB2A1,-0.144726748,1.373676819
GE_PDLIM2,0.144671608,1.37345734
GE_SLPI,-0.144668827,1.37345734
GE_RIIAD1,-0.144671926,1.37345734
GE_UNC93B1,-0.144581555,1.372907979
GE_KLHL8,-0.144566999,1.372907979
GE_ROBO3,0.14461714,1.372907979
GE_HR,-0.144627157,1.372907979
GE_TSTD1,-0.144584763,1.372907979
GE_ELL3,-0.144489298,1.37094333
GE_TMEM210,-0.144367587,1.36755808
GE_FRMD4A,0.144320325,1.366577616
GE_C19orf73,-0.144124513,1.361349536
GE_C8orf88,0.144124904,1.361349536
GE_DEGS1,0.14410081,1.361128653
GE_GPR26,-0.144056244,1.360234866
GE_SOAT1,0.143914878,1.359918056
GE_SNAPC2,0.143997871,1.359918056
GE_RPP30,0.14394478,1.359918056
GE_CHMP4C,-0.143963782,1.359918056
GE_ANO9,-0.14393239,1.359918056
GE_ARRDC1,-0.144004397,1.359918056
GE_CCDC160,-0.143912413,1.359918056
GE_H2BC8,-0.14398496,1.359918056
GE_CCNG1,0.143788757,1.356474908
GE_FLNC,0.143739723,1.355968665
GE_STRBP,-0.143743567,1.355968665
GE_DHRS12,-0.143692541,1.355609466
GE_TPD52L1,-0.143678743,1.355609466
GE_STARD9,0.143695868,1.355609466
GE_SLC4A7,0.143610546,1.354402123
GE_HPX,-0.143608063,1.354402123
GE_PLOD3,0.143571301,1.353752188
GE_TRIM23,0.143465741,1.351951781
GE_TRPC1,0.143488353,1.351951781
GE_HDAC3,0.143481064,1.351951781
GE_CYB561,-0.143445198,1.351820938
GE_PSIP1,0.143408506,1.351171222
GE_SEMA4D,-0.14338072,1.350806879
GE_ULK4,0.143334317,1.349844808
GE_EHF,-0.143305411,1.349674372
GE_ELF5,-0.14329622,1.349674372
GE_ERLIN1,0.143231996,1.348139835
GE_MAPK12,0.143099411,1.344415235
GE_PSCA,-0.14306193,1.344255003
GE_CTSE,-0.143061735,1.344255003
GE_FOXP4,-0.143020893,1.34346953
GE_GLB1L,0.142842648,1.338287563
GE_EVC,0.142772197,1.336771242
GE_GSDMB,-0.142747995,1.336771242
GE_DSP,-0.142746387,1.336771242
GE_C1QBP,0.142684006,1.335815547
GE_CFAP92,-0.142699994,1.335815547
GE_ZNF644,0.142620113,1.33429259
GE_CCDC50,0.142539762,1.332244434
GE_LRRC31,-0.142489739,1.332196226
GE_SERPINB8,0.142510082,1.332196226
GE_RNF103.CHMP3,-0.142502209,1.332196226
GE_NAA38,0.14245861,1.331717858
GE_RAB19,-0.142307931,1.327427119
GE_PPFIBP1,0.142260507,1.326429416
GE_CCDC97,-0.142089414,1.321493658
GE_MLNR,-0.142033682,1.320922998
GE_GBE1,0.142023231,1.320922998
GE_RNF139,-0.142040602,1.320922998
GE_VIPR1,-0.141996675,1.32058879
GE_NME2,-0.141950626,1.31963415
GE_ENO2,0.141897004,1.318438573
GE_GNAI2,0.141818227,1.316718418
GE_SEC16A,-0.141794904,1.316718418
GE_SCRIB,-0.141800009,1.316718418
GE_FMNL2,0.141761184,1.316154265
GE_FXR1,0.141711978,1.315097979
GE_ZNRF1,-0.141686102,1.314782272
GE_EVA1A,0.141627775,1.313860171
GE_KRTAP5.1,-0.141625236,1.313860171
GE_LRBA,-0.141486163,1.309952439
GE_MOCS2,0.14146178,1.309682869
GE_ZFP36,-0.141346375,1.30803365
GE_NBEAL2,-0.141350139,1.30803365
GE_CCDC85B,0.141363209,1.30803365
GE_OAF,0.141371854,1.30803365
GE_AASS,0.141304976,1.3072229
GE_SAP25,-0.141112604,1.301633641
GE_AQP3,-0.141081059,1.301135322
GE_MMP14,0.141017411,1.299621555
GE_SPAG7,0.140963064,1.298890793
GE_PFN1,0.140962781,1.298890793
GE_MICB,0.140884889,1.296926847
GE_AMDHD2,0.140824113,1.29550396
GE_COBL,-0.14079877,1.295199829
GE_GMDS,-0.140757662,1.294397631
GE_DSC2,-0.140588308,1.289550016
GE_ADAMTS6,0.140491973,1.287007885
GE_FFAR2,-0.140455412,1.286843008
GE_CNNM4,-0.140469994,1.286843008
GE_AURKB,0.140411721,1.286451594
GE_RALYL,-0.140426942,1.286451594
GE_ABHD17C,-0.140389022,1.286228305
GE_RGMB,0.140312998,1.284325915
GE_EBNA1BP2,0.140186998,1.280852122
GE_PHF12,-0.140135398,1.279719505
GE_STK24,-0.140118198,1.27966814
GE_MRPS22,0.140097515,1.279506785
GE_HCFC1R1,0.140009951,1.278218357
GE_ALDH5A1,-0.140030752,1.278218357
GE_PLXNB1,-0.140023959,1.278218357
GE_FAM171A1,0.1399872,1.277990312
GE_ZFP3,-0.139960609,1.277641238
GE_CLIC3,-0.139865803,1.275150325
GE_ACOT6,-0.139762994,1.272409667
GE_TET3,-0.139741014,1.272204747
GE_CPAMD8,-0.139721785,1.272085641
GE_PRNP,0.13965735,1.27191104
GE_SOCS3,0.139670172,1.27191104
GE_MT1X,0.139665851,1.27191104
GE_TMEM150C,-0.139654646,1.27191104
GE_SLC24A3,-0.139544629,1.268945174
GE_KCNAB2,0.139455357,1.267932642
GE_SHROOM3,-0.139479801,1.267932642
GE_PTMS,0.139450989,1.267932642
GE_BHLHA15,-0.139480645,1.267932642
GE_LRRC9,-0.139356051,1.266395858
GE_CEP63,0.139380917,1.266395858
GE_GET3,0.13936643,1.266395858
GE_CNTLN,0.139315289,1.265597827
GE_ACOT7,0.139284585,1.265114093
GE_NOC3L,0.139183754,1.2624381
GE_DOCK4,0.139100557,1.26042598
GE_KTI12,0.139088925,1.26042598
GE_RNPEP,-0.139048008,1.259622668
GE_NUDT14,-0.138985914,1.25815822
GE_PROCR,0.138879043,1.257522977
GE_SDC1,-0.138911614,1.257522977
GE_ATP8A1,-0.138890699,1.257522977
GE_IMPA2,-0.13887414,1.257522977
GE_YIPF5,0.138874614,1.257522977
GE_SPACA5,-0.138939993,1.257522977
GE_JMJD7,-0.138859689,1.257522977
GE_TMEM256,0.138835992,1.257253808
GE_STARD3NL,0.138785399,1.256145828
GE_LRRC40,0.138763424,1.255929657
GE_RNF145,0.138720866,1.25507174
GE_BRI3BP,-0.138673724,1.254070894
GE_MAPKBP1,0.138626919,1.253547203
GE_GALNT6,-0.138631296,1.253547203
GE_CAP2,0.138518015,1.250623529
GE_ETV1,0.138419434,1.24895271
GE_MCF2L,-0.138448674,1.24895271
GE_SULT1A2,-0.138427828,1.24895271
GE_UNC13D,-0.138389415,1.248483528
GE_RABEP1,0.138315996,1.247128392
GE_BTG3,0.138321258,1.247128392
GE_CFAP44,-0.138301047,1.247126608
GE_HTRA2,0.138250116,1.246006519
GE_CALR,0.138226939,1.245748394
GE_COL13A1,0.138176514,1.244643794
GE_SDR42E1,-0.138055893,1.241669858
GE_C12orf56,-0.138051014,1.241669858
GE_NBPF9,0.138018126,1.241109461
GE_SACS,0.138002964,1.24109854
GE_NDEL1,0.137948036,1.2400021
GE_SPDYC,-0.137938024,1.2400021
GE_BICDL1,-0.137857531,1.238422638
GE_TMPRSS2,-0.137871968,1.238422638
GE_KLHDC9,-0.137839171,1.23831068
GE_UGT1A6,-0.137801647,1.237604719
GE_CD99L2,0.137712095,1.236198155
GE_MYB,-0.137729034,1.236198155
GE_KCNMA1,0.137725651,1.236198155
GE_HNF4G,-0.137607915,1.233428736
GE_ZEB2,0.137585696,1.233195477
GE_NRBF2,0.137525274,1.233138361
GE_TK2,0.137538146,1.233138361
GE_NLGN1,0.137538645,1.233138361
GE_CYP2A7,-0.137541243,1.233138361
GE_VPS53,0.137457974,1.231509663
GE_TMCC2,0.137434532,1.231496445
GE_TGIF2.RAB5IF,0.137428359,1.231496445
GE_ZNF652,-0.137352954,1.229617275
GE_SMS,0.137327409,1.229278196
GE_TEAD3,-0.137229131,1.226693714
GE_TULP3,0.137170666,1.225338714
GE_CALD1,0.137126234,1.224959923
GE_PHLDB2,0.137132854,1.224959923
GE_COL6A5,-0.137114814,1.224959923
GE_HGD,-0.137068223,1.224532834
GE_EFNA1,-0.137049284,1.224532834
GE_MALT1,0.137051108,1.224532834
GE_KLHDC7A,-0.137043051,1.224532834
GE_DQX1,-0.137019382,1.224494323
GE_ALKAL1,-0.137012926,1.224494323
GE_SLC7A13,-0.136990861,1.224258703
GE_SAT2,0.136948415,1.22414893
GE_SEPTIN10,0.136937143,1.22414893
GE_MIER1,0.136929758,1.22414893
GE_FAM221B,-0.136930283,1.22414893
GE_MAP1B,0.136860056,1.222444585
GE_AKR1C2,-0.136819129,1.221626317
GE_PRPF8,0.136743785,1.219878313
GE_NOXA1,-0.136733662,1.219878313
GE_ACSF2,-0.136678501,1.218622003
GE_GJE1,-0.136527295,1.214414354
GE_KCNQ1,-0.136473869,1.214358145
GE_KCNK1,-0.136507511,1.214358145
GE_EPHX1,-0.136493521,1.214358145
GE_FBXO46,-0.136468335,1.214358145
GE_MELTF,0.136446717,1.214278153
GE_RAB6D,-0.136437243,1.214278153
GE_KLHL7,0.136347229,1.211951958
GE_C20orf202,-0.136331672,1.211910889
GE_HOOK1,-0.136297058,1.211720182
GE_STX19,-0.136304617,1.211720182
GE_POLK,0.136241523,1.210451906
GE_IL6ST,0.136159515,1.208372367
GE_ALOX5,-0.136087174,1.207874047
GE_MAP4,0.136082963,1.207874047
GE_DLG4,0.136077311,1.207874047
GE_EXTL2,0.13612546,1.207874047
GE_SPIRE2,-0.136072554,1.207874047
GE_GPR176,0.135994469,1.205914792
GE_KCTD3,-0.135965475,1.205458712
GE_SULT1A4,-0.135870068,1.202970336
GE_GPS2,0.135794196,1.201080607
GE_TNNT2,-0.135721046,1.19970452
GE_GCH1,-0.135727405,1.19970452
GE_LRIT3,-0.135691456,1.19922969
GE_SH2D3A,-0.135614355,1.197731907
GE_C18orf54,0.135626163,1.197731907
GE_DR1,0.135592362,1.197488373
GE_EGFL6,-0.135557597,1.196854626
GE_ATP9A,-0.135473726,1.194722109
GE_ZMYM2,-0.135447486,1.19434838
GE_LRP12,0.135404812,1.193473122
GE_PRKCH,-0.135372766,1.192921879
GE_GJC1,0.135325516,1.191906943
GE_RARS1,0.135161961,1.191156976
GE_P4HA1,0.135282273,1.191156976
GE_SNX21,0.135172565,1.191156976
GE_SUCLA2,-0.135235164,1.191156976
GE_PGAP2,-0.135197058,1.191156976
GE_TDRD5,-0.135256798,1.191156976
GE_C1orf115,-0.135165857,1.191156976
GE_FUT3,-0.135204046,1.191156976
GE_KIF13B,-0.135169637,1.191156976
GE_RUSC2,0.135161988,1.191156976
GE_IGF2BP2,0.135074498,1.191014574
GE_IFI27L2,0.135134386,1.191014574
GE_ESPN,-0.13509192,1.191014574
GE_HSH2D,-0.135099599,1.191014574
GE_CNGA1,-0.135079107,1.191014574
GE_MAP3K3,0.135125376,1.191014574
GE_THEM6,-0.134963658,1.188061249
GE_IL17D,-0.134936818,1.187663303
GE_RABGAP1L,-0.134856158,1.185892832
GE_VPS37C,-0.134851097,1.185892832
GE_ARHGAP44,-0.134835873,1.185847228
GE_RAB3D,-0.134762647,1.184479303
GE_NPHP3,0.134708737,1.184479303
GE_BMT2,0.13476773,1.184479303
GE_LUZP1,0.13473373,1.184479303
GE_PRR5,-0.134722683,1.184479303
GE_PAX9,-0.134712543,1.184479303
GE_GGPS1,-0.134679879,1.184017453
GE_EIF3G,0.134648976,1.183906734
GE_MYBBP1A,0.134658192,1.183906734
GE_EPS8L2,-0.134630844,1.183769527
GE_TOMM34,0.134587639,1.182871312
GE_CALU,0.134567068,1.182659546
GE_AOC1,-0.134475222,1.180286327
GE_TXNDC15,0.134317781,1.175927606
GE_SCO1,0.134250041,1.174854673
GE_EIF3M,0.134267637,1.174854673
GE_ADSL,0.134241647,1.174854673
GE_PRRG4,-0.134219985,1.174608962
GE_TP53,0.134187654,1.174040138
GE_RUSC1,-0.134169122,1.17388858
GE_HPS5,0.134087899,1.172055486
GE_PBX1,-0.134081497,1.172055486
GE_SSH3,-0.13404091,1.171236453
GE_SLC9A3,-0.133835546,1.168221959
GE_PRODH,-0.133806731,1.168221959
GE_DOCK7,0.133868228,1.168221959
GE_SGSM1,-0.133839461,1.168221959
GE_TLCD3A,0.133887999,1.168221959
GE_H2BC21,-0.13380682,1.168221959
GE_DNER,0.133897111,1.168221959
GE_TOPORS,0.133821765,1.168221959
GE_OCLN,-0.133903658,1.168221959
GE_SYS1,0.133870009,1.168221959
GE_RPL22L1,0.133785162,1.16797483
GE_PELO,0.13376249,1.167694121
GE_DUSP8,-0.133732631,1.167196345
GE_MSRB3,0.133533773,1.161603981
GE_CA13,-0.133486564,1.160584211
GE_OAZ2,0.133457282,1.16047959
GE_IFIT1,0.13345641,1.16047959
GE_ANTXRL,-0.1333701,1.158282515
GE_RNF167,0.133257343,1.155565536
GE_VMA21,0.133253151,1.155565536
GE_FCSK,-0.133235851,1.155445403
GE_CCDC82,0.133203688,1.154878112
GE_H2BC18,-0.133171901,1.154720959
GE_ZNF888,-0.13317798,1.154720959
GE_ROBO4,0.13315047,1.154475491
GE_TTL,0.133117594,1.153885853
GE_VAPB,-0.133064023,1.153192098
GE_C5AR2,-0.133060744,1.153192098
GE_EFEMP2,0.133054799,1.153192098
GE_ABCA12,-0.133011155,1.152278314
GE_TMEM270,-0.132985032,1.151890489
GE_MGAT4A,-0.13293456,1.150771682
GE_HMGN4,0.132886839,1.150130903
GE_H3C15,-0.132891303,1.150130903
GE_RTCA,0.132860475,1.149752796
GE_DMBX1,-0.13284791,1.149752796
GE_CD83,0.132824952,1.149458556
GE_FZD2,0.132738014,1.147246137
GE_MLXIPL,-0.132698163,1.146445497
GE_ANXA5,0.132666315,1.14588456
GE_PTCD2,0.132584195,1.145449051
GE_ICAM1,0.132614429,1.145449051
GE_ARMCX1,0.13258369,1.145449051
GE_LMTK3,-0.132635467,1.145449051
GE_R3HCC1L,0.132590257,1.145449051
GE_UPF3A,-0.132573242,1.145449051
GE_CPOX,0.132498977,1.144787072
GE_XRCC4,0.132517701,1.144787072
GE_DPH3,0.132506399,1.144787072
GE_ERICH2,-0.132516327,1.144787072
GE_TMEM200B,0.132448276,1.14365951
GE_DSCC1,-0.13240456,1.142740976
GE_MYO1D,-0.132337858,1.141135338
GE_LRRC49,0.132323631,1.141098348
GE_TMEM144,-0.132279323,1.140162178
GE_SLC41A1,0.132188742,1.138231258
GE_GPRIN2,-0.132192614,1.138231258
GE_HOMER3,0.132169267,1.138184852
GE_SRGAP2B,0.132161285,1.138184852
GE_KRT78,-0.131977024,1.13307297
GE_PPL,-0.131961898,1.133007783
GE_THAP3,0.131908899,1.132198462
GE_IGF2BP3,0.131919264,1.132198462
GE_GOLGA6D,-0.131862656,1.131589666
GE_SPATA13,-0.131874932,1.131589666
GE_CCDC57,-0.131843765,1.13141094
GE_TMEM263,0.131764002,1.129917076
GE_SULT1B1,-0.131763205,1.129917076
GE_TLR5,-0.131754986,1.129917076
GE_TRIO,0.131702611,1.129505188
GE_GNPDA1,0.131724028,1.129505188
GE_FUT2,-0.131705625,1.129505188
GE_SSX2IP,0.131671167,1.129332585
GE_NOP9,-0.13167528,1.129332585
GE_INTS13,0.131648651,1.129285902
GE_H2AC8,-0.131643994,1.129285902
GE_ACTN1,0.131604641,1.128906449
GE_NDUFS4,0.131610136,1.128906449
GE_H2BU1,-0.131592907,1.128906449
GE_TSC22D3,-0.131572037,1.128665181
GE_VILL,-0.131509301,1.127178861
GE_USP4,0.131441955,1.126690471
GE_HTRA1,0.131444385,1.126690471
GE_RESF1,-0.131454435,1.126690471
GE_STAP2,-0.131463732,1.126690471
GE_COP1,-0.131415878,1.126579966
GE_AP1G2,-0.131412838,1.126579966
GE_RPS8,0.131350772,1.126008613
GE_SNX20,-0.131342921,1.126008613
GE_CCDC125,-0.13134765,1.126008613
GE_LEPROT,0.131378353,1.126008613
GE_USP33,0.131273542,1.124542099
GE_MRPL28,0.131268237,1.124542099
GE_CBL,0.131210877,1.123214821
GE_PATJ,-0.13118262,1.123125309
GE_PHB2,0.131192892,1.123125309
GE_CUTA,0.131075763,1.12035244
GE_H3C8,-0.131063899,1.12035244
GE_GLIPR1,0.131037063,1.119978557
GE_NPM1,0.131026105,1.119978557
GE_C17orf49,0.131004303,1.119705171
GE_FAM118B,0.130924563,1.118087485
GE_OVCA2,0.130925567,1.118087485
GE_FNIP1,0.13089645,1.117626704
GE_ACOT11,-0.130862829,1.117002712
GE_MCAM,0.130834431,1.116533211
GE_DDI2,-0.130753743,1.114516578
GE_TUBA1A,0.130684721,1.1128458
GE_PCDHA13,-0.130629837,1.111593496
GE_IPCEF1,-0.130591719,1.111033433
GE_NEGR1,0.13058587,1.111033433
GE_TPP1,0.130571226,1.110969919
GE_ME1,-0.13053983,1.1108496
GE_HDAC11,-0.130529727,1.1108496
GE_NEK5,-0.13055205,1.1108496
GE_IFITM3,0.130429952,1.108271565
GE_TSHZ3,0.130385148,1.107316901
GE_DBN1,0.130324822,1.105921816
GE_VTCN1,-0.130312968,1.105921816
GE_UGCG,0.130296367,1.105798877
GE_CPLX1,-0.130271519,1.105432529
GE_FAM214A,-0.130253742,1.105274437
GE_THG1L,0.130232551,1.105232308
GE_KMT5C,-0.130227511,1.105232308
GE_CSGALNACT2,0.130101122,1.101873531
GE_GCLC,-0.130014091,1.099675885
GE_SEPTIN7,0.129999095,1.099599025
GE_ELOF1,0.129944776,1.098364833
GE_TNFSF15,-0.129911654,1.097754337
GE_GFPT2,0.129882387,1.097581006
GE_SREK1IP1,0.129881047,1.097581006
GE_ENPP5,-0.129845064,1.097026199
GE_EPHB3,-0.129825174,1.097026199
GE_NRARP,-0.129827437,1.097026199
GE_NPNT,-0.129801877,1.096703473
GE_MST1R,-0.12976802,1.09634963
GE_CRACDL,-0.129765229,1.09634963
GE_GNAI1,0.129750055,1.096264922
GE_CTTNBP2NL,0.129656288,1.093959528
GE_POC5,0.129647005,1.093959528
GE_WASHC2A,0.129583451,1.093051387
GE_ALG5,-0.129579282,1.093051387
GE_TMEM216,-0.129598912,1.093051387
GE_ASCL2,-0.129483265,1.090593667
GE_NCKAP5L,0.129442776,1.08976537
GE_ZSWIM4,0.129412352,1.089232138
GE_CNRIP1,0.129396252,1.089118665
GE_MAD1L1,0.129382035,1.089060126
GE_STARD8,0.129330047,1.088252068
GE_AMY2B,-0.129339518,1.088252068
GE_ABCC3,-0.12931382,1.088133954
GE_UGT1A3,-0.129288944,1.087762234
GE_APOBEC1,-0.129259265,1.087249691
GE_CAB39L,-0.129229513,1.086734863
GE_DHTKD1,-0.129182535,1.085715689
GE_IVL,-0.129095193,1.083515686
GE_SNAPC1,0.129082758,1.083507476
GE_CTNNAL1,0.129069516,1.083475402
GE_PTPN3,-0.129055246,1.083412988
GE_DPP9,0.128998327,1.082628745
GE_NDUFB9,-0.129010444,1.082628745
GE_SLC26A2,0.128992065,1.082628745
GE_ANKRD33B,0.128958034,1.081987806
GE_MPHOSPH9,0.128790073,1.077788365
GE_L3HYPDH,0.128796393,1.077788365
GE_GRAMD4,-0.128764025,1.077733572
GE_SF3A3,0.128765098,1.077733572
GE_UBXN1,0.128741829,1.077438117
GE_DNAJA1,0.128643444,1.077237479
GE_PROSER1,-0.128698029,1.077237479
GE_PSMB2,0.128640084,1.077237479
GE_ARHGAP17,0.128667433,1.077237479
GE_ZNF750,-0.128715266,1.077237479
GE_CETN3,0.12865093,1.077237479
GE_C15orf39,-0.128638679,1.077237479
GE_KIAA0408,0.128691329,1.077237479
GE_LRRFIP2,0.128601981,1.076517169
GE_SLC26A5,-0.128577807,1.076161903
GE_H4C1,-0.128528422,1.07507172
GE_LAYN,0.128512412,1.074954148
GE_C1orf116,-0.128401017,1.072058061
GE_PAM,0.128380104,1.071797576
GE_LY75,-0.128355695,1.071435131
GE_MRC2,0.128330682,1.071402507
GE_SAP30BP,0.128334515,1.071402507
GE_IL27RA,0.128259564,1.069680486
GE_ZNF816,-0.128204165,1.068416258
GE_PLEKHO2,0.128145297,1.067051503
GE_FAM83H,-0.128071251,1.065246184
GE_CACNG4,-0.128041631,1.065077805
GE_TMEM79,-0.128041903,1.065077805
GE_CEP55,0.128026889,1.064995263
GE_H2AC18,-0.128012802,1.064931508
GE_SSH1,0.127984453,1.064453369
GE_TRAPPC3,0.127918485,1.064062775
GE_CCNJ,0.127931799,1.064062775
GE_RAB8B,0.127924,1.064062775
GE_SMDT1,-0.1279117,1.064062775
GE_CHM,0.127926009,1.064062775
GE_NPHP1,0.127879335,1.063467037
GE_MGST2,-0.127839866,1.063433466
GE_LRP5,-0.127857997,1.063433466
GE_HYI,0.12785306,1.063433466
GE_GUCA2A,-0.127830916,1.063433466
GE_OSBPL6,0.12781707,1.063373955
GE_CEP19,0.127786391,1.062826075
GE_CYLD,0.127757032,1.062316397
GE_FAM3D,-0.12774467,1.0622993
GE_TM2D2,0.127726955,1.062126816
GE_VWA8,-0.127646164,1.060807165
GE_LMAN2L,0.127663738,1.060807165
GE_SYNE4,-0.127647294,1.060807165
GE_FNDC3B,0.127620062,1.060730699
GE_ASPHD1,0.127631003,1.060730699
GE_SLC4A11,-0.127590917,1.06032776
GE_PML,0.127582718,1.06032776
GE_MSANTD3,0.127552108,1.059780364
GE_TTC13,-0.127511839,1.058953316
GE_CBLC,-0.127401545,1.056100572
GE_HECTD1,-0.127315414,1.054217142
GE_CEP85L,0.127313026,1.054217142
GE_TOM1L1,-0.127258792,1.05343002
GE_NUDT9,-0.127263868,1.05343002
GE_LRRC69,-0.127250772,1.05343002
GE_RFLNB,0.127239035,1.053427713
GE_TMEM74B,-0.127206414,1.052821929
GE_RRNAD1,-0.127138164,1.051187344
GE_ACO1,0.127096726,1.050327179
GE_GNG12,0.127069525,1.049877916
GE_SLC25A37,0.127022291,1.048850598
GE_DKK3,0.12687716,1.047977782
GE_CCL22,-0.126841801,1.047977782
