feature,coef,log10(q.val)
GE_CREB3L2,0.133019276,1.435459246
GE_EDEM2,0.132942471,1.433343066
GE_CHN1,0.132928518,1.433139795
GE_DMD,0.132918527,1.433103995
GE_UGT1A1,-0.132912804,1.433103995
GE_NDUFV3,0.132878567,1.432283507
GE_DCUN1D3,0.132830891,1.431054505
GE_PTGES,-0.132822933,1.431033277
GE_INPP4B,-0.132787088,1.430164203
GE_GFI1,-0.132773168,1.429961614
GE_CRHBP,0.132759016,1.429751904
GE_SNAPC3,0.132746496,1.429591721
GE_RAB23,0.132731867,1.4294938
GE_CDKL4,-0.132728786,1.4294938
GE_COA1,0.132650071,1.427799599
GE_CCDC6,-0.132655746,1.427799599
GE_LRP5,-0.13266339,1.427799599
GE_C1S,0.132644071,1.427799599
GE_NUDT1,0.132560695,1.426145696
GE_ILK,0.132575934,1.426145696
GE_SRGAP2C,0.132564816,1.426145696
GE_ESPN,-0.132573461,1.426145696
GE_MTR,0.132497102,1.424435022
GE_TTL,0.13242886,1.422584079
GE_TAF4,-0.132415991,1.422412698
GE_TRAPPC6B,-0.132400532,1.422162685
GE_KATNAL2,0.132388212,1.422049658
GE_TMEM17,0.132382385,1.422049658
GE_OSCP1,0.132346293,1.421307297
GE_QRFPR,0.132343487,1.421307297
GE_SEC24A,0.13233352,1.421223387
GE_SUGCT,0.132291473,1.420167375
GE_TXNRD1,0.132265239,1.419590596
GE_PDE6G,0.132229383,1.41872242
GE_NR1H3,-0.132166883,1.417265391
GE_PARN,0.132173267,1.417265391
GE_MPP4,0.132143309,1.417211876
GE_HTRA2,0.132136391,1.417211876
GE_BMPER,0.132138676,1.417211876
GE_RNF5,0.13214568,1.417211876
GE_RAB17,-0.132095091,1.416179151
GE_SLC39A10,0.132028074,1.414368778
GE_PDK1,0.131990966,1.413861593
GE_ASCL4,-0.131989798,1.413861593
GE_C8orf76,-0.132001043,1.413861593
GE_CMYA5,-0.131920398,1.411980161
GE_CDC42EP5,-0.131844685,1.409908909
GE_CDH4,0.131809025,1.409048173
GE_DMRT3,-0.131795189,1.408846537
GE_SOX6,0.13177579,1.408476908
GE_CYB5D1,0.131766963,1.408426386
GE_MMP28,-0.131725654,1.407395249
GE_ERN2,-0.131692901,1.407053829
GE_RAPGEF6,0.131693608,1.407053829
GE_GET3,0.131697577,1.407053829
GE_WWP1,-0.131677726,1.406811374
GE_GMEB2,-0.131659598,1.406479761
GE_KCND1,0.131645536,1.406270782
GE_CRISP3,-0.131611473,1.405458442
GE_BBS10,0.131598388,1.40527885
GE_FSTL1,0.13157308,1.404730629
GE_SLC4A2,0.131537205,1.404078562
GE_IFI27L1,0.131542995,1.404078562
GE_AMPH,0.13149269,1.402951406
GE_LPAR4,0.131471361,1.402523167
GE_MRPL28,0.131409501,1.401040997
GE_TPD52L1,-0.131400821,1.401040997
GE_LY6D,-0.131402704,1.401040997
GE_BCHE,0.131352443,1.399798237
GE_ANKS1B,0.131341554,1.399684388
GE_MYO3B,-0.131308846,1.398913612
GE_CIBAR1,0.131293468,1.398664548
GE_DRAP1,0.131272737,1.398254289
GE_ALDH3A1,-0.13126364,1.39819413
GE_FNDC11,-0.131254036,1.398138087
GE_TUBB6,0.131247593,1.398138087
GE_TMEM74B,-0.131211251,1.397258007
GE_RAB20,-0.131192981,1.396921599
GE_DAW1,0.131158825,1.396107427
GE_TLR5,-0.131118073,1.39509512
GE_TNS1,0.131095005,1.394614508
GE_DNAJC7,0.131077622,1.394304772
GE_SMIM10,0.131047879,1.393623598
GE_LDB1,0.130965109,1.391349691
GE_SLC5A3,0.130898683,1.389567654
GE_PFDN1,0.130875902,1.389308383
GE_LIPM,-0.130876934,1.389308383
GE_PPARGC1A,0.130844271,1.388676092
GE_ZNF816,-0.130840701,1.388676092
GE_WASHC3,0.130756631,1.386365986
GE_MSX1,0.130742315,1.38614849
GE_ABCB4,0.130695775,1.385176366
GE_OAZ1,0.130697579,1.385176366
GE_ANP32E,0.130606992,1.382727113
GE_RNF145,0.130599735,1.382721065
GE_BEND3,-0.130574837,1.382186511
GE_VCAN,0.130561716,1.382004665
GE_AFAP1L1,0.130462674,1.379250301
GE_RPGRIP1L,0.130444312,1.379013227
GE_PHAX,0.130433615,1.379013227
GE_FHL3,0.130437244,1.379013227
GE_GNRHR,0.130423114,1.378909642
GE_UNC93B1,-0.130409677,1.378718144
GE_TNFSF9,0.130397801,1.378573275
GE_STX4,0.130385698,1.378421558
GE_ZNF536,0.130360134,1.377867115
GE_FLNC,0.130352152,1.377838533
GE_ASB3,0.130296211,1.376585677
GE_FABP4,-0.130302192,1.376585677
GE_CNIH3,0.130283255,1.376408203
GE_CSTA,-0.130275129,1.376375037
GE_CHPT1,0.13026072,1.376363504
GE_SLIT2,0.130265142,1.376363504
GE_MLXIPL,-0.130239292,1.375932485
GE_VPS37B,-0.130217221,1.375691506
GE_ARHGEF3,-0.13021946,1.375691506
GE_KPNA7,-0.130206082,1.375567787
GE_RGPD3,0.130148695,1.374095605
GE_MTCL1,0.13014281,1.374095605
GE_ART1,-0.130053565,1.371639699
GE_ATP6AP1L,0.130006443,1.370442079
GE_NR1H4,0.129954647,1.369366839
GE_NUDT8,-0.129954772,1.369366839
GE_CYP4F3,-0.129949433,1.369366839
GE_SCAF11,0.129936143,1.369178777
GE_ALG9,0.129917295,1.369175269
GE_ANKRD13C,0.12992084,1.369175269
GE_COLGALT1,0.129908115,1.369175269
GE_PLIN5,-0.129913458,1.369175269
GE_ZC3H12C,0.129897306,1.369060797
GE_PTBP2,0.129889194,1.369026653
GE_NEU1,0.129841428,1.367810292
GE_SRPX,0.12983363,1.367785414
GE_ACKR2,-0.129817966,1.367525981
GE_ZNF655,0.129782909,1.366688675
GE_KRTAP5.7,-0.129753106,1.36600799
GE_PLEKHA6,-0.12973666,1.365725268
GE_WIPF1,0.129662601,1.363726877
GE_ZNF572,-0.12964182,1.363315201
GE_NEXN,0.129634721,1.363310748
GE_PSMD14,0.129616879,1.36298645
GE_APIP,0.129581079,1.362127733
GE_ITPR1,0.12956919,1.36198054
GE_TRIO,0.12952322,1.360819467
GE_FAM167A,0.129504259,1.36066813
GE_CLDN9,-0.129509532,1.36066813
GE_WBP2,0.129455275,1.359417755
GE_CISH,-0.129441284,1.359207888
GE_ERCC3,0.129403717,1.358503108
GE_DHRSX,0.129407288,1.358503108
GE_PAIP2,0.129376061,1.357887016
GE_VCPKMT,-0.129347054,1.357571928
GE_WDR17,0.129344698,1.357571928
GE_R3HCC1L,0.129351581,1.357571928
GE_RSPH1,-0.129335859,1.357514713
GE_HSF2,0.129325742,1.357419469
GE_FER,0.129298609,1.356818783
GE_HLA.DPB1,0.129203711,1.354206352
GE_PIKFYVE,0.129183221,1.353911985
GE_TCF12,0.129173078,1.353911985
GE_RTN4RL2,0.129176332,1.353911985
GE_KCTD9,0.12915233,1.353501062
GE_GADD45A,0.129119537,1.352732802
GE_SMAD5,0.129075492,1.351630967
GE_LRRC2,0.129055127,1.351231524
GE_TRPC4AP,0.129038233,1.351139175
GE_ADGRB3,0.129040928,1.351139175
GE_KCNQ1,-0.128973956,1.350049908
GE_KCNK15,-0.128979921,1.350049908
GE_SLC2A13,0.128979687,1.350049908
GE_NUDT6,0.128980103,1.350049908
GE_DNAJB6,0.128923609,1.348814774
GE_PPP1CA,-0.128918519,1.348814774
GE_ADGRA2,0.128898147,1.3484149
GE_NXPH2,0.128878627,1.34804023
GE_PTS,0.128852674,1.347475043
GE_ACTL8,-0.128825498,1.346873715
GE_NHLRC1,-0.128812546,1.346693466
GE_FUT9,-0.128713995,1.343980174
GE_PRKCG,-0.128695804,1.343659005
GE_SCHIP1,0.128689417,1.343659005
GE_MANSC1,-0.128667793,1.343627587
GE_LEPR,0.128672002,1.343627587
GE_ABI3BP,0.128673876,1.343627587
GE_HDHD3,-0.128555366,1.340506489
GE_MFGE8,0.128547903,1.340488374
GE_POLR1E,0.128531028,1.340394317
GE_GABBR1,0.128531562,1.340394317
GE_OR3A1,-0.12851437,1.340104299
GE_ARHGAP32,-0.128487219,1.339504316
GE_UNC80,0.1284734,1.339298101
GE_OSBPL8,0.128428938,1.338186954
GE_AGPAT4,0.128420607,1.338142761
GE_DGKD,0.128364445,1.338095665
GE_TIGAR,0.128378388,1.338095665
GE_DCLRE1B,0.128408955,1.338095665
GE_BICD1,0.128389304,1.338095665
GE_OR4F15,0.128369188,1.338095665
GE_COPS8,0.128373214,1.338095665
GE_DOK6,0.128382788,1.338095665
GE_RPS29,-0.128395056,1.338095665
GE_GABRP,-0.128226164,1.334217379
GE_FHOD3,0.12815595,1.332348388
GE_GLRX5,-0.12814505,1.332227916
GE_PLOD3,0.128100035,1.331115297
GE_ELP3,0.128093673,1.331115297
GE_BAG5,-0.128050652,1.33004858
GE_SUFU,0.127961735,1.327899205
GE_C1QBP,0.127943645,1.327899205
GE_HDAC3,0.127943849,1.327899205
GE_GLIS1,0.127953136,1.327899205
GE_IKBKG,0.127946888,1.327899205
GE_DCAKD,0.127912377,1.32749858
GE_TSPYL6,-0.127909659,1.32749858
GE_KRTAP5.8,-0.127910587,1.32749858
GE_CKLF.CMTM1,0.127876544,1.326723977
GE_MAGEH1,0.127847272,1.326062551
GE_PAX2,0.127790119,1.324986102
GE_SLC44A3,-0.12778355,1.324986102
GE_CYLC1,-0.127792217,1.324986102
GE_PLEKHG4,0.127796654,1.324986102
GE_GFRA2,0.12777624,1.324970287
GE_MSMB,-0.127757832,1.324628201
GE_VGF,0.127749833,1.324591989
GE_EBF3,0.127734711,1.324346359
GE_RAB12,-0.127710054,1.32401916
GE_MLLT6,-0.127714786,1.32401916
GE_MIER1,0.12769944,1.32390583
GE_TMEM14B,0.127691904,1.323882856
GE_NLGN4Y,0.127667659,1.323368963
GE_ICAM1,0.127639929,1.322953674
GE_CAMLG,0.127637527,1.322953674
GE_APBB1,0.127626536,1.322953674
GE_CXorf38,0.127631674,1.322953674
GE_ANAPC13,0.127614763,1.322805859
GE_B9D1,0.127599478,1.32273645
GE_PJVK,0.127594724,1.32273645
GE_NDUFA7,0.127592197,1.32273645
GE_SMIM29,0.12756529,1.322144091
GE_PHF19,0.127527732,1.321239197
GE_MINPP1,0.127471107,1.319775118
GE_ISCU,0.127420937,1.318657644
GE_IFI16,0.127419559,1.318657644
GE_IL17RB,-0.127405865,1.318557846
GE_RASSF6,-0.127402716,1.318557846
GE_PLA1A,0.127382499,1.318162015
GE_MYDGF,0.127352793,1.317869458
GE_PSRC1,0.12734568,1.317869458
GE_CCDC97,-0.127351475,1.317869458
GE_SSC5D,0.12735236,1.317869458
GE_HSPA12A,0.127321901,1.317505578
GE_PHLDB3,-0.12731986,1.317505578
GE_TPP1,0.127290535,1.317077087
GE_CCDC85B,0.127284739,1.317077087
GE_DENND2C,-0.127294627,1.317077087
GE_CEND1,0.127278458,1.317077087
GE_LRFN5,0.127267335,1.316947147
GE_ZNF684,0.127245624,1.316507033
GE_USP5,0.127184006,1.314898331
GE_GPR137,0.1271742,1.314806912
GE_RAB3A,0.127152422,1.314364971
GE_TMEM255B,0.12713315,1.313996363
GE_BIN3,0.127113788,1.313820446
GE_OR2A1,0.127119562,1.313820446
GE_RNF4,0.127073442,1.313171371
GE_PPA2,-0.127071598,1.313171371
GE_YAE1,0.127080512,1.313171371
GE_SEPTIN4,0.126998548,1.311619397
GE_MRM3,0.127004009,1.311619397
GE_CHUK,0.12700219,1.311619397
GE_ADPRS,0.12698609,1.311449843
GE_DOCK8,-0.12696428,1.311201322
GE_CEP290,0.126969345,1.311201322
GE_PRAMEF33,-0.126939223,1.310663321
GE_SLC39A9,-0.126914849,1.310391896
GE_MRPL17,0.12691125,1.310391896
GE_TRIM17,-0.126909996,1.310391896
GE_PRR23D1,-0.126899667,1.310284167
GE_TMPRSS3,-0.12687955,1.30989035
GE_MYCL,-0.126824428,1.308861637
GE_ZMYM4,0.126826328,1.308861637
GE_TTC25,0.126831081,1.308861637
GE_WARS2,0.126769872,1.308020534
GE_ELP6,0.126769115,1.308020534
GE_FAM110B,0.126778535,1.308020534
GE_GSPT2,0.126784828,1.308020534
GE_SAP30BP,0.126756267,1.307838781
GE_SOX13,-0.126726152,1.307152926
GE_BABAM1,0.126718608,1.307125889
GE_PHF21A,0.126710017,1.307068249
GE_SRCIN1,-0.126696389,1.306863499
GE_CTIF,0.126678012,1.306520174
GE_TMEM270,-0.126660182,1.30619277
GE_H3C10,-0.126649473,1.306073063
GE_NEK1,0.126634653,1.305833387
GE_TTLL10,-0.126616693,1.305502098
GE_ARHGAP40,-0.12656662,1.30441381
GE_TTC39B,-0.12655958,1.30441381
GE_MUC1,-0.126559917,1.30441381
GE_SH3BGRL,0.12649762,1.302918663
GE_NDUFB9,-0.12648851,1.302918663
GE_ZNF277,0.126490482,1.302918663
GE_COMMD8,0.126471885,1.302818051
GE_SPRR1A,-0.126474477,1.302818051
GE_PROSER2,-0.126429352,1.301936926
GE_RFPL4B,-0.126428476,1.301936926
GE_LSP1,0.126382031,1.300775888
GE_PLS1,-0.126370373,1.300627952
GE_SGIP1,0.126348586,1.300376442
GE_THBS2,0.126353855,1.300376442
GE_OSCAR,0.126323217,1.299829234
GE_MLLT11,0.126298782,1.299309239
GE_PSD,0.126261056,1.298784527
GE_CCDC82,0.126261524,1.298784527
GE_MMP16,0.126269144,1.298784527
GE_ATXN10,0.126244201,1.298485021
GE_ZMYM2,-0.126221105,1.29809808
GE_DCTN2,0.126217786,1.29809808
GE_ZNF862,0.126208775,1.298026605
GE_ILDR2,0.126200143,1.297966073
GE_SYNE2,-0.1261742,1.297739373
GE_NGF,0.126182683,1.297739373
GE_C2orf72,-0.12617271,1.297739373
GE_KLHL20,0.126159172,1.297536161
GE_DGKZ,-0.126152641,1.297536161
GE_NFE2L1,0.126136712,1.297263074
GE_ADAMTS4,0.126123605,1.297071999
GE_RENBP,0.126116269,1.297048643
GE_TXNDC5,0.12608456,1.296316851
GE_RGS4,0.126064927,1.295936013
GE_GPR45,0.12604924,1.295669849
GE_NPHP3,0.126033812,1.295411165
GE_TUBB3,0.12600452,1.29474977
GE_NCDN,0.125971124,1.294046363
GE_HECTD3,0.125967261,1.294046363
GE_GNG2,0.125954816,1.293952732
GE_ZNF705A,-0.125951007,1.293952732
GE_H3Y2,-0.125916966,1.293153538
GE_CLCN6,0.125865609,1.291852033
GE_PLPPR5,0.125838134,1.291325619
GE_HAUS6,0.125834449,1.291325619
GE_RP9,0.125804668,1.290650432
GE_RFC1,0.125791355,1.290452938
GE_PATZ1,-0.125776871,1.290221429
GE_IFITM2,0.125686091,1.287778143
GE_PXDNL,0.125671829,1.287741514
GE_SH2D5,0.125676985,1.287741514
GE_IK,0.1256467,1.287201575
GE_ZSWIM6,0.125610106,1.286864004
GE_GDF11,0.125609088,1.286864004
GE_UBTD1,0.125628081,1.286864004
GE_MT.ATP8,-0.125611374,1.286864004
GE_GDI1,0.125602379,1.286857484
GE_ARAP2,-0.125440351,1.282354735
GE_ITGB1,0.125432787,1.28232352
GE_DOCK2,0.125426255,1.282322116
GE_PPP2R5A,-0.125412926,1.282311422
GE_CMTM1,0.125415039,1.282311422
GE_KCNIP4,0.125375078,1.281404043
GE_RBFA,0.125358205,1.281103337
GE_TLE5,0.12532614,1.280363421
GE_TAFA5,0.125319035,1.280345091
GE_NACA,0.125256893,1.278736045
GE_CHRNA5,-0.125228681,1.278227797
GE_FLNA,0.125219903,1.278227797
GE_ZNF81,0.125223903,1.278227797
GE_MAD2L2,0.125188708,1.277513397
GE_WRAP53,0.125159474,1.276855694
GE_GLYATL2,0.125139448,1.276463985
GE_KDM2A,-0.125125917,1.276259759
GE_CBL,0.125103103,1.276159957
GE_ANKRD52,0.125110596,1.276159957
GE_MAP1A,0.125104623,1.276159957
GE_CDK14,0.125086352,1.276048603
GE_SLC16A1,0.125089867,1.276048603
GE_EFNB2,-0.125067174,1.275917143
GE_CYP1A1,-0.125062475,1.275917143
GE_APLF,0.125073794,1.275917143
GE_SSR1,0.125036934,1.275365873
GE_F2RL2,0.125025999,1.275236016
GE_MRPL22,0.125013879,1.275071933
GE_ATP5PB,0.124986262,1.274460768
GE_ZSCAN4,-0.124942343,1.273379644
GE_STARD13,0.124928137,1.273155363
GE_NAGPA,0.124913546,1.272919941
GE_GOLT1A,-0.124897159,1.272632716
GE_DDX25,0.124856545,1.271647296
GE_C4orf36,-0.124837562,1.271285302
GE_KRTAP5.9,-0.12478103,1.269841671
GE_GIN1,0.124731749,1.268792122
GE_GPR155,0.124733827,1.268792122
GE_N6AMT1,0.124713563,1.268637846
GE_ETDA,0.124717415,1.268637846
GE_TEDDM1,-0.124694785,1.268281822
GE_IFI30,-0.124644475,1.267018354
GE_FAM43A,0.124606055,1.266281662
GE_RGL3,-0.124607715,1.266281662
GE_M1AP,-0.124581831,1.265769082
GE_SNX21,0.124568021,1.265730327
GE_NOVA1,0.124548497,1.265730327
GE_ANK2,0.124560932,1.265730327
GE_CDK5,0.124555352,1.265730327
GE_PRDX3,0.124554511,1.265730327
GE_TRIM73,0.124489552,1.264219416
GE_PKM,0.124483149,1.26421903
GE_ITGA11,0.124432256,1.263307027
GE_MYO5B,-0.12444447,1.263307027
GE_SEMA4D,-0.124437204,1.263307027
GE_RIPOR1,0.124391268,1.262312865
GE_KCNAB3,0.124383304,1.262267389
GE_MADCAM1,0.124301147,1.260274588
GE_BCAT2,-0.124307268,1.260274588
GE_VHL,-0.124260129,1.259463274
GE_SAMD14,0.124263776,1.259463274
GE_LRRK2,0.124234338,1.258906055
GE_SARNP,0.124204469,1.258231904
GE_ZNF860,-0.124193294,1.258094086
GE_SLC17A3,0.124131331,1.256592
GE_FAM120AOS,-0.124128182,1.256592
GE_IMPA1,0.124115428,1.256408832
GE_H3C7,-0.12408481,1.255713529
GE_FANCD2,-0.124048154,1.254845324
GE_DCLK1,0.123981053,1.253105119
GE_GNB3,0.123933226,1.252099766
GE_CHST14,0.123936029,1.252099766
GE_PGK1,0.123860531,1.251109904
GE_KIF18A,0.123885249,1.251109904
GE_CCDC127,0.123862757,1.251109904
GE_CFL2,0.123863471,1.251109904
GE_IBA57,-0.123863954,1.251109904
GE_TMEM178B,0.123865961,1.251109904
GE_TBC1D23,0.123832566,1.250491217
GE_SYDE2,-0.12382549,1.250470278
GE_RIPOR2,0.123786405,1.249533539
GE_C2orf74,0.123772425,1.249315039
GE_FAM229A,0.123751889,1.248908974
GE_SLC25A42,0.123723413,1.248275933
GE_RALBP1,-0.123686174,1.247935424
GE_SRRM4,0.123696578,1.247935424
GE_FKBP10,0.123687857,1.247935424
GE_HORMAD1,-0.123704969,1.247935424
GE_CCDC130,0.123650308,1.247452606
GE_TMEM130,0.123652825,1.247452606
GE_AP5Z1,0.123654282,1.247452606
GE_RPL26,0.12356965,1.245328779
GE_DUOX1,-0.12348349,1.243049122
GE_ACAA1,-0.123447941,1.242395355
GE_TTC7B,0.123451734,1.242395355
GE_BLOC1S2,0.123435447,1.242219133
GE_TLR2,-0.123413208,1.241866006
GE_PLD5,0.12341044,1.241866006
GE_PTGIR,0.123400129,1.241751908
GE_CHCHD3,0.123377061,1.24127389
GE_PLA2G4B,-0.12333883,1.24036346
GE_KLF8,-0.123308124,1.239915959
GE_PRDM4,0.123310017,1.239915959
GE_H3C1,-0.123304219,1.239915959
GE_IFITM3,0.123251706,1.238598751
GE_MDFIC,0.123243922,1.238556475
GE_ATG12,0.123185491,1.237177555
GE_NRBF2,0.123182928,1.237177555
GE_YAF2,0.123158835,1.236670633
GE_LOX,0.123138264,1.236264066
GE_RAB11FIP3,0.123123668,1.236061657
GE_STX11,0.123118572,1.236061657
GE_NBAS,0.123108043,1.235940923
GE_UBE2D2,0.123053366,1.234563493
GE_SCAMP3,0.12303723,1.234499373
GE_GXYLT1,0.123042632,1.234499373
GE_HELQ,0.123032261,1.234499373
GE_RAP1GAP,-0.12296984,1.232965117
GE_COX16,-0.122965774,1.232965117
GE_RASGEF1B,-0.122930577,1.232142669
GE_RNF111,0.122890157,1.231350283
GE_GPANK1,0.122890306,1.231350283
GE_BMT2,0.122882011,1.231297047
GE_MT.ND4L,-0.122854809,1.230702106
GE_GLRX,0.122842212,1.230522248
GE_HCFC2,0.122819047,1.230158004
GE_LIPK,-0.122816861,1.230158004
GE_CAPG,-0.122747106,1.228710113
GE_FOXF1,0.122757201,1.228710113
GE_DNTT,0.122752231,1.228710113
GE_KLK8,-0.122725072,1.228262137
GE_ENPP5,-0.122707941,1.22825392
GE_FMN2,0.12271588,1.22825392
GE_NRBP2,0.122706019,1.22825392
GE_COX15,0.122686723,1.227883545
GE_RIMBP3,0.122632019,1.226508248
GE_NEK6,0.122588567,1.225629929
GE_VSX2,-0.122592022,1.225629929
GE_FAM122C,0.122580658,1.225582709
GE_ERLEC1,0.122563462,1.225292654
GE_UBXN8,0.122557949,1.225292654
GE_CASP6,-0.122548439,1.225199869
GE_ZMYM6,0.122522297,1.224635391
GE_DPY19L2,0.122512883,1.224545249
GE_TMEM120B,0.122500079,1.224358965
GE_ATP6V1H,0.122491334,1.224287673
GE_MLST8,0.122478109,1.224265869
GE_CTNND1,-0.12247977,1.224265869
GE_TPRN,-0.1224576,1.224213618
GE_H1.0,-0.122457792,1.224213618
GE_CRACDL,-0.122458878,1.224213618
GE_PTPRK,-0.12240555,1.222914848
GE_BICDL1,-0.122359922,1.221974519
GE_KCNN3,0.122360088,1.221974519
GE_NUDT11,0.122333155,1.221392451
GE_AGMAT,-0.122326472,1.221379128
GE_TRPM4,-0.122277812,1.22017732
GE_STXBP2,-0.122264345,1.219971912
GE_SERPINE2,0.12224729,1.219664921
GE_PHLDB1,0.122216805,1.219030139
GE_RASAL1,-0.12220999,1.219030139
GE_NECTIN2,-0.122206243,1.219030139
GE_BORCS6,0.122184491,1.218590173
GE_ZFYVE21,-0.122166846,1.218266425
GE_SUDS3,-0.122149152,1.218116472
GE_KCNIP1,0.122149985,1.218116472
GE_KIAA0319L,0.122128787,1.217715702
GE_SLITRK6,-0.122118121,1.217589185
GE_PTPN3,-0.122096804,1.217376807
GE_RBM45,0.122096783,1.217376807
GE_RIMBP3B,0.122092047,1.217376807
GE_SLC35A4,0.122073421,1.217025077
GE_ENOX1,0.122063407,1.216916753
GE_ST3GAL5,0.122046818,1.216622533
GE_WASHC2A,0.122008299,1.216057612
GE_H1.5,-0.122013099,1.216057612
GE_PPME1,0.122011434,1.216057612
GE_COPS7A,0.121994749,1.216023479
GE_EIF2D,0.121998746,1.216023479
GE_P3H2,0.121982103,1.216014637
GE_TXNDC9,0.121984215,1.216014637
GE_PITX1,-0.121957224,1.215485988
GE_DENND2A,0.121905107,1.214188257
GE_B3GLCT,0.121886729,1.213843377
GE_BTBD2,0.121862526,1.213507887
GE_LONRF2,0.121864755,1.213507887
GE_DDX27,-0.121832821,1.212940243
GE_ZNF569,0.121830102,1.212940243
GE_PPP1R3C,0.121813417,1.212643045
GE_LMF2,0.121741309,1.211649183
GE_ZBTB47,0.121745879,1.211649183
GE_PPM1K,0.121771525,1.211649183
GE_CRABP1,-0.121755414,1.211649183
GE_FAM220A,0.121759771,1.211649183
GE_ZDHHC23,-0.121748066,1.211649183
GE_NKAP,0.121703226,1.211134208
GE_KLF7,0.121710583,1.211134208
GE_APPL2,0.121707037,1.211134208
GE_DHRS13,-0.121698502,1.211134208
GE_GNRH1,0.12168943,1.211051317
GE_ADARB2,0.121665812,1.210558313
GE_KRTAP17.1,-0.121628189,1.209670691
GE_CTSK,0.121612741,1.209580621
GE_ANTXR1,0.121615037,1.209580621
GE_P4HA3,0.12158198,1.208886474
GE_DOCK7,0.121522082,1.207402201
GE_RETREG2,0.121517036,1.207402201
GE_POMT1,0.121503214,1.207259309
GE_RIN1,0.121499724,1.207259309
GE_ZNF524,-0.12147637,1.206774022
GE_CEP164,0.121440811,1.205945268
GE_RHEB,0.121419029,1.205504342
GE_ARHGAP20,0.121402653,1.205215531
GE_HDGFL2,0.121368511,1.204526145
GE_ZNF804A,0.121365929,1.204526145
GE_ARHGEF2,0.121347167,1.204514749
GE_SURF2,-0.121355635,1.204514749
GE_UBXN10,-0.12134111,1.204514749
GE_EMP2,-0.12134747,1.204514749
GE_PCGF2,-0.12131826,1.204043657
GE_TWF2,0.12130531,1.203850982
GE_CLCN2,-0.121294918,1.203730149
GE_RGMB,0.121273745,1.203306211
GE_TMEM167A,0.121264891,1.20322856
GE_RBM24,0.121232948,1.202501955
GE_SYTL4,-0.121202234,1.202493682
GE_ATG10,0.121206631,1.202493682
GE_GPD1L,-0.121205813,1.202493682
GE_ZNF521,0.121220916,1.202493682
GE_COL28A1,-0.121212136,1.202493682
GE_ELK3,0.121180164,1.202044395
GE_LANCL1,0.121166219,1.201823361
GE_TRPC7,0.121146552,1.201782624
GE_TCF20,-0.121154173,1.201782624
GE_BBS4,0.121147766,1.201782624
GE_MPZ,0.121019325,1.198381456
GE_WNT10A,-0.120999194,1.197986984
GE_AOX1,0.120991798,1.197949753
GE_NEDD4,0.120931129,1.196588435
GE_FLG,0.120935424,1.196588435
GE_RHBG,-0.120905086,1.196198295
GE_RAD51D,0.120910952,1.196198295
GE_NIM1K,0.120891136,1.195977145
GE_DAGLB,0.12087872,1.19588012
GE_TLCD3A,0.120875558,1.19588012
GE_RAD17,0.120856605,1.195518621
GE_FMNL2,0.120839937,1.195221158
GE_SETD3,-0.120810955,1.19460715
GE_FAM47E,-0.120805921,1.19460715
GE_STRN4,-0.120786464,1.194231544
GE_SNAPC1,0.120728122,1.193426195
GE_FSCN1,0.120745669,1.193426195
GE_EPHB1,0.120740086,1.193426195
GE_ERAP1,0.120735017,1.193426195
GE_EPS8L2,-0.12072749,1.193426195
GE_MLH1,0.120717159,1.193305997
GE_NUAK2,0.12068951,1.192957219
GE_MT1E,0.120696144,1.192957219
GE_PTDSS2,0.120686598,1.192957219
GE_ZSCAN20,0.120679074,1.192915428
GE_AP1M2,-0.120629339,1.191692199
GE_B4GALNT3,-0.120618343,1.191659823
GE_DQX1,-0.120616127,1.191659823
GE_ZKSCAN3,0.120542375,1.189765294
GE_AOC1,-0.120526815,1.189645897
GE_PRR5,-0.120520263,1.189645897
GE_FBXO48,0.120520036,1.189645897
GE_NRXN3,0.120511602,1.189639559
GE_SH3BP4,0.120501759,1.189639559
GE_UGCG,0.12050509,1.189639559
GE_DIPK1A,0.120494608,1.189607746
GE_CACNA1D,-0.120477323,1.189460562
GE_SLIT3,0.120480823,1.189460562
GE_CDK5R2,0.120460118,1.189147569
GE_FGFR2,-0.120444199,1.189038285
GE_ITFG1,0.1204464,1.189038285
GE_BLVRA,0.120421276,1.188900636
GE_HPDL,-0.120421996,1.188900636
GE_HLA.DPA1,0.120428249,1.188900636
GE_TRUB1,0.120398657,1.188436186
GE_ZSWIM4,0.120391886,1.18841449
GE_ABCB11,-0.120369778,1.187964291
GE_DBN1,0.120363635,1.187960042
GE_ANAPC5,0.120313314,1.18767682
GE_PROKR2,-0.120315106,1.18767682
GE_BET1,0.120332631,1.18767682
GE_ARHGEF6,0.120333056,1.18767682
GE_YTHDF1,-0.120315738,1.18767682
GE_PI4K2A,0.120327099,1.18767682
GE_E2F7,0.120311615,1.18767682
GE_SRM,0.120290431,1.187415742
GE_ZBTB4,0.120290316,1.187415742
GE_NUP88,0.120257249,1.186659422
GE_CERK,0.120218548,1.18588413
GE_APP,0.120217528,1.18588413
GE_RBM7,0.120160249,1.185118061
GE_ID1,-0.120168034,1.185118061
GE_LCP1,-0.120181589,1.185118061
GE_RGS3,0.120163438,1.185118061
GE_KRT8,-0.12017532,1.185118061
GE_RBM33,0.120056559,1.182393285
GE_SNCG,-0.119992624,1.180943942
GE_NSMCE3,0.119996259,1.180943942
GE_TMEM115,0.119964842,1.180336045
