feature,coef,log10(q.val)
GE_NRG4,-0.176147848,2.458819276
GE_SYT11,0.176107252,2.458089448
GE_JMJD7,-0.176073006,2.457408513
GE_CAMK4,0.176015392,2.456472503
GE_NDEL1,0.176027228,2.456472503
GE_LRRC1,-0.175945739,2.454395842
GE_DNAJC8,0.175848429,2.451231452
GE_RNF216,0.175757006,2.44829949
GE_C1orf216,0.175719755,2.447496932
GE_BLNK,-0.175575784,2.442501649
GE_CHMP7,0.175525657,2.441193047
GE_EYA2,-0.175202356,2.431794774
GE_ARMC9,0.175206131,2.431794774
GE_VILL,-0.17521833,2.431794774
GE_HLX,0.175217893,2.431794774
GE_TRIM31,-0.175221418,2.431794774
GE_SDC1,-0.175173395,2.43131346
GE_MSC,0.175152134,2.431133039
GE_EPB41L1,-0.175119156,2.430492769
GE_FAM219A,0.175059788,2.428818276
GE_SLC39A13,0.174958935,2.425519769
GE_FBXL5,0.174919363,2.424619908
GE_DISC1,0.174861273,2.422995037
GE_LYZL2,-0.174779087,2.420427763
GE_TMC5,-0.174660306,2.416430929
GE_CYP4B1,-0.174446713,2.408735013
GE_HOOK2,-0.174422525,2.408434945
GE_AP4B1,0.174375177,2.407230521
GE_MAP4,0.174319117,2.407200085
GE_CDC6,-0.174352672,2.407200085
GE_SATB2,0.174329834,2.407200085
GE_DCTN4,0.174277205,2.407200085
GE_LNX2,-0.174289413,2.407200085
GE_CDH2,0.174275998,2.407200085
GE_ABL2,0.174244781,2.40661937
GE_CREB5,0.174177989,2.404651433
GE_ARL2BP,0.174012832,2.398852707
GE_LRRC26,-0.173974915,2.39801013
GE_ECI2,0.173885732,2.395172068
GE_RALGPS1,-0.173801225,2.39251661
GE_PLBD2,0.173673214,2.388170924
GE_SLC39A14,0.173557236,2.384924053
GE_MPP7,-0.173568391,2.384924053
GE_SCGB1D2,-0.173521748,2.384173982
GE_CR2,-0.173455692,2.382236676
GE_FGFR1,0.173374509,2.379712477
GE_BIVM,0.173348222,2.379318035
GE_TPGS1,0.17332925,2.379206516
GE_SMYD4,0.173194648,2.374611041
GE_ORAI3,0.173167928,2.374198083
GE_NUDT14,-0.173120813,2.372994182
GE_CD9,-0.173073604,2.372406234
GE_PKD2,0.173077765,2.372406234
GE_SLC45A4,-0.172968108,2.371407841
GE_CEP170B,-0.172992725,2.371407841
GE_EIF2AK4,0.172989595,2.371407841
GE_UBLCP1,0.172990581,2.371407841
GE_FBXO17,0.172979433,2.371407841
GE_LRRC41,0.172912173,2.369857566
GE_TRIM43B,-0.172885321,2.369432345
GE_SOGA1,0.172847403,2.368578303
GE_GMDS,-0.172810494,2.368115272
GE_COL4A1,0.172803805,2.368115272
GE_CAPN9,-0.172646857,2.363267688
GE_ZNRF1,-0.172648864,2.363267688
GE_COQ10A,0.172627087,2.36311242
GE_MBD5,0.172527381,2.359868857
GE_LGALS1,0.172469505,2.358487615
GE_TRPM8,0.172460188,2.358487615
GE_BTN3A1,0.17236618,2.356672931
GE_MSANTD3,0.172372222,2.356672931
GE_APOLD1,0.172370353,2.356672931
GE_AFF3,0.172331918,2.356555856
GE_TPST1,0.172335077,2.356555856
GE_MT.ND2,-0.172302288,2.356014043
GE_FBXO22,0.172035182,2.346319842
GE_DNAJB9,0.17201396,2.346102032
GE_CSF1,0.171997761,2.346076894
GE_GPRASP2,0.17192045,2.34369851
GE_NLGN1,0.171848549,2.341528719
GE_LEUTX,-0.171831917,2.341485035
GE_PSAPL1,-0.171815623,2.341453565
GE_TCEAL9,0.171793551,2.341199113
GE_AASS,0.171704421,2.339557115
GE_PRKCZ,-0.171709678,2.339557115
GE_PSCA,-0.171706417,2.339557115
GE_ACER2,-0.171689208,2.339557115
GE_KLK10,-0.171659484,2.339005153
GE_DNAJB5,0.17162603,2.338309223
GE_MITD1,0.171590816,2.337545139
GE_FFAR4,-0.171555854,2.336790175
GE_PDGFRB,0.171421598,2.332809088
GE_TMEM241,-0.171429477,2.332809088
GE_HEG1,0.171295552,2.328558621
GE_DYNC2I1,0.17121646,2.326555416
GE_ADAMTS10,0.171212825,2.326555416
GE_DVL2,0.171160459,2.326256971
GE_FOXC1,-0.171131297,2.326256971
GE_VLDLR,0.171135155,2.326256971
GE_SLC37A1,-0.171164694,2.326256971
GE_SHANK2,-0.171129145,2.326256971
GE_MAP7D1,0.171111301,2.326152687
GE_CAV1,0.170969618,2.321882753
GE_KIAA1586,0.170979302,2.321882753
GE_GLS,0.170950753,2.321737648
GE_MIA2,-0.17083993,2.318072874
GE_DXO,0.170820931,2.317921662
GE_ATP10A,0.17079699,2.317580742
GE_FGF1,0.170775413,2.317329587
GE_TTC28,0.17067318,2.314566766
GE_TNNC1,-0.170685574,2.314566766
GE_PPARG,-0.17060393,2.312492198
GE_LCN2,-0.170566564,2.311635753
GE_KCNK1,-0.170521328,2.310478275
GE_PHTF1,0.170500598,2.310256214
GE_DOCK10,0.170451162,2.308937533
GE_NAV1,0.170385729,2.307008159
GE_TSKU,-0.170325027,2.305259424
GE_TARBP2,0.170238606,2.302529985
GE_ACOXL,-0.17011474,2.298939597
GE_PRMT2,0.170120742,2.298939597
GE_KBTBD2,0.170073809,2.297944538
GE_SLU7,0.169989271,2.295851378
GE_STX8,0.170000504,2.295851378
GE_GCH1,-0.169911839,2.293723584
GE_XDH,-0.169903859,2.293723584
GE_PTCHD4,0.16987881,2.293331072
GE_GOLGA6D,-0.169849802,2.292787295
GE_PNMA2,0.169724454,2.288579122
GE_CHST12,0.16966818,2.286998435
GE_EPHB6,-0.169613185,2.286559823
GE_PIP4K2A,0.169639891,2.286559823
GE_TFF1,-0.169612656,2.286559823
GE_APBB2,0.169432638,2.280278827
GE_ZP1,0.169345672,2.27753349
GE_PSPH,0.169276228,2.275453595
GE_WIPF2,-0.169180947,2.272394555
GE_HDAC11,-0.169092843,2.269608626
GE_CCDC77,0.169048129,2.269284663
GE_PATJ,-0.169040616,2.269284663
GE_PGAM1,0.169064758,2.269284663
GE_BEST3,0.169024554,2.269226407
GE_DAB2,0.168896801,2.264939235
GE_MECOM,-0.168831198,2.263005664
GE_MAPRE2,0.168781884,2.261688305
GE_NKX3.2,0.168745647,2.260865239
GE_MBOAT1,-0.16868428,2.259091787
GE_SYT7,-0.168508633,2.253082263
GE_STARD8,0.168496332,2.253082263
GE_GPR176,0.16845995,2.252253201
GE_KRT23,-0.168415593,2.251122679
GE_BFAR,0.168328177,2.248728633
GE_L3HYPDH,0.168323372,2.248728633
GE_FBXO34,-0.168209343,2.244970265
GE_TRAK2,0.168019397,2.238354408
GE_RIPPLY3,-0.167898015,2.234325317
GE_TOMM7,0.167721619,2.228230029
GE_EDARADD,-0.167593857,2.223967547
GE_ZNF775,0.167547695,2.22277201
GE_MAPK12,0.167397948,2.217687796
GE_DARS1,0.167369608,2.217161525
GE_PPM1M,0.16733606,2.216975168
GE_GJB2,-0.167336389,2.216975168
GE_KCNJ8,0.167266021,2.216192231
GE_ZNF23,0.167279003,2.216192231
GE_KIAA0040,-0.167259585,2.216192231
GE_NBPF15,0.167258214,2.216192231
GE_ARL3,0.167215143,2.215109885
GE_MMP24,0.167069668,2.210721554
GE_LAMA5,-0.16707928,2.210721554
GE_ANO9,-0.167004113,2.208797037
GE_AQP5,-0.166938268,2.207919861
GE_TDRD5,-0.166942685,2.207919861
GE_ECT2L,-0.166952687,2.207919861
GE_CDC27,0.166812663,2.207731246
GE_LRP2BP,0.166851446,2.207731246
GE_PELO,0.166904103,2.207731246
GE_ANO6,0.166898322,2.207731246
GE_NCMAP,-0.166806833,2.207731246
GE_RALGAPA2,-0.166813613,2.207731246
GE_CLDN23,-0.166812511,2.207731246
GE_OR9A4,-0.166822255,2.207731246
GE_SEC22B,0.166866335,2.207731246
GE_ZCCHC24,0.166781922,2.207321859
GE_APOBEC3C,0.166760594,2.20704597
GE_PLOD2,0.166719277,2.206022248
GE_ZNF771,0.16659382,2.201854213
GE_HYAL4,-0.166494851,2.198677791
GE_PHF12,-0.166426823,2.196686401
GE_TNNI2,-0.166413702,2.196686401
GE_RRM2B,0.166376614,2.196645097
GE_ATP5MC2,0.166383546,2.196645097
GE_SRD5A2,-0.166371004,2.196645097
GE_FOXQ1,-0.166273589,2.194043049
GE_PACSIN3,-0.166282252,2.194043049
GE_PPDPF,-0.166152389,2.191067862
GE_HTRA1,0.166161664,2.191067862
GE_ARL13B,0.166170914,2.191067862
GE_SLC7A13,-0.166058467,2.188081889
GE_RPL26L1,0.166026595,2.187913984
GE_B4GAT1,0.166026455,2.187913984
GE_RIC8B,0.165993317,2.187191353
GE_PROS1,0.165945746,2.18619934
GE_EFNA4,-0.165939249,2.18619934
GE_CYTL1,0.165922324,2.186078877
GE_ACOX1,-0.165900895,2.185790241
GE_FAM120C,0.165842172,2.184113715
GE_DCD,-0.165773706,2.182582064
GE_ZKSCAN5,0.165779023,2.182582064
GE_RIOK2,0.165706275,2.18058161
GE_RNF14,0.165669571,2.180041653
GE_STK26,-0.16566454,2.180041653
GE_PTCD2,0.165630936,2.179297694
GE_TMC7,-0.165548176,2.177231153
GE_TMPRSS2,-0.165551457,2.177231153
GE_ST7L,0.165453575,2.174724223
GE_UGT1A6,-0.165461804,2.174724223
GE_SCNN1D,0.165349178,2.171352274
GE_UGT1A10,-0.165280794,2.169317276
GE_MEX3B,0.165202444,2.167413358
GE_TMEM265,-0.165211823,2.167413358
GE_AGK,0.165144672,2.165771909
GE_LSM10,0.165093385,2.164370804
GE_AK5,0.16506257,2.163727825
GE_CNEP1R1,0.165038524,2.163335127
GE_DAB2IP,-0.16501217,2.162856488
GE_TFCP2L1,-0.164915163,2.15976253
GE_CYP4F12,-0.164871181,2.1586313
GE_PRAMEF2,-0.164842877,2.158138204
GE_SRGAP3,-0.164831075,2.158138204
GE_TRIM43,-0.164770655,2.156398277
GE_CRYZL1,0.164734438,2.15555316
GE_STARD4,0.164704458,2.155430946
GE_H2AC8,-0.164705986,2.155430946
GE_STRBP,-0.16468959,2.155373593
GE_UPK3A,-0.16465721,2.154668636
GE_SLC25A37,0.164585036,2.152493423
GE_CAPN1,-0.164537038,2.152190608
GE_APBB3,0.164549631,2.152190608
GE_PRPF8,0.164558767,2.152190608
GE_MAP2K5,0.164455725,2.149677738
GE_FCN1,-0.164393715,2.148365505
GE_TSEN54,-0.164401683,2.148365505
GE_IFTAP,0.164367001,2.14822051
GE_NEGR1,0.164363389,2.14822051
GE_SHC1,0.164321351,2.147472498
GE_MFSD12,0.164316765,2.147472498
GE_RUNDC3B,0.164281447,2.146672101
GE_OSTF1,-0.164268767,2.146672101
GE_C1QL1,0.164208078,2.14533459
GE_MICAL3,0.164206241,2.14533459
GE_NR2F6,-0.164178178,2.145265526
GE_PRAMEF13,-0.164183644,2.145265526
GE_ZRANB2,0.16416009,2.145080807
GE_NECTIN1,-0.164132292,2.144537902
GE_PTPN6,-0.164112967,2.144306713
GE_RAB11FIP2,0.16406504,2.143212168
GE_C11orf52,-0.164057186,2.143212168
GE_TMCC2,0.164023634,2.142745435
GE_OR52L1,-0.164005514,2.142745435
GE_MYBL1,0.164012386,2.142745435
GE_GNG11,0.163962983,2.141657489
GE_AIDA,0.163923741,2.140690403
GE_TMEM14C,0.163902631,2.140390172
GE_ANXA6,0.163873219,2.139784136
GE_RAB11FIP1,-0.163832297,2.138754466
GE_AMDHD2,0.163808277,2.138346068
GE_HOGA1,0.163768096,2.137343148
GE_HCFC1R1,0.163731177,2.136459956
GE_TNK2,-0.163682279,2.136081506
GE_TPM1,0.163684879,2.136081506
GE_TOB1,-0.163693208,2.136081506
GE_CHPF2,0.163661936,2.135805865
GE_ZC3HC1,0.163593729,2.135182555
GE_ASAP1,0.163601396,2.135182555
GE_B3GNT7,-0.163606431,2.135182555
GE_EFEMP2,0.163620389,2.135182555
GE_DNER,0.16356957,2.134764626
GE_C12orf56,-0.163478746,2.132835173
GE_MYO18A,-0.163490095,2.132835173
GE_STMN3,0.163496951,2.132835173
GE_POGLUT2,0.16344776,2.132632019
GE_CDR2,0.163457637,2.132632019
GE_NNMT,0.163425808,2.132292768
GE_BRINP1,0.163391816,2.131982301
GE_SLC38A2,0.163379299,2.131982301
GE_CAPZA3,-0.163395553,2.131982301
GE_NXPE3,0.163348099,2.131302209
GE_TBC1D19,0.163262096,2.128612707
GE_GFRA1,0.163131422,2.125212858
GE_BNC2,0.163152696,2.125212858
GE_FAM25A,-0.163138587,2.125212858
GE_TNFRSF10B,0.163061779,2.123124256
GE_SMAGP,-0.162953704,2.119802406
GE_MCFD2,0.162945829,2.119802406
GE_PIK3C2B,-0.162927267,2.11958358
GE_GET1,0.162883464,2.118441067
GE_UPK3B,-0.162853776,2.117814637
GE_OSBPL6,0.162814611,2.116841374
GE_TANGO6,0.162774375,2.115828812
GE_SRMS,-0.162689383,2.113180754
GE_SIGLEC12,-0.162671032,2.112967729
GE_CRACR2B,-0.162555275,2.109197301
GE_CASZ1,-0.162487945,2.107269839
GE_PLPP4,0.162477469,2.107269839
GE_ALOX5,-0.162450109,2.106727033
GE_BTNL9,-0.16237424,2.104674352
GE_ZNF449,0.1623689,2.104674352
GE_CEP63,0.162336392,2.103943012
GE_SND1,0.162297852,2.10299153
GE_RBMS3,0.162281215,2.102838178
GE_YWHAE,0.162179841,2.101402677
GE_PFKFB4,0.16221178,2.101402677
GE_USP43,-0.162219816,2.101402677
GE_MINAR1,0.162187477,2.101402677
GE_GPSM3,0.162188044,2.101402677
GE_TTC1,0.162150909,2.100799104
GE_KRTCAP3,-0.162132365,2.100573539
GE_CTSV,-0.162075211,2.098941783
GE_RNF130,0.162026567,2.098041236
GE_C8orf88,0.162025821,2.098041236
GE_OR5M11,-0.161976729,2.096702709
GE_HINT1,0.1618727,2.093366192
GE_AAAS,0.161794782,2.090980483
GE_NSUN7,-0.161779842,2.090884055
GE_ABHD11,-0.161724698,2.08932634
GE_ENO3,0.161686916,2.088399416
GE_MAP1LC3B,0.161608664,2.086002805
GE_PRAMEF14,-0.161572573,2.085137258
GE_HARS1,0.161551611,2.084820661
GE_EML1,0.161458729,2.081894132
GE_HIPK2,0.161434711,2.081466279
GE_FAM83E,-0.161394604,2.080897123
GE_VAMP8,-0.161402664,2.080897123
GE_TRIM9,0.161369963,2.08059718
GE_TSR1,0.161361963,2.08059718
GE_MALT1,0.161292168,2.078508302
GE_TMEM198,0.161266675,2.078025119
GE_GMPPA,0.161154506,2.074841839
GE_ROBO3,0.161157688,2.074841839
GE_AHRR,0.161094029,2.074315697
GE_FRK,-0.161093415,2.074315697
GE_SNX31,-0.161117718,2.074315697
GE_NUDT18,0.161091509,2.074315697
GE_TBC1D15,0.161018323,2.072104503
GE_DPYSL3,0.160974294,2.070948684
GE_SUMF2,0.160921754,2.069484999
GE_KLHDC10,0.160758482,2.064019453
GE_TMEM101,0.160713334,2.063259655
GE_CYP2J2,-0.160715688,2.063259655
GE_MAP3K3,0.16060451,2.059765068
GE_STX1B,0.160569097,2.059477579
GE_TMEM54,-0.160560466,2.059477579
GE_DDR2,0.160565092,2.059477579
GE_ANKMY2,0.160479182,2.057960455
GE_NMT2,0.160475679,2.057960455
GE_CADM1,0.160470458,2.057960455
GE_PLA2G2E,-0.160480254,2.057960455
GE_POMGNT1,0.160351847,2.054115111
GE_SEC22C,0.160305111,2.053590847
GE_TMEM184A,-0.160301453,2.053590847
GE_POU6F1,0.160310991,2.053590847
GE_BPNT2,0.160244839,2.051980913
GE_CALD1,0.160222284,2.051597846
GE_ZAN,-0.160165695,2.049988874
GE_PLEKHS1,-0.160103701,2.048194242
GE_CCDC50,0.16008514,2.048194242
GE_MPZL3,-0.160080163,2.048194242
GE_SIRPA,0.160021691,2.046517559
GE_CPEB1,0.160009727,2.046513997
GE_ANKRD44,0.159895649,2.042837975
GE_ELP5,0.159848945,2.041585215
GE_ZNF888,-0.159817309,2.040873889
GE_KRT17,-0.15975949,2.039646524
GE_MBLAC2,0.159761031,2.039646524
GE_ARHGEF40,0.159739639,2.039357807
GE_COMMD9,0.159683126,2.0382607
GE_SCGB2A2,-0.159673166,2.0382607
GE_ARSL,0.159677543,2.0382607
GE_ATP6V0E2,0.159661934,2.0382607
GE_USP13,0.159618824,2.037135474
GE_ZMAT3,0.159536045,2.034586968
GE_ANXA10,-0.159521063,2.034470942
GE_TICAM2,0.15948962,2.033764206
GE_CEBPA,-0.159446266,2.03263013
GE_AGPAT1,0.159401342,2.031439814
GE_STEAP4,-0.159290666,2.027893573
GE_ESR1,-0.159232967,2.027742427
GE_DPH1,0.159240383,2.027742427
GE_CYP2U1,0.159228009,2.027742427
GE_MYRFL,-0.159257467,2.027742427
GE_DENND5B,0.159274523,2.027742427
GE_MAPK7,0.159198255,2.027094415
GE_FCGR1A,-0.159110121,2.024356688
GE_PSMB2,0.159091661,2.024112705
GE_TECTA,0.159054907,2.023288711
GE_PEF1,0.159045374,2.023288711
GE_RAB24,0.159012286,2.022520585
GE_TTC6,-0.158984623,2.021946295
GE_FAT4,0.158927497,2.020318497
GE_ASTN2,0.158811918,2.018998448
GE_ARL14EP,0.15882126,2.018998448
GE_SPRR3,-0.158843525,2.018998448
GE_RND1,-0.158825206,2.018998448
GE_TPK1,0.15882004,2.018998448
GE_UGT1A3,-0.158817926,2.018998448
GE_TMEM225B,0.158809651,2.018998448
GE_LPAR2,-0.158754724,2.017448081
GE_CEACAM6,-0.158708361,2.016203726
GE_FOLR1,-0.158676796,2.015487594
GE_VTCN1,-0.158646666,2.0148225
GE_PER2,-0.158631999,2.014708975
GE_MAP4K4,0.158589973,2.014436846
GE_FKBP9,0.158609741,2.014436846
GE_PLEKHF2,-0.158595259,2.014436846
GE_PPP2R5B,0.158549139,2.01338855
GE_CCNH,0.158469854,2.01096922
GE_CEP85L,0.158429988,2.010306883
GE_MAF,0.158428416,2.010306883
GE_MIGA1,0.158411347,2.010105384
GE_MXRA7,0.158379788,2.009387174
GE_GRM8,0.158287052,2.006489709
GE_ZFP36,-0.158246008,2.005433874
GE_CCT6A,0.15817717,2.003388703
GE_RTN4,0.158137269,2.002373716
GE_SERINC1,0.158108411,2.001751521
GE_NRDC,0.158084005,2.001287476
GE_ACTA2,0.158017284,1.999318423
GE_RTL8C,0.157896891,1.995845589
GE_WNT7A,-0.157907856,1.995845589
GE_C3AR1,0.157878667,1.995600773
GE_RAB30,0.157863886,1.995477977
GE_ERCC4,0.157845013,1.995209455
GE_ZG16B,-0.157798814,1.993970215
GE_DNAAF2,-0.157785848,1.993910989
GE_ABL1,0.157760799,1.993422392
GE_ZBTB38,0.157725912,1.992584389
GE_LAYN,0.157674435,1.991157483
GE_WASHC4,0.15755835,1.987579697
GE_TERF2IP,0.157550397,1.987579697
GE_METTL15,0.157528554,1.987579697
GE_ZNF764,0.15753794,1.987579697
GE_KAT2B,0.157506065,1.987369643
GE_TCP11L1,0.157488958,1.987369643
GE_XKRX,-0.157496568,1.987369643
GE_IFT27,0.157446176,1.986647279
GE_PIGK,0.157451918,1.986647279
GE_SNAPC2,0.157418552,1.986460942
GE_SRARP,-0.157427211,1.986460942
GE_MARVELD1,0.157406534,1.986430828
GE_C5orf15,0.157357916,1.985361876
GE_PRXL2C,0.157354048,1.985361876
GE_SYCP2,-0.157324334,1.984704187
GE_FAM118B,0.157269924,1.983173403
GE_UMAD1,0.157258837,1.983173403
GE_OAZ2,0.157204426,1.981641172
GE_L2HGDH,-0.157148549,1.980842681
GE_VPS35L,0.15715497,1.980842681
GE_COL13A1,0.157169421,1.980842681
GE_FKBP7,0.157102166,1.980723769
GE_MTPN,0.157100902,1.980723769
GE_KDSR,0.157101135,1.980723769
GE_CHM,0.157107219,1.980723769
GE_PPP1R13B,-0.15705147,1.979366546
GE_CLASP1,0.157033663,1.979127358
GE_USP22,0.156951955,1.976629539
GE_SYNPO,0.156936284,1.976465488
GE_NHLRC4,0.156906675,1.975808785
GE_CLDND1,0.15685206,1.974657374
GE_TRIM49C,-0.156853415,1.974657374
GE_KCNE5,0.156779267,1.972475562
GE_TMEM222,0.156757328,1.972089124
GE_TULP3,0.156709756,1.971572056
GE_EVA1B,0.156714693,1.971572056
GE_TCEAL8,0.156731132,1.971572056
GE_PTAR1,0.156694906,1.971434637
GE_SYF2,0.156587903,1.968046812
GE_PLAA,0.15651844,1.965983965
GE_CCDC88C,-0.156489205,1.965724378
GE_NREP,0.156490048,1.965724378
GE_SGK1,0.156453137,1.964838365
GE_FRMD4A,0.156395457,1.963191073
GE_SNAP25,0.156334625,1.961433147
GE_AKAP10,0.156306851,1.960839212
GE_SLC35A5,0.156287999,1.960559131
GE_PTPRG,0.156219528,1.959680176
GE_FAM160B1,0.156232848,1.959680176
GE_RAB8B,0.156227157,1.959680176
GE_ARL4C,0.156236724,1.959680176
GE_PPM1F,0.156202377,1.959661783
GE_KLHL4,0.156197309,1.959661783
GE_DEF6,-0.156149993,1.958378649
GE_PLCD4,0.156065899,1.95618319
GE_LPAR5,-0.156076124,1.95618319
GE_TTC21B,0.156035944,1.955510487
GE_GALNT6,-0.155962415,1.953306675
GE_CERS5,0.155950662,1.953273264
GE_C11orf68,0.155907013,1.952493842
GE_CXCL17,-0.15590689,1.952493842
GE_MBTPS2,0.155819296,1.949796986
GE_SLC35B4,0.155787533,1.949060385
GE_HYI,0.155744807,1.947939001
GE_NCOA3,-0.15570768,1.947014055
GE_NDUFS4,0.155632036,1.944738501
GE_FAM114A1,0.155618488,1.944640357
GE_RHOQ,0.155584507,1.943825655
GE_SARS1,0.155539125,1.942987247
GE_BTN3A2,0.155544243,1.942987247
GE_FLI1,0.155492422,1.941759456
GE_GEM,0.155471952,1.941759456
GE_CST5,-0.155481793,1.941759456
GE_GPR87,-0.155429875,1.940673895
GE_KRT78,-0.155419575,1.940673895
GE_TK2,0.155315297,1.937397502
GE_ZNF428,0.155266888,1.936077259
GE_C8orf58,0.155231967,1.935228948
GE_PXK,0.15518914,1.934104091
GE_HJURP,0.155109069,1.931677442
GE_ADCY9,0.155070496,1.930701686
GE_OXGR1,-0.155055787,1.930559708
GE_NEK8,-0.155031657,1.930088296
GE_DEPDC1,0.154988431,1.928949699
GE_INPP5K,0.154963073,1.928435126
GE_GRID2IP,-0.154952049,1.9284209
GE_GRIK5,0.154773359,1.922827558
GE_ECM1,0.154770567,1.922827558
GE_SLC35F3,0.154753778,1.922611716
GE_FZD1,0.154737996,1.922430744
GE_GAPDH,0.154670226,1.920436872
GE_CAMTA2,0.15465061,1.92012191
GE_IL6ST,0.154621445,1.919473926
GE_HPS5,0.154376496,1.911311685
GE_AMZ2,0.154228138,1.906518996
GE_PLBD1,-0.15417549,1.905056344
GE_INPP5A,-0.154058786,1.9013686
GE_LYPD6B,-0.15395962,1.89829211
GE_BIK,-0.153933822,1.897908204
GE_SALL1,0.153927442,1.897908204
GE_ZNF462,0.153857427,1.895844743
GE_BAIAP2L1,-0.153765284,1.894474485
GE_SLC15A4,0.153774627,1.894474485
GE_KCNE4,0.153785274,1.894474485
GE_MICU3,0.153780341,1.894474485
GE_SENP3,0.153770015,1.894474485
GE_BANK1,-0.153650797,1.890870409
GE_FBXO44,0.153638348,1.890802963
GE_FGD2,-0.153572902,1.888899472
GE_APOL2,0.153553548,1.888592486
GE_CLCA4,-0.153442361,1.885106388
GE_EN2,0.153397675,1.884024738
GE_JAKMIP2,0.153390146,1.884024738
GE_CCDC188,0.153332795,1.882403057
GE_RHOJ,0.153288362,1.881228363
GE_ARL11,-0.153259942,1.88060731
GE_HSDL1,0.153227722,1.879854746
GE_STAP2,-0.153181583,1.878621179
GE_TRPA1,0.153161577,1.878290539
GE_FAM156A,0.153092928,1.876279583
GE_APH1B,0.153049056,1.875144773
GE_SEPTIN1,0.153039221,1.875144773
GE_ALG1L,-0.152982985,1.873563046
GE_CNPY4,0.152921214,1.871790704
GE_TMEM35B,0.152905679,1.871613591
GE_ZNF25,0.152877243,1.870991234
GE_TBC1D25,0.152859949,1.870752995
GE_OPN1SW,0.152808582,1.869339711
GE_CD320,0.152748412,1.867980595
GE_NLGN2,0.152754175,1.867980595
GE_BTRC,0.152716905,1.867251906
GE_RGS7,0.152695163,1.866859501
GE_TMC6,-0.152683265,1.866806025
GE_ARMCX1,0.152654351,1.866356377
GE_CLDN3,-0.152649542,1.866356377
GE_SMARCD2,-0.152606419,1.86522685
GE_TTC33,0.15257779,1.86459641
GE_P4HA1,0.152560546,1.864357706
GE_TFE3,0.152510572,1.863346716
GE_TSEN2,-0.152514299,1.863346716
GE_STOML1,0.152487574,1.863274935
GE_DHPS,0.152457114,1.863274935
GE_RRAGC,0.152476544,1.863274935
GE_SYNE4,-0.152459115,1.863274935
GE_ARHGEF38,-0.152485827,1.863274935
GE_MAD1L1,0.152399538,1.861647158
GE_FREM3,-0.152367056,1.860882573
GE_KANK2,0.152347509,1.860562584
GE_AGR3,-0.152281038,1.858629602
GE_IFT81,0.15224505,1.857744468
GE_PAK6,-0.152220061,1.857536078
GE_RAB28,0.152217771,1.857536078
GE_CHIC1,0.152208338,1.857536078
GE_MIS12,0.15218343,1.857030891
GE_RWDD3,0.152141536,1.855942292
GE_ERLIN1,0.152113671,1.855335388
GE_TEAD3,-0.152060403,1.853856436
GE_KCTD20,0.151973451,1.851222217
GE_ZNF174,0.151961441,1.851159226
GE_OGFRL1,0.151936627,1.850656891
GE_ADIRF,-0.151915087,1.850266635
GE_GNPNAT1,-0.151829621,1.847704889
GE_MPP6,0.151820056,1.847704889
GE_CHKA,-0.151808847,1.847694729
GE_ZDBF2,0.151799483,1.847694729
GE_CAPNS2,-0.151642577,1.84266769
GE_LGMN,-0.151619363,1.842219744
GE_SMARCD3,0.151577274,1.84176002
GE_TUBB,0.151587974,1.84176002
GE_APOBEC3D,0.151575585,1.84176002
GE_PMF1.BGLAP,0.151561483,1.84162311
GE_ARHGAP30,-0.151456797,1.838387521
GE_CDKN2AIPNL,0.151442155,1.838231955
GE_LEPROT,0.151431494,1.838212249
GE_ZSCAN30,0.151408194,1.837760193
GE_MOCS2,0.151358672,1.836411778
GE_POLH,0.151330705,1.835800047
GE_FBXO43,0.151306378,1.83531259
GE_NCKAP5L,0.151233898,1.833180339
GE_ADH5,0.151160011,1.831000859
GE_MPDU1,0.151139257,1.830635383
GE_PEX13,-0.151095607,1.829488435
GE_DCLK2,0.151044025,1.828071012
GE_P2RX6,0.150994819,1.82673493
GE_LCORL,0.150941742,1.825584347
GE_INSYN2B,0.150941029,1.825584347
GE_PPP1R13L,-0.150902319,1.824740317
GE_GNG12,0.150896248,1.824740317
GE_SLC22A4,0.150875846,1.824385819
GE_MAPKBP1,0.150794656,1.821960374
GE_PSEN1,-0.150766222,1.82133223
GE_PDE10A,0.150715274,1.819937528
GE_TTYH3,0.150700457,1.819772827
GE_A2ML1,-0.150620977,1.817407417
GE_TMPRSS11E,-0.150600107,1.817036552
GE_OR2AP1,-0.150570464,1.816367107
GE_JAM3,0.150555619,1.816200837
GE_SLC25A46,0.150544717,1.816168441
GE_SNRNP27,0.150453201,1.813395157
GE_MOSPD2,0.150419149,1.812575739
GE_RCN1,0.150370244,1.81129575
GE_CUEDC2,0.150361611,1.81129575
GE_WNT11,-0.150298624,1.809493548
GE_SLC2A3,0.150163245,1.806584932
GE_LCT,-0.150160888,1.806584932
GE_DSCC1,-0.15015351,1.806584932
GE_PTPN14,0.150180912,1.806584932
GE_TRIM68,0.150176617,1.806584932
GE_PRAMEF8,-0.150175802,1.806584932
GE_EID1,0.150050632,1.803430932
GE_BCKDK,0.150024766,1.802888964
GE_TM4SF18,0.149991087,1.802082077
GE_PPOX,0.149964505,1.801849852
GE_GRK5,0.14997125,1.801849852
GE_SLC16A5,-0.149932492,1.801099018
GE_VPS37C,-0.149922043,1.801078698
GE_WNT7B,-0.14990904,1.80097161
