x,rho,beta,p.val,n,ns,feature.set,feature,q.val,y,detected_count,neg_log10_qval
EXP_DNPEP,-0.177952950602721,-0.0386025109957598,8.01095080006463e-06,622,37,EXP,DNPEP,0.0912723971639337,temozolomide::O6-benzylguanine::0.1372::5,2,1.03966054307786
EXP_RUFY1,-0.175423236923744,-0.0398898225761511,1.08046637660768e-05,622,40,EXP,RUFY1,0.0912723971639337,temozolomide::O6-benzylguanine::0.1372::5,3,1.03966054307786
REP_SCH-900776,-0.181582285849448,-0.0251450249587008,0.000280950321635666,396,27,REP,SCH-900776,0.0973492864467583,temozolomide::O6-benzylguanine::0.1372::5,6,1.01166722743487
REP_GSK189254,0.159177370485283,0.0438489859810338,6.95937732748189e-05,619,23,REP,GSK189254,0.096456969758899,temozolomide::O6-benzylguanine::0.1372::5,4,1.01566638576537
REP_CBL0137,0.152211096650352,0.00717257300589601,0.000143831077298532,619,25,REP,CBL0137,0.0973492864467583,temozolomide::O6-benzylguanine::0.1372::5,7,1.01166722743487
REP_CHC,0.146079917849231,0.0408716109599425,0.000265671695509581,619,20,REP,CHC,0.0973492864467583,temozolomide::O6-benzylguanine::0.1372::5,6,1.01166722743487
XPR_IGF2BP3,-0.205707495357217,-0.288383593333677,3.76529336765458e-06,497,34,XPR,IGF2BP3,0.0553046289841104,temozolomide::O6-benzylguanine::0.4115::5,3,1.25723851683055
REP_XL888,-0.198897715183805,-0.0237976856791336,4.21650276674244e-05,418,41,REP,XL888,0.0012434197520649,temozolomide::O6-benzylguanine::1.235::5,7,2.90538223802572
REP_METOPROLOL,-0.123142626757381,-0.0425100980298176,0.0117450050080555,418,15,REP,METOPROLOL,0.0601674708857513,temozolomide::O6-benzylguanine::1.235::5,4,1.22063824350996
REP_MONENSIN,-0.14786181799085,-0.0189157416706637,0.00246981437604336,417,25,REP,MONENSIN,0.0201362513246829,temozolomide::O6-benzylguanine::1.235::5,6,1.69602137690736
REP_PROSCILLARIDIN-A,-0.190946678518316,-0.0256292166854493,8.55031233008538e-05,418,40,REP,PROSCILLARIDIN-A,0.00211557519231833,temozolomide::O6-benzylguanine::1.235::5,6,2.67457153425205
REP_LORAZEPAM,-0.14099895129645,-0.038143823752468,0.00451898308301631,404,19,REP,LORAZEPAM,0.0311178884890921,temozolomide::O6-benzylguanine::1.235::5,6,1.50698987982654
REP_IDRA-21,-0.167284007946582,-0.0440068850343387,0.00059448791487639,418,26,REP,IDRA-21,0.0072277214913919,temozolomide::O6-benzylguanine::1.235::5,5,2.14099859062716
REP_ISOXSUPRINE,-0.158963469045413,-0.0335194790878764,0.00111003333807891,418,28,REP,ISOXSUPRINE,0.0112299723107837,temozolomide::O6-benzylguanine::1.235::5,5,1.94962131455677
REP_ERASTIN,-0.116760357128307,-0.0160186545990802,0.0169312896697171,418,16,REP,ERASTIN,0.0771933140862761,temozolomide::O6-benzylguanine::1.235::5,4,1.11242031341012
REP_NARASIN,-0.132743290259071,-0.0173657781866978,0.00663597511147653,417,22,REP,NARASIN,0.0399274347939306,temozolomide::O6-benzylguanine::1.235::5,6,1.39872859089826
REP_EMETINE,-0.202804258575403,-0.0270963246084094,2.9483963203335e-05,418,38,REP,EMETINE,0.000972970785710055,temozolomide::O6-benzylguanine::1.235::5,5,3.01190019960358
REP_SALINOMYCIN,-0.144384745450561,-0.0206719983543675,0.00305460197321773,419,22,REP,SALINOMYCIN,0.0233904880380098,temozolomide::O6-benzylguanine::1.235::5,6,1.63096071662593
REP_PUROMYCIN,-0.141181131021148,-0.0144884503261293,0.00446676806153391,404,23,REP,PUROMYCIN,0.0310091509644527,temozolomide::O6-benzylguanine::1.235::5,6,1.50851012465274
REP_BRUCEANTIN,-0.131136267345559,-0.0164074430707472,0.00747399924949896,415,28,REP,BRUCEANTIN,0.0435250544529645,temozolomide::O6-benzylguanine::1.235::5,4,1.36126067687675
REP_BUPHENINE,-0.162090176307333,-0.0305366072769972,0.00107728550761464,404,30,REP,BUPHENINE,0.010978806717308,temozolomide::O6-benzylguanine::1.235::5,5,1.95944486063738
REP_OPROZOMIB,-0.166793281562687,-0.0215228211995919,0.000646026679825743,415,32,REP,OPROZOMIB,0.00758807608676677,temozolomide::O6-benzylguanine::1.235::5,5,2.11986832302622
REP_TEROXIRONE,-0.163050329715896,-0.0257530518659177,0.000819841840609458,418,25,REP,TEROXIRONE,0.00894725032350165,temozolomide::O6-benzylguanine::1.235::5,5,2.04831041192521
REP_ORNIDAZOLE,-0.116054499452172,-0.0354999553936631,0.0174770533412282,419,16,REP,ORNIDAZOLE,0.0776384484966097,temozolomide::O6-benzylguanine::1.235::5,2,1.10992315200719
REP_ECAMSULE-TRIETHANOLAMINE,-0.172095401249811,-0.0210949859373469,0.000512163942891672,404,29,REP,ECAMSULE-TRIETHANOLAMINE,0.00645326568043507,temozolomide::O6-benzylguanine::1.235::5,6,2.19022045465551
REP_MITOMYCIN-C,-0.137527337311068,-0.0141925316645346,0.00500764347732482,415,20,REP,MITOMYCIN-C,0.0335294389351314,temozolomide::O6-benzylguanine::1.235::5,7,1.47457371377712
REP_TERBUTALINE,-0.142196809104301,-0.0424491267142952,0.00361631754285771,417,23,REP,TERBUTALINE,0.0266607240127701,temozolomide::O6-benzylguanine::1.235::5,4,1.57412806083059
REP_HYPOESTOXIDE,-0.141363681154459,-0.026143797302313,0.00403895832234903,412,19,REP,HYPOESTOXIDE,0.0285612052794681,temozolomide::O6-benzylguanine::1.235::5,5,1.54422346933363
REP_KF-38789,-0.147880644124082,-0.0156658190410387,0.00252697524263838,415,24,REP,KF-38789,0.020481799335069,temozolomide::O6-benzylguanine::1.235::5,5,1.68863189305922
REP_K-STROPHANTHIDIN,-0.115090301481428,-0.0139330634618738,0.0190120795813309,415,18,REP,K-STROPHANTHIDIN,0.0813936910291486,temozolomide::O6-benzylguanine::1.235::5,5,1.08940925674979
REP_METHOTREXATE,-0.173994079383468,-0.0261151210974267,0.00034588833566304,419,31,REP,METHOTREXATE,0.00557443294452295,temozolomide::O6-benzylguanine::1.235::5,5,2.25379930434975
REP_BNTX,-0.217246670435614,-0.0252137536402644,7.39611465828725e-06,418,38,REP,BNTX,0.000366107675585219,temozolomide::O6-benzylguanine::1.235::5,7,3.43639116587574
REP_AMISULPRIDE,-0.133993364832406,-0.0391139409922938,0.00613688682022547,417,21,REP,AMISULPRIDE,0.0381422651696525,temozolomide::O6-benzylguanine::1.235::5,5,1.4185935189075
REP_SANGIVAMYCIN,-0.211477514560454,-0.0268815776890487,1.50103872617692e-05,412,42,REP,SANGIVAMYCIN,0.000650137398275378,temozolomide::O6-benzylguanine::1.235::5,6,3.1869948510387
REP_LANATOSIDE-C,-0.116544834116558,-0.014015733804557,0.0172709818060367,417,23,REP,LANATOSIDE-C,0.0772408630073922,temozolomide::O6-benzylguanine::1.235::5,5,1.11215288252011
REP_IXAZOMIB-CITRATE,-0.227896143369086,-0.0281670975355015,2.72594831993209e-06,415,48,REP,IXAZOMIB-CITRATE,0.00018145511001923,temozolomide::O6-benzylguanine::1.235::5,6,3.74123079697621
REP_K-858,-0.115115395539146,-0.0150748028251979,0.0186984554568454,417,19,REP,K-858,0.0813653428420274,temozolomide::O6-benzylguanine::1.235::5,5,1.08956054127232
REP_EVODIAMINE,-0.159628941524196,-0.0193572249380038,0.00107194978508501,417,28,REP,EVODIAMINE,0.010978806717308,temozolomide::O6-benzylguanine::1.235::5,6,1.95944486063738
REP_ECHINOMYCIN,-0.171029743397112,-0.0214095933004623,0.000489017520746926,412,31,REP,ECHINOMYCIN,0.00643678674175733,temozolomide::O6-benzylguanine::1.235::5,7,2.19133087931475
REP_SECNIDAZOLE,-0.160660851173313,-0.0301516455473998,0.00103654387896757,414,27,REP,SECNIDAZOLE,0.0108837107291595,temozolomide::O6-benzylguanine::1.235::5,5,1.96322300956035
REP_LASALOCID,-0.110929201633064,-0.020236487698156,0.0233191154153964,418,17,REP,LASALOCID,0.0942282622907855,temozolomide::O6-benzylguanine::1.235::5,3,1.02581881784375
REP_PERUVOSIDE,-0.241157877086362,-0.0311966569111815,6.64354399299977e-07,415,44,REP,PERUVOSIDE,9.20795197429768e-05,temozolomide::O6-benzylguanine::1.235::5,7,4.03583695451205
REP_NANCHANGMYCIN,-0.156432778639872,-0.0199345353913269,0.00133441819702199,418,26,REP,NANCHANGMYCIN,0.0130246733878344,temozolomide::O6-benzylguanine::1.235::5,6,1.88523315844224
REP_DIGOXIN,-0.187316081110542,-0.0226087646056308,0.000114785857789513,419,31,REP,DIGOXIN,0.00248583123275413,temozolomide::O6-benzylguanine::1.235::5,6,2.6045283596733
REP_ADAROTENE,-0.178262923940261,-0.0234499904739677,0.000249218830960488,418,35,REP,ADAROTENE,0.00442842691937482,temozolomide::O6-benzylguanine::1.235::5,7,2.35375051792174
REP_COLCHICINE,-0.134137644799123,-0.0142735876994369,0.00620536527702419,415,24,REP,COLCHICINE,0.038225050106469,temozolomide::O6-benzylguanine::1.235::5,5,1.41765193662987
REP_TROVAFLOXACIN,-0.137753150694304,-0.0218858171641513,0.00554639061796419,404,19,REP,TROVAFLOXACIN,0.0360905981056261,temozolomide::O6-benzylguanine::1.235::5,5,1.44260592060548
REP_9-AMINOACRIDINE,-0.132045463991074,-0.02101542199698,0.0070671925927681,415,19,REP,9-AMINOACRIDINE,0.04150478361685,temozolomide::O6-benzylguanine::1.235::5,5,1.38190184597041
REP_CHLORINDANOL,-0.114157800637855,-0.0322289332426188,0.021736511031668,404,10,REP,CHLORINDANOL,0.0892483233360839,temozolomide::O6-benzylguanine::1.235::5,5,1.04939993401383
REP_PANOBINOSTAT,-0.226737762781973,-0.0285627087764337,2.90716965499537e-06,417,55,REP,PANOBINOSTAT,0.00018145511001923,temozolomide::O6-benzylguanine::1.235::5,7,3.74123079697621
REP_NSC-663284,-0.168677883169327,-0.017133066018667,0.000559297206438201,415,31,REP,NSC-663284,0.00698365701012024,temozolomide::O6-benzylguanine::1.235::5,7,2.15591709837895
REP_NU6027,-0.145972504619803,-0.0441968504440602,0.0027112680906692,420,16,REP,NU6027,0.02135123621402,temozolomide::O6-benzylguanine::1.235::5,3,1.6705769747193
REP_ROQUINIMEX,-0.22878907879802,-0.0745525219229512,2.28500041274951e-06,418,35,REP,ROQUINIMEX,0.00017260832032036,temozolomide::O6-benzylguanine::1.235::5,6,3.76293827361428
REP_AZACITIDINE,-0.124065647536446,-0.0262061759740938,0.0111249968967311,418,17,REP,AZACITIDINE,0.0584062337078382,temozolomide::O6-benzylguanine::1.235::5,5,1.23354079808559
REP_IXABEPILONE,-0.115659992280523,-0.0144562224099986,0.0180039563724632,418,18,REP,IXABEPILONE,0.0797235895598531,temozolomide::O6-benzylguanine::1.235::5,6,1.09841315539377
REP_EPIRUBICIN,-0.194002803560667,-0.0223427142659646,6.2779666140377e-05,420,38,REP,EPIRUBICIN,0.00171633228870845,temozolomide::O6-benzylguanine::1.235::5,7,2.76539862722043
REP_4-PYRIMIDINECARBONITRILE,-0.156316839883157,-0.0238465347364658,0.00162384277094313,404,24,REP,4-PYRIMIDINECARBONITRILE,0.0144963491256165,temozolomide::O6-benzylguanine::1.235::5,6,1.8387413601265
REP_WP1066,-0.125724545465626,-0.0145973422997144,0.0122825536965831,396,21,REP,WP1066,0.0614571098320007,temozolomide::O6-benzylguanine::1.235::5,3,1.21142786733912
REP_RYUVIDINE,-0.110505371486758,-0.0126212223886309,0.0240252382728782,417,15,REP,RYUVIDINE,0.0954125508487368,temozolomide::O6-benzylguanine::1.235::5,3,1.02039449315933
REP_FOSBRETABULIN,-0.186975035452105,-0.0231728015366859,0.000122734293853076,417,38,REP,FOSBRETABULIN,0.00261707278892867,temozolomide::O6-benzylguanine::1.235::5,6,2.58218419811272
REP_CABAZITAXEL,-0.120446412687769,-0.0138461269595208,0.0137344194238488,418,20,REP,CABAZITAXEL,0.0663271962420015,temozolomide::O6-benzylguanine::1.235::5,5,1.17830836064468
REP_PF-04691502,-0.145476410359148,-0.0181646856816871,0.00287083177536568,418,25,REP,PF-04691502,0.0223537800036901,temozolomide::O6-benzylguanine::1.235::5,4,1.65064902752368
REP_SPARFLOXACIN,-0.275441839993242,-0.0452874833833718,2.51769088724617e-08,396,52,REP,SPARFLOXACIN,1.74475978486159e-05,temozolomide::O6-benzylguanine::1.235::5,6,4.75826435740986
REP_AMINOPURVALANOL-A,-0.127164347095957,-0.0256679033077108,0.00933499257689943,417,20,REP,AMINOPURVALANOL-A,0.0513424591729469,temozolomide::O6-benzylguanine::1.235::5,5,1.28952333356751
REP_DANUSERTIB,-0.164657668415415,-0.0213928954019837,0.000759286428570086,415,27,REP,DANUSERTIB,0.00848996537669975,temozolomide::O6-benzylguanine::1.235::5,5,2.07109408086781
REP_GSK2126458,-0.138944319468519,-0.0170494843901958,0.00447462495879548,417,24,REP,GSK2126458,0.0310091509644527,temozolomide::O6-benzylguanine::1.235::5,3,1.50851012465274
REP_GAMBOGIC-ACID,-0.150163327598686,-0.0170410060645704,0.0020813245049163,418,26,REP,GAMBOGIC-ACID,0.0174831258412969,temozolomide::O6-benzylguanine::1.235::5,6,1.75738091642352
REP_IRINOTECAN,-0.134279629667041,-0.0165706833742697,0.00687424783888027,404,23,REP,IRINOTECAN,0.0407166987379831,temozolomide::O6-benzylguanine::1.235::5,6,1.3902274413294
REP_TAS-103,-0.139509986111914,-0.0146269682347517,0.00496682415074057,404,25,REP,TAS-103,0.0334175644316817,temozolomide::O6-benzylguanine::1.235::5,5,1.47602520592156
REP_VS-4718,-0.117921764865258,-0.0217732801933535,0.0158601491335809,418,18,REP,VS-4718,0.0737656600642388,temozolomide::O6-benzylguanine::1.235::5,4,1.13214576711228
REP_CARMOFUR,-0.135454438213896,-0.0208652460423756,0.00694562428262755,396,22,REP,CARMOFUR,0.040964405343497,temozolomide::O6-benzylguanine::1.235::5,6,1.38759334515982
REP_JNJ-7706621,-0.111243811536252,-0.0144259010779539,0.0234261671660572,415,16,REP,JNJ-7706621,0.0943856618958003,temozolomide::O6-benzylguanine::1.235::5,6,1.02509397426633
REP_ER-27319,-0.230973958508738,-0.0294212932629381,2.15586852885678e-06,412,45,REP,ER-27319,0.00017260832032036,temozolomide::O6-benzylguanine::1.235::5,6,3.76293827361428
REP_VINCRISTINE,-0.155338054302781,-0.0159960899037873,0.00146309021082716,417,30,REP,VINCRISTINE,0.0136096847799091,temozolomide::O6-benzylguanine::1.235::5,6,1.86615193357194
REP_NOCODAZOLE,-0.234533060408471,-0.0266306868423539,1.2081207764298e-06,419,46,REP,NOCODAZOLE,0.000119707352964532,temozolomide::O6-benzylguanine::1.235::5,6,3.92187917245203
REP_PCI-24781,-0.122260013909646,-0.0122912555049109,0.0139319565440939,404,17,REP,PCI-24781,0.0665851440348763,temozolomide::O6-benzylguanine::1.235::5,5,1.17662265646586
REP_DAPIVIRINE,-0.129612357149978,-0.0306888967607865,0.00820294743076693,415,17,REP,DAPIVIRINE,0.0469805171034833,temozolomide::O6-benzylguanine::1.235::5,6,1.32808220735506
REP_CICLOPIROX,-0.197370662122618,-0.0261122020336452,4.7399364296684e-05,419,31,REP,CICLOPIROX,0.00136865664406675,temozolomide::O6-benzylguanine::1.235::5,7,2.86370548998887
REP_ACIVICIN,-0.163962417626977,-0.0219518344783236,0.000799951663407935,415,30,REP,ACIVICIN,0.00879946829748729,temozolomide::O6-benzylguanine::1.235::5,6,2.0555435690366
REP_AR-42,-0.117215783971784,-0.0110646991111174,0.016246089393205,420,18,REP,AR-42,0.0748075744152229,temozolomide::O6-benzylguanine::1.235::5,5,1.12605442673188
REP_NSC-3852,-0.117681334506252,-0.0136877894390194,0.0162049344575373,417,20,REP,NSC-3852,0.0748075744152229,temozolomide::O6-benzylguanine::1.235::5,6,1.12605442673188
REP_AT-7519,-0.130818507455567,-0.0147406804746814,0.00784444727923497,412,21,REP,AT-7519,0.0454912298285342,temozolomide::O6-benzylguanine::1.235::5,6,1.34207232211649
REP_MIDOSTAURIN,-0.112041027507302,-0.0140791145496392,0.0224447043119743,415,16,REP,MIDOSTAURIN,0.0912268626873793,temozolomide::O6-benzylguanine::1.235::5,5,1.03987726036571
REP_DINACICLIB,-0.225867078252285,-0.0276074002073872,3.01115983437396e-06,419,44,REP,DINACICLIB,0.00018145511001923,temozolomide::O6-benzylguanine::1.235::5,5,3.74123079697621
REP_BITOPERTIN,-0.109149674685759,-0.012431620673048,0.0254671105409169,419,19,REP,BITOPERTIN,0.09971021245681,temozolomide::O6-benzylguanine::1.235::5,5,1.00126035837339
REP_GIVINOSTAT,-0.146284123822738,-0.0157495465515134,0.00265424163848246,420,25,REP,GIVINOSTAT,0.0211424075341189,temozolomide::O6-benzylguanine::1.235::5,5,1.67484556011046
REP_TENOVIN-6,-0.131926169975998,-0.0251627894661182,0.00677987112014845,420,20,REP,TENOVIN-6,0.0403300488091234,temozolomide::O6-benzylguanine::1.235::5,5,1.39437125239059
REP_TG-02,-0.157692832656388,-0.0175925459130441,0.00121794528248955,418,26,REP,TG-02,0.0120576582966466,temozolomide::O6-benzylguanine::1.235::5,7,1.91873702781712
REP_BAY-11-7082,-0.189259227814,-0.0291402810705071,0.000100915875815986,417,33,REP,BAY-11-7082,0.0022929410472288,temozolomide::O6-benzylguanine::1.235::5,7,2.63960711107571
REP_CARFILZOMIB,-0.172325931335255,-0.0224310854801093,0.000503218249093075,404,29,REP,CARFILZOMIB,0.00643678674175733,temozolomide::O6-benzylguanine::1.235::5,6,2.19133087931475
REP_PENFLURIDOL,-0.115932879626514,-0.0220826230737317,0.0197604040400672,404,17,REP,PENFLURIDOL,0.0829936969682823,temozolomide::O6-benzylguanine::1.235::5,2,1.08095488926053
REP_OBATOCLAX,-0.177348393540557,-0.0211170509717276,0.000273086331165557,417,36,REP,OBATOCLAX,0.00473122068744327,temozolomide::O6-benzylguanine::1.235::5,6,2.32502679384459
REP_MAYTANSINOL-ISOBUTYRATE,-0.122562898985478,-0.0120599844906304,0.0121498538904175,418,20,REP,MAYTANSINOL-ISOBUTYRATE,0.061235263607704,temozolomide::O6-benzylguanine::1.235::5,6,1.21299840825117
REP_MOCETINOSTAT,-0.135465108229731,-0.014566856468246,0.00570866614330541,415,25,REP,MOCETINOSTAT,0.0368009826726572,temozolomide::O6-benzylguanine::1.235::5,5,1.43414058448913
REP_FDCYD,-0.127297987276734,-0.0177958640060603,0.00917597244808613,418,17,REP,FDCYD,0.0508715912521895,temozolomide::O6-benzylguanine::1.235::5,5,1.29352467752027
REP_DIGITOXIGENIN,-0.188564617896912,-0.0219168468004859,0.000107131025566785,417,34,REP,DIGITOXIGENIN,0.0023948967973478,temozolomide::O6-benzylguanine::1.235::5,6,2.62071319678306
REP_DIGOXIGENIN,-0.228722645662824,-0.0291781072418794,2.36620352531518e-06,417,48,REP,DIGOXIGENIN,0.00017260832032036,temozolomide::O6-benzylguanine::1.235::5,6,3.76293827361428
REP_LY2801653,-0.136908394908585,-0.0183111778599078,0.00520942541357509,415,19,REP,LY2801653,0.0346302294321962,temozolomide::O6-benzylguanine::1.235::5,5,1.4605446311532
REP_BARDOXOLONE,-0.197315499054879,-0.0228686936272474,5.17990939010792e-05,415,36,REP,BARDOXOLONE,0.00146517437034481,temozolomide::O6-benzylguanine::1.235::5,7,2.8341106868647
REP_NSC-697923,-0.228337452408529,-0.0261697156895291,2.26535418969901e-06,420,47,REP,NSC-697923,0.00017260832032036,temozolomide::O6-benzylguanine::1.235::5,6,3.76293827361428
REP_TH-302,-0.141790563468978,-0.01608075424025,0.00379862161199407,415,21,REP,TH-302,0.0274776983077317,temozolomide::O6-benzylguanine::1.235::5,6,1.56101964912765
REP_NVP-TAE226,-0.116995219173303,-0.0159769681954072,0.0171079846577549,415,18,REP,NVP-TAE226,0.0772408630073922,temozolomide::O6-benzylguanine::1.235::5,5,1.11215288252011
REP_SELINEXOR,-0.151885491778741,-0.0166501259617166,0.00182182765161581,419,26,REP,SELINEXOR,0.0155867476860464,temozolomide::O6-benzylguanine::1.235::5,5,1.80724449477617
REP_MITOXANTRONE,-0.183692161528189,-0.0232338148910178,0.000167971885302592,415,34,REP,MITOXANTRONE,0.00327900046520272,temozolomide::O6-benzylguanine::1.235::5,5,2.48425852171583
REP_CYT-997,-0.199928429996102,-0.0248108741756104,3.75767304392375e-05,419,35,REP,CYT-997,0.00115736329752851,temozolomide::O6-benzylguanine::1.235::5,5,2.93653029416322
REP_VORELOXIN,-0.185405496380686,-0.0229119936975155,0.000135104901767476,419,31,REP,VORELOXIN,0.00275375579190768,temozolomide::O6-benzylguanine::1.235::5,5,2.56007457639918
REP_AT-9283,-0.172686091897526,-0.0193879928492887,0.000409544205112316,415,35,REP,AT-9283,0.00623767327786451,temozolomide::O6-benzylguanine::1.235::5,5,2.20497737682745
REP_AZD3463,-0.117920679729756,-0.0121928972956527,0.0189065084789296,396,16,REP,AZD3463,0.0813936910291486,temozolomide::O6-benzylguanine::1.235::5,7,1.08940925674979
REP_MK-8745,-0.151486131284804,-0.0212312398318648,0.00235317018327649,401,22,REP,MK-8745,0.019413654012031,temozolomide::O6-benzylguanine::1.235::5,4,1.71189271459058
REP_LY2784544,-0.130821264708491,-0.0196814809628416,0.00733198128629146,419,20,REP,LY2784544,0.0428781690413501,temozolomide::O6-benzylguanine::1.235::5,7,1.36776376790987
REP_BIX-01294,-0.133523085816935,-0.0277037340886358,0.00601263681147002,422,27,REP,BIX-01294,0.0377082109533821,temozolomide::O6-benzylguanine::1.235::5,5,1.42356407198328
REP_D-64131,-0.133405651602767,-0.0130454529635379,0.00617947093666635,420,23,REP,D-64131,0.038225050106469,temozolomide::O6-benzylguanine::1.235::5,5,1.41765193662987
REP_TW-37,-0.11960065833743,-0.013821689253951,0.0172632817031792,396,14,REP,TW-37,0.0772408630073922,temozolomide::O6-benzylguanine::1.235::5,6,1.11215288252011
REP_BENZYDAMINE,-0.156035378765153,-0.0448189074094718,0.0014879132597197,412,26,REP,BENZYDAMINE,0.0136572700527914,temozolomide::O6-benzylguanine::1.235::5,1,1.86463610296015
REP_CD-437,-0.19074686369781,-0.0188907635794441,8.70041745758619e-05,418,32,REP,CD-437,0.00211557519231833,temozolomide::O6-benzylguanine::1.235::5,6,2.67457153425205
REP_BGT226,-0.218090526965696,-0.028135999672324,6.46399546274044e-06,420,41,REP,BGT226,0.000331818433754009,temozolomide::O6-benzylguanine::1.235::5,7,3.47909949096003
REP_CHLORAMBUCIL,-0.141554186742466,-0.0354345767328132,0.00385801619454082,415,20,REP,CHLORAMBUCIL,0.0275629404414102,temozolomide::O6-benzylguanine::1.235::5,5,1.55967445333337
REP_MK-8245,-0.11044870233508,-0.020810463168869,0.0239281985671297,418,18,REP,MK-8245,0.0954125508487368,temozolomide::O6-benzylguanine::1.235::5,4,1.02039449315933
REP_KX2-391,-0.170084706701959,-0.0191546133296039,0.000501740248810458,415,29,REP,KX2-391,0.00643678674175733,temozolomide::O6-benzylguanine::1.235::5,5,2.19133087931475
REP_DOCETAXEL,-0.207679613973476,-0.0263527419472655,1.78393586482303e-05,420,39,REP,DOCETAXEL,0.00073346340028081,temozolomide::O6-benzylguanine::1.235::5,6,3.1346215525128
REP_ICOTINIB,-0.109823208909926,-0.0238756327584567,0.0247416374949267,418,19,REP,ICOTINIB,0.0974201976362738,temozolomide::O6-benzylguanine::1.235::5,3,1.0113509937105
REP_ADAPALENE,-0.145269479250897,-0.0327111349949276,0.00301516323450782,415,20,REP,ADAPALENE,0.0232167569057102,temozolomide::O6-benzylguanine::1.235::5,6,1.63419844593775
REP_OUABAIN,-0.170106491077649,-0.0208425186753793,0.00048536699693143,417,33,REP,OUABAIN,0.00643678674175733,temozolomide::O6-benzylguanine::1.235::5,4,2.19133087931475
REP_CYCLOHEXIMIDE,-0.155588978748208,-0.020129723343179,0.00143702173117547,417,20,REP,CYCLOHEXIMIDE,0.0135355313996235,temozolomide::O6-benzylguanine::1.235::5,6,1.86852468932873
REP_BROXALDINE,-0.12262981149346,-0.0200628543125636,0.0136437943618278,404,18,REP,BROXALDINE,0.0661199265227038,temozolomide::O6-benzylguanine::1.235::5,6,1.1796676377201
REP_PU-H71,-0.12921333951849,-0.0147871985256983,0.00801786243757577,420,24,REP,PU-H71,0.0463031555770001,temozolomide::O6-benzylguanine::1.235::5,5,1.33438941064557
REP_FILANESIB,-0.243737223615209,-0.029627772650611,4.99953348569331e-07,415,51,REP,FILANESIB,8.66169176396366e-05,temozolomide::O6-benzylguanine::1.235::5,7,4.06239727518844
REP_PF-03758309,-0.114662517509901,-0.0138232547697188,0.0190270966042166,418,18,REP,PF-03758309,0.0813936910291486,temozolomide::O6-benzylguanine::1.235::5,5,1.08940925674979
REP_ETOPOSIDE,-0.16406542210868,-0.0182659334129696,0.000759564001955822,418,27,REP,ETOPOSIDE,0.00848996537669975,temozolomide::O6-benzylguanine::1.235::5,5,2.07109408086781
REP_LY2183240,-0.132951952928078,-0.0153579531326814,0.00655021848676446,417,25,REP,LY2183240,0.0398184334326998,temozolomide::O6-benzylguanine::1.235::5,5,1.39991583031859
REP_CAMPTOTHECIN,-0.133498802231179,-0.0158518720605127,0.0066545724656551,412,24,REP,CAMPTOTHECIN,0.0399274347939306,temozolomide::O6-benzylguanine::1.235::5,5,1.39872859089826
REP_UPROSERTIB,-0.1339871248408,-0.0140123662915126,0.0060778596318971,418,24,REP,UPROSERTIB,0.0379455560802224,temozolomide::O6-benzylguanine::1.235::5,5,1.4208390783415
REP_VER-49009,-0.185867754834844,-0.0214145779906961,0.000132346193549445,418,28,REP,VER-49009,0.00273778842178404,temozolomide::O6-benzylguanine::1.235::5,6,2.56260011748842
REP_STF-118804,-0.171468423386429,-0.020644119420356,0.000436362007806449,417,33,REP,STF-118804,0.00629997648770561,temozolomide::O6-benzylguanine::1.235::5,7,2.20066107138432
REP_TRIPTOLIDE,-0.189315564820517,-0.0242785532087198,9.85042166208049e-05,418,38,REP,TRIPTOLIDE,0.00227544740394059,temozolomide::O6-benzylguanine::1.235::5,5,2.64293319858535
REP_LENVATINIB,0.223978757404916,0.0615671097703012,4.41307241244167e-06,412,26,REP,LENVATINIB,0.000254854931818506,temozolomide::O6-benzylguanine::1.235::5,4,3.59370695775572
REP_TORIN-1,-0.113846983032848,-0.0149754836389628,0.0197527675464752,419,19,REP,TORIN-1,0.0829936969682823,temozolomide::O6-benzylguanine::1.235::5,5,1.08095488926053
REP_CR8-(R),-0.156193019440674,-0.0174967344770952,0.00135770760835816,418,31,REP,CR8-(R),0.0131593198963945,temozolomide::O6-benzylguanine::1.235::5,5,1.88076655546944
REP_GW-441756,-0.190229665203058,-0.0531150170563521,9.10055065166301e-05,418,36,REP,GW-441756,0.00213785817003473,temozolomide::O6-benzylguanine::1.235::5,5,2.67002111017235
REP_ZM-306416,-0.178121024291748,-0.0302693299261259,0.000247822500299978,419,31,REP,ZM-306416,0.00442842691937482,temozolomide::O6-benzylguanine::1.235::5,4,2.35375051792174
REP_NVP-AUY922,-0.132717381089901,-0.0153274008548966,0.00664669321445872,417,26,REP,NVP-AUY922,0.0399274347939306,temozolomide::O6-benzylguanine::1.235::5,6,1.39872859089826
REP_AZ20,-0.142964174247197,-0.0164179677562977,0.00332197229811397,420,24,REP,AZ20,0.0250231174194889,temozolomide::O6-benzylguanine::1.235::5,6,1.6016585861796
REP_SATRAPLATIN,-0.154733287875871,-0.0214017167185572,0.00163162371110835,412,23,REP,SATRAPLATIN,0.0144963491256165,temozolomide::O6-benzylguanine::1.235::5,6,1.8387413601265
REP_DAUNORUBICIN,-0.204832265530259,-0.028930171149006,2.3876237754013e-05,419,37,REP,DAUNORUBICIN,0.000870854355975317,temozolomide::O6-benzylguanine::1.235::5,6,3.06005447149658
