"","ccle_name","GE_MCL1","GE_BCL2L1","XPR_MCL1","XPR_BCL2L1","pert1","pert2","dose1","dose2","anchor.fitted","library.fitted","combination.fitted"
"20162","HDMB03_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,NA,"AZD5991","A-1331852",0.0137,0.004556,0.750929956523197,0.984938003716824,0.832625553465702
"20163","HDMB03_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,NA,"AZD5991","A-1331852",0.04111,0.004556,0.750929956523197,0.957145243442403,0.647919936705102
"20164","HDMB03_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,NA,"AZD5991","A-1331852",0.1233,0.004556,0.750929956523197,0.884151871523626,0.114476540243566
"20165","HDMB03_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,NA,"AZD5991","A-1331852",0.37,0.004556,0.750929956523197,0.72273259661367,0.00040663867554001
"20166","HDMB03_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,NA,"AZD5991","A-1331852",0.004568,0.01367,0.688591390580033,0.99480136050258,0.747476092304315
"20167","HDMB03_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,NA,"AZD5991","A-1331852",0.0137,0.01367,0.688591390580033,0.984938003716824,0.610938480233181
"20168","HDMB03_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,NA,"AZD5991","A-1331852",0.04111,0.01367,0.688591390580033,0.957145243442403,0.311521133908857
"20169","HDMB03_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,NA,"AZD5991","A-1331852",0.1233,0.01367,0.688591390580033,0.884151871523626,0.128035687851863
"20170","HDMB03_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,NA,"AZD5991","A-1331852",0.37,0.01367,0.688591390580033,0.72273259661367,0.0360311594764743
"20171","HDMB03_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,NA,"AZD5991","A-1331852",0.004568,0.041,0.618601413486943,0.99480136050258,0.789738161251686
"20172","HDMB03_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,NA,"AZD5991","A-1331852",0.0137,0.041,0.618601413486943,0.984938003716824,0.517652696657501
"20173","HDMB03_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,NA,"AZD5991","A-1331852",0.04111,0.041,0.618601413486943,0.957145243442403,0.0120747967322839
"20174","HDMB03_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,NA,"AZD5991","A-1331852",0.1233,0.041,0.618601413486943,0.884151871523626,0.0140670412691964
"20175","HDMB03_CENTRAL_NERVOUS_SYSTEM",NA,NA,NA,NA,"AZD5991","A-1331852",0.37,0.041,0.618601413486943,0.72273259661367,3.00674089957476e-20
"20176","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.004568,0.000506,0.884533928007231,0.79523909365811,0.910576002510344
"20177","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.0137,0.000506,0.884533928007231,0.999999993352009,0.982781656950104
"20178","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.04111,0.000506,0.884533928007231,1,0.983910706353388
"20179","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.1233,0.000506,0.884533928007231,1,0.918357365104427
"20180","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.37,0.000506,0.884533928007231,1,0.606036608548812
"20181","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.004568,0.001519,0.852573384963601,0.79523909365811,0.886922334272907
"20182","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.0137,0.001519,0.852573384963601,0.999999993352009,0.967942435118412
"20183","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.04111,0.001519,0.852573384963601,1,0.968049775718613
"20184","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.1233,0.001519,0.852573384963601,1,0.843026229367097
"20185","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.37,0.001519,0.852573384963601,1,0.372538624899989
"20186","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.004568,0.004556,0.813664294762942,0.79523909365811,0.858187613266545
"20187","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.0137,0.004556,0.813664294762942,0.999999993352009,0.93697180185531
"20188","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.04111,0.004556,0.813664294762942,1,0.921907697460498
"20189","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.1233,0.004556,0.813664294762942,1,0.727808897295201
"20190","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.37,0.004556,0.813664294762942,1,0.254921597843409
"20191","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.004568,0.01367,0.767272466612514,0.79523909365811,0.827794035043524
"20192","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.0137,0.01367,0.767272466612514,0.999999993352009,0.899816762300788
"20193","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.04111,0.01367,0.767272466612514,1,0.900295046056515
"20194","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.1233,0.01367,0.767272466612514,1,0.587576214768972
"20195","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.37,0.01367,0.767272466612514,1,0.0599932802158647
"20196","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.004568,0.041,0.713419273525286,0.79523909365811,0.778406925091695
"20197","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.0137,0.041,0.713419273525286,0.999999993352009,0.778343447527602
"20198","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.04111,0.041,0.713419273525286,1,0.649908207791547
"20199","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,NA,NA,NA,"AZD5991","A-1331852",0.1233,0.041,0.713419273525286,1,0.344500934209388
