ccle_name,DepMap_ID,pert1,pert2,dose1,dose2,capped_library,capped_anchor,capped_combination,library,anchor,combination,S,LS,BLISS.NULL,HSA.NULL,EXP_MGMT,EXP_MSH6,RPPA_MSH2_MSH2,RPPA_MSH6_Caution_MSH6,synergy_count_across_doses
MS751_CERVIX,ACH-001360,temozolomide,O6-benzylguanine,33.33,5,0.82506306941018,1,0.923098759351814,0.82506306941018,1.16707062820594,0.923098759351814,-0.0980356899416344,-0.161980599444917,0.82506306941018,0.82506306941018,4.98048235553826,5.48381577726426,NA,NA,2
MSTO211H_PLEURA,ACH-000335,temozolomide,O6-benzylguanine,0.1372,5,1,1,1,1.02546692007093,1.15370821891811,1.16869393630079,0,0,1,1,3.98276546258365,5.72437742160622,0.62714,0.643153,4
MSTO211H_PLEURA,ACH-000335,temozolomide,O6-benzylguanine,0.4115,5,1,1,0.796797818233839,1.08608808277272,1.15370821891811,0.796797818233839,0.203202181766161,0.327714397817124,1,1,3.98276546258365,5.72437742160622,0.62714,0.643153,4
MSTO211H_PLEURA,ACH-000335,temozolomide,O6-benzylguanine,1.235,5,1,1,0.947849986219535,1.31452554839261,1.15370821891811,0.947849986219535,0.052150013780465,0.0772693493320604,1,1,3.98276546258365,5.72437742160622,0.62714,0.643153,4
MSTO211H_PLEURA,ACH-000335,temozolomide,O6-benzylguanine,100,5,0.981173976607535,1,0.20694176209869,0.981173976607535,1.15370821891811,0.20694176209869,0.774232214508845,2.24528415106077,0.981173976607535,0.981173976607535,3.98276546258365,5.72437742160622,0.62714,0.643153,4
MSTO211H_PLEURA,ACH-000335,temozolomide,O6-benzylguanine,11.11,5,1,1,0.615466991898664,1.00450543030053,1.15370821891811,0.615466991898664,0.384533008101336,0.700246609259764,1,1,3.98276546258365,5.72437742160622,0.62714,0.643153,4
MSTO211H_PLEURA,ACH-000335,temozolomide,O6-benzylguanine,3.704,5,0.755678447315354,1,1,0.755678447315354,1.15370821891811,1.06009746890725,-0.244321552684646,-0.404155618573696,0.755678447315354,0.755678447315354,3.98276546258365,5.72437742160622,0.62714,0.643153,4
MSTO211H_PLEURA,ACH-000335,temozolomide,O6-benzylguanine,33.33,5,0.991085571709798,1,0.291953486659351,0.991085571709798,1.15370821891811,0.291953486659351,0.699132085050447,1.76327108644779,0.991085571709798,0.991085571709798,3.98276546258365,5.72437742160622,0.62714,0.643153,4
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000938,temozolomide,O6-benzylguanine,0.1372,5,0.850225146129277,0.912471662818961,1,0.850225146129277,0.912471662818961,1.04090180103748,-0.149774853870723,-0.234083166350735,0.775806352859075,0.850225146129277,4.58074849176377,6.19593810042783,-0.816386,-1.01782,0
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000938,temozolomide,O6-benzylguanine,0.4115,5,0.815637113573277,0.912471662818961,0.667037680498379,0.815637113573277,0.912471662818961,0.667037680498379,0.0772080727806866,0.158010823803591,0.744245753279065,0.815637113573277,4.58074849176377,6.19593810042783,-0.816386,-1.01782,0
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000938,temozolomide,O6-benzylguanine,1.235,5,1,0.912471662818961,1,1.02466865337937,0.912471662818961,1.5626420887547,-0.0875283371810394,-0.132148338796774,0.912471662818961,0.912471662818961,4.58074849176377,6.19593810042783,-0.816386,-1.01782,0
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000938,temozolomide,O6-benzylguanine,100,5,1,0.912471662818961,1,1.04992378742084,0.912471662818961,1.38450280890361,-0.0875283371810394,-0.132148338796774,0.912471662818961,0.912471662818961,4.58074849176377,6.19593810042783,-0.816386,-1.01782,0
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000938,temozolomide,O6-benzylguanine,11.11,5,0.958050393468865,0.912471662818961,1,0.958050393468865,0.912471662818961,1.17892101750922,-0.0875283371810394,-0.132148338796774,0.874193835592895,0.912471662818961,4.58074849176377,6.19593810042783,-0.816386,-1.01782,0
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000938,temozolomide,O6-benzylguanine,3.704,5,0.890254000572235,0.912471662818961,0.885033483743191,0.890254000572235,0.912471662818961,0.885033483743191,0,0,0.81233154823338,0.890254000572235,4.58074849176377,6.19593810042783,-0.816386,-1.01782,0
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000938,temozolomide,O6-benzylguanine,33.33,5,0.894191057398271,0.912471662818961,1,0.894191057398271,0.912471662818961,1.54387268641048,-0.105808942601729,-0.161344977000186,0.815924001022045,0.894191057398271,4.58074849176377,6.19593810042783,-0.816386,-1.01782,0
NB1_AUTONOMIC_GANGLIA,ACH-000804,temozolomide,O6-benzylguanine,0.1372,5,0.979299101906265,1,1,0.979299101906265,1.28015018316876,1.48579309484773,-0.020700898093735,-0.0301785333904758,0.979299101906265,0.979299101906265,3.87085786436376,5.75301612873584,0.388263,0.338253,4
NB1_AUTONOMIC_GANGLIA,ACH-000804,temozolomide,O6-benzylguanine,0.4115,5,1,1,0.908740094912273,1.37771634926446,1.28015018316876,0.908740094912273,0.0912599050877271,0.138060360860712,1,1,3.87085786436376,5.75301612873584,0.388263,0.338253,4
NB1_AUTONOMIC_GANGLIA,ACH-000804,temozolomide,O6-benzylguanine,1.235,5,0.853532144178087,1,1,0.853532144178087,1.28015018316876,1.33402409720336,-0.146467855821913,-0.228482608449725,0.853532144178087,0.853532144178087,3.87085786436376,5.75301612873584,0.388263,0.338253,4
NB1_AUTONOMIC_GANGLIA,ACH-000804,temozolomide,O6-benzylguanine,100,5,0.77163785668985,1,0.201691559723802,0.77163785668985,1.28015018316876,0.201691559723802,0.569946296966048,1.93577321188288,0.77163785668985,0.77163785668985,3.87085786436376,5.75301612873584,0.388263,0.338253,4
NB1_AUTONOMIC_GANGLIA,ACH-000804,temozolomide,O6-benzylguanine,11.11,5,1,1,0.393636584979912,1.1261714690163,1.28015018316876,0.393636584979912,0.606363415020088,1.34506378245143,1,1,3.87085786436376,5.75301612873584,0.388263,0.338253,4
NB1_AUTONOMIC_GANGLIA,ACH-000804,temozolomide,O6-benzylguanine,3.704,5,0.910741510732812,1,0.962539678150439,0.910741510732812,1.28015018316876,0.962539678150439,-0.0517981674176263,-0.0798043709237717,0.910741510732812,0.910741510732812,3.87085786436376,5.75301612873584,0.388263,0.338253,4
NB1_AUTONOMIC_GANGLIA,ACH-000804,temozolomide,O6-benzylguanine,33.33,5,0.706114428036626,1,0.241394597661009,0.706114428036626,1.28015018316876,0.241394597661009,0.464719830375618,1.54850860628497,0.706114428036626,0.706114428036626,3.87085786436376,5.75301612873584,0.388263,0.338253,4
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000294,temozolomide,O6-benzylguanine,0.1372,5,1,1,1,1.35472928922317,1.1493270316163,1.2777396063298,0,0,1,1,3.95512678126137,6.04264433740849,0.608993,0.949195,4
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000294,temozolomide,O6-benzylguanine,0.4115,5,1,1,0.86197119630588,1.0461059636853,1.1493270316163,0.86197119630588,0.13802880369412,0.214288433973174,1,1,3.95512678126137,6.04264433740849,0.608993,0.949195,4
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000294,temozolomide,O6-benzylguanine,1.235,5,1,1,1,1.01544546354991,1.1493270316163,1.26618704248235,0,0,1,1,3.95512678126137,6.04264433740849,0.608993,0.949195,4
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000294,temozolomide,O6-benzylguanine,100,5,1,1,0.0897237356371711,1.07549460391499,1.1493270316163,0.0897237356371711,0.910276264362829,3.47836650166188,1,1,3.95512678126137,6.04264433740849,0.608993,0.949195,4
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000294,temozolomide,O6-benzylguanine,11.11,5,1,1,0.583842591529667,1.1210662667776,1.1493270316163,0.583842591529667,0.416157408470333,0.776348635079547,1,1,3.95512678126137,6.04264433740849,0.608993,0.949195,4
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000294,temozolomide,O6-benzylguanine,3.704,5,1,1,1,1.11824468131212,1.1493270316163,1.13183203375998,0,0,1,1,3.95512678126137,6.04264433740849,0.608993,0.949195,4
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000294,temozolomide,O6-benzylguanine,33.33,5,1,1,0.139427361637759,1.12578585461543,1.1493270316163,0.139427361637759,0.860572638362242,2.84241438715624,1,1,3.95512678126137,6.04264433740849,0.608993,0.949195,4
NCCIT_TESTIS,ACH-001578,temozolomide,O6-benzylguanine,0.1372,5,0.434727887592863,1,1,0.434727887592863,1.60948329200134,1.25862152791061,-0.565272112407137,-1.20181544808336,0.434727887592863,0.434727887592863,4.17472598770613,6.3741700760685,NA,NA,3
NCCIT_TESTIS,ACH-001578,temozolomide,O6-benzylguanine,0.4115,5,0.391766578397849,1,1,0.391766578397849,1.60948329200134,2.04004786959088,-0.608233421602151,-1.35193376832915,0.391766578397849,0.391766578397849,4.17472598770613,6.3741700760685,NA,NA,3
NCCIT_TESTIS,ACH-001578,temozolomide,O6-benzylguanine,1.235,5,1,1,0.713575795439725,1.22988367839658,1.60948329200134,0.713575795439725,0.286424204560275,0.486861415155084,1,1,4.17472598770613,6.3741700760685,NA,NA,3
NCCIT_TESTIS,ACH-001578,temozolomide,O6-benzylguanine,100,5,1,1,0.87093625778396,2.30315197442578,1.60948329200134,0.87093625778396,0.12906374221604,0.199360960384814,1,1,4.17472598770613,6.3741700760685,NA,NA,3
NCCIT_TESTIS,ACH-001578,temozolomide,O6-benzylguanine,11.11,5,0.698173211052469,1,0.282038301756919,0.698173211052469,1.60948329200134,0.282038301756919,0.41613490929555,1.30769390285519,0.698173211052469,0.698173211052469,4.17472598770613,6.3741700760685,NA,NA,3
