ccle_name,DepMap_ID,pert1,pert2,dose1,dose2,capped_library,capped_anchor,capped_combination,library,anchor,combination,S,LS,BLISS.NULL,HSA.NULL,EXP_MGMT,EXP_MSH6,RPPA_MSH2_MSH2,RPPA_MSH6_Caution_MSH6,qval_S.emp.onlySynergy,qval_S.emp,is_synergistic,synergy_count_across_doses
NCIH1355_LUNG,ACH-000666,temozolomide,O6-benzylguanine,33.33,5,1,0.93229585378359,0.852222330098844,1.07475804026326,0.93229585378359,0.852222330098844,0.0800735236847453,0.129557997067637,0.93229585378359,0.93229585378359,4.00898878322726,5.9387562614923,0.398743,0.297569,0.128374325134973,0.256748650269946,0,2
NCIH1373_LUNG,ACH-000845,temozolomide,O6-benzylguanine,0.1372,5,0.804919343256257,1,0.715604389240764,0.804919343256257,1.014523989667,0.715604389240764,0.089314954015493,0.169681989219225,0.804919343256257,0.804919343256257,0.0285691521967709,5.67496903062497,0.901268,0.728843,0.164867026594681,0.329734053189362,0,3
NCIH1373_LUNG,ACH-000845,temozolomide,O6-benzylguanine,0.4115,5,0.868799848947937,1,0.726499217750218,0.868799848947937,1.014523989667,0.726499217750218,0.142300631197719,0.258062607857698,0.868799848947937,0.868799848947937,0.0285691521967709,5.67496903062497,0.901268,0.728843,0.094381123775245,0.18876224755049,1,3
NCIH1373_LUNG,ACH-000845,temozolomide,O6-benzylguanine,1.235,5,1,1,0.832362540401621,1.02792744246649,1.014523989667,0.832362540401621,0.167637459598379,0.264716055322123,1,1,0.0285691521967709,5.67496903062497,0.901268,0.728843,0.0740851829634073,0.148170365926815,1,3
NCIH1373_LUNG,ACH-000845,temozolomide,O6-benzylguanine,100,5,0.433110079316293,1,0.534133326919845,0.433110079316293,1.014523989667,0.534133326919845,-0.101023247603552,-0.302466155983,0.433110079316293,0.433110079316293,0.0285691521967709,5.67496903062497,0.901268,0.728843,0.642271545690862,0.715456908618276,0,3
NCIH1373_LUNG,ACH-000845,temozolomide,O6-benzylguanine,11.11,5,0.723692581008634,1,0.517479451747926,0.723692581008634,1.014523989667,0.517479451747926,0.206213129260708,0.483875405063615,0.723692581008634,0.723692581008634,0.0285691521967709,5.67496903062497,0.901268,0.728843,0.0537892421515697,0.107578484303139,1,3
NCIH1373_LUNG,ACH-000845,temozolomide,O6-benzylguanine,3.704,5,0.907736112288726,1,0.960577520053614,0.907736112288726,1.014523989667,0.960577520053614,-0.0528414077648878,-0.0816290932579301,0.907736112288726,0.907736112288726,0.0285691521967709,5.67496903062497,0.901268,0.728843,0.525594881023795,0.94881023795241,0,3
NCIH1373_LUNG,ACH-000845,temozolomide,O6-benzylguanine,33.33,5,0.527535489290854,1,0.614640886837324,0.527535489290854,1.014523989667,0.614640886837324,-0.08710539754647,-0.220475587778849,0.527535489290854,0.527535489290854,0.0285691521967709,5.67496903062497,0.901268,0.728843,0.596480703859228,0.807038592281544,0,3
NCIH1435_LUNG,ACH-000852,temozolomide,O6-benzylguanine,0.1372,5,1,0.978894011836369,0.883518706092581,1.23889910274975,0.978894011836369,0.883518706092581,0.0953753057437879,0.147891982593337,0.978894011836369,0.978894011836369,1.23266075679027,4.76818432477693,0.076258,-0.210002,0.182663467306539,0.365326934613077,0,0
NCIH1435_LUNG,ACH-000852,temozolomide,O6-benzylguanine,0.4115,5,0.717266270704742,0.978894011836369,0.767063997717104,0.717266270704742,0.978894011836369,0.767063997717104,-0.049797727012362,-0.0968381598102032,0.702127657285076,0.717266270704742,1.23266075679027,4.76818432477693,0.076258,-0.210002,0.480203959208158,0.960407918416317,0,0
NCIH1435_LUNG,ACH-000852,temozolomide,O6-benzylguanine,1.235,5,0.819450801848056,0.978894011836369,1,0.819450801848056,0.978894011836369,1.10037110146433,-0.180549198151944,-0.287270759425317,0.802155482923573,0.819450801848056,1.23266075679027,4.76818432477693,0.076258,-0.210002,0.699860027994401,0.600279944011198,0,0
NCIH1435_LUNG,ACH-000852,temozolomide,O6-benzylguanine,100,5,1,0.978894011836369,0.941096150679234,1.06397762671434,0.978894011836369,0.941096150679234,0.0377978611571358,0.0568105338880465,0.978894011836369,0.978894011836369,1.23266075679027,4.76818432477693,0.076258,-0.210002,0.23005398920216,0.460107978404319,0,0
NCIH1435_LUNG,ACH-000852,temozolomide,O6-benzylguanine,11.11,5,0.847982126065446,0.978894011836369,1,0.847982126065446,0.978894011836369,1.21407413511078,-0.152017873934554,-0.237894239189109,0.830084625349739,0.847982126065446,1.23266075679027,4.76818432477693,0.076258,-0.210002,0.656068786242751,0.687862427514497,0,0
NCIH1435_LUNG,ACH-000852,temozolomide,O6-benzylguanine,3.704,5,0.623906916941141,0.978894011836369,1,0.623906916941141,0.978894011836369,1.06123124566147,-0.376093083058859,-0.680597290935355,0.610738744936974,0.623906916941141,1.23266075679027,4.76818432477693,0.076258,-0.210002,0.921715656868626,0.156568686262747,0,0
NCIH1435_LUNG,ACH-000852,temozolomide,O6-benzylguanine,33.33,5,0.83658006099623,0.978894011836369,1,0.83658006099623,0.978894011836369,1.2934988385975,-0.16341993900377,-0.25742448161096,0.818923212130914,0.83658006099623,1.23266075679027,4.76818432477693,0.076258,-0.210002,0.670765846830634,0.658468306338732,0,0
NCIH1437_LUNG,ACH-000589,temozolomide,O6-benzylguanine,0.1372,5,0.969413566791178,0.971647558257974,0.91273023412457,0.969413566791178,0.971647558257974,0.91273023412457,0.0291980909902314,0.0454287625705642,0.941928325114801,0.969413566791178,4.80322703643493,4.42827641439251,-0.444581,-0.219342,0.225854829034193,0.451709658068386,0,4
NCIH1437_LUNG,ACH-000589,temozolomide,O6-benzylguanine,0.4115,5,0.705569390486466,0.971647558257974,0.70515565750736,0.705569390486466,0.971647558257974,0.70515565750736,0,0,0.685564775447741,0.705569390486466,4.80322703643493,4.42827641439251,-0.444581,-0.219342,0.276744651069786,0.553489302139572,0,4
NCIH1437_LUNG,ACH-000589,temozolomide,O6-benzylguanine,1.235,5,0.933994487871868,0.971647558257974,0.782101880751453,0.933994487871868,0.971647558257974,0.782101880751453,0.125411582815655,0.214562493704816,0.907513463567108,0.933994487871868,4.80322703643493,4.42827641439251,-0.444581,-0.219342,0.091881623675265,0.18376324735053,1,4
NCIH1437_LUNG,ACH-000589,temozolomide,O6-benzylguanine,100,5,0.935987561382519,0.971647558257974,0.56118151772667,0.935987561382519,0.971647558257974,0.56118151772667,0.34826851085049,0.696526873297051,0.90945002857716,0.935987561382519,4.80322703643493,4.42827641439251,-0.444581,-0.219342,0.00209958008398325,0.00419916016796651,1,4
NCIH1437_LUNG,ACH-000589,temozolomide,O6-benzylguanine,11.11,5,0.980273601198736,0.971647558257974,0.570142521492866,0.980273601198736,0.971647558257974,0.570142521492866,0.382337929536636,0.740366880293694,0.952480451029502,0.971647558257974,4.80322703643493,4.42827641439251,-0.444581,-0.219342,9.99800039992449e-05,0.00019996000799849,1,4
NCIH1437_LUNG,ACH-000589,temozolomide,O6-benzylguanine,3.704,5,1,0.971647558257974,0.935871710335433,1.03599295096004,0.971647558257974,0.935871710335433,0.0357758479225405,0.0541223276934424,0.971647558257974,0.971647558257974,4.80322703643493,4.42827641439251,-0.444581,-0.219342,0.212257548490302,0.424515096980604,0,4
NCIH1437_LUNG,ACH-000589,temozolomide,O6-benzylguanine,33.33,5,0.83150514022935,0.971647558257974,0.638649844136143,0.83150514022935,0.971647558257974,0.638649844136143,0.169280095046659,0.339205038968585,0.807929939182802,0.83150514022935,4.80322703643493,4.42827641439251,-0.444581,-0.219342,0.0543891221755649,0.10877824435113,1,4
NCIH1563_LUNG,ACH-000892,temozolomide,O6-benzylguanine,0.1372,5,0.886898776842734,1,1,0.886898776842734,1.13878472175799,1.05043137813559,-0.113101223157266,-0.173158638027593,0.886898776842734,0.886898776842734,4.67016051412663,4.49185309632967,-0.278699,-0.612505,0.709558088382324,0.580883823235353,0,3
NCIH1563_LUNG,ACH-000892,temozolomide,O6-benzylguanine,0.4115,5,0.892582801589608,1,0.940947744739826,0.892582801589608,1.13878472175799,0.940947744739826,-0.0483649431502174,-0.0761285967201241,0.892582801589608,0.892582801589608,4.67016051412663,4.49185309632967,-0.278699,-0.612505,0.574085182963407,0.851829634073185,0,3
NCIH1563_LUNG,ACH-000892,temozolomide,O6-benzylguanine,1.235,5,1,1,0.850489186911843,1.11075583227761,1.13878472175799,0.850489186911843,0.149510813088157,0.233635201253646,1,1,4.67016051412663,4.49185309632967,-0.278699,-0.612505,0.0755848830233953,0.151169766046791,1,3
NCIH1563_LUNG,ACH-000892,temozolomide,O6-benzylguanine,100,5,0.881868932722773,1,0.835203850813227,0.881868932722773,1.13878472175799,0.835203850813227,0.0466650819095463,0.0784358883196339,0.881868932722773,0.881868932722773,4.67016051412663,4.49185309632967,-0.278699,-0.612505,0.192861427714457,0.385722855428914,0,3
NCIH1563_LUNG,ACH-000892,temozolomide,O6-benzylguanine,11.11,5,0.867866183453732,1,0.72128266096344,0.867866183453732,1.13878472175799,0.72128266096344,0.146583522490292,0.26690786720011,0.867866183453732,0.867866183453732,4.67016051412663,4.49185309632967,-0.278699,-0.612505,0.0769846030793842,0.153969206158768,1,3
NCIH1563_LUNG,ACH-000892,temozolomide,O6-benzylguanine,3.704,5,0.765301994098475,1,0.775891929013522,0.765301994098475,1.13878472175799,0.775891929013522,-0.0105899349150463,-0.0198265601875761,0.765301994098475,0.765301994098475,4.67016051412663,4.49185309632967,-0.278699,-0.612505,0.470805838832234,0.941611677664467,0,3
NCIH1563_LUNG,ACH-000892,temozolomide,O6-benzylguanine,33.33,5,1,1,0.863462028358882,1.03062514548964,1.13878472175799,0.863462028358882,0.136537971641118,0.211795359753723,1,1,4.67016051412663,4.49185309632967,-0.278699,-0.612505,0.0860827834433113,0.172165566886623,1,3
NCIH1568_LUNG,ACH-000869,temozolomide,O6-benzylguanine,0.1372,5,0.830580772506205,1,0.865977163679194,0.830580772506205,1.0664556583885,0.865977163679194,-0.0353963911729885,-0.060208506204807,0.830580772506205,0.830580772506205,3.57288966842058,5.60050764534579,0.396912,0.280453,0.512097580483903,0.975804839032194,0,4
NCIH1568_LUNG,ACH-000869,temozolomide,O6-benzylguanine,0.4115,5,0.836235221260474,1,0.731207246051832,0.836235221260474,1.0664556583885,0.731207246051832,0.105027975208642,0.193628442152064,0.836235221260474,0.836235221260474,3.57288966842058,5.60050764534579,0.396912,0.280453,0.116576684663067,0.233153369326135,0,4
NCIH1568_LUNG,ACH-000869,temozolomide,O6-benzylguanine,1.235,5,1,1,0.90088828741151,1.01491276196581,1.0664556583885,0.90088828741151,0.0991117125884899,0.150579875851424,1,1,3.57288966842058,5.60050764534579,0.396912,0.280453,0.122975404919016,0.245950809838032,0,4
NCIH1568_LUNG,ACH-000869,temozolomide,O6-benzylguanine,100,5,0.936362533038122,1,0.51406155664409,0.936362533038122,1.0664556583885,0.51406155664409,0.422300976394032,0.865126082360997,0.936362533038122,0.936362533038122,3.57288966842058,5.60050764534579,0.396912,0.280453,0.00249950009998001,0.00499900019996002,1,4
