"","ccle_name","pert1","pert2","dose1","dose2","combination.fitted"
"6103","OVISE_OVARY","AZD5991","A-1331852",0.04111,0.000506,0.922988396072563
"6104","OVISE_OVARY","AZD5991","A-1331852",0.1233,0.000506,0.842365604309205
"6105","OVISE_OVARY","AZD5991","A-1331852",0.37,0.000506,0.295646229003897
"6106","OVISE_OVARY","AZD5991","A-1331852",0.004568,0.001519,0.883208311657283
"6107","OVISE_OVARY","AZD5991","A-1331852",0.0137,0.001519,0.874087236495419
"6108","OVISE_OVARY","AZD5991","A-1331852",0.04111,0.001519,0.855760987138853
"6109","OVISE_OVARY","AZD5991","A-1331852",0.1233,0.001519,0.511743348954815
"6110","OVISE_OVARY","AZD5991","A-1331852",0.37,0.001519,0.105887471234388
"6111","OVISE_OVARY","AZD5991","A-1331852",0.004568,0.004556,0.742478131794189
"6112","OVISE_OVARY","AZD5991","A-1331852",0.0137,0.004556,0.685397898851148
"6113","OVISE_OVARY","AZD5991","A-1331852",0.04111,0.004556,0.556533936945148
"6114","OVISE_OVARY","AZD5991","A-1331852",0.1233,0.004556,0.121865151651606
"6115","OVISE_OVARY","AZD5991","A-1331852",0.37,0.004556,0.0192541143266904
"6116","OVISE_OVARY","AZD5991","A-1331852",0.004568,0.01367,0.128151898030035
"6117","OVISE_OVARY","AZD5991","A-1331852",0.0137,0.01367,0.126085767939743
"6118","OVISE_OVARY","AZD5991","A-1331852",0.04111,0.01367,1.67990820978953e-08
"6119","OVISE_OVARY","AZD5991","A-1331852",0.1233,0.01367,0.0039136793947022
"6120","OVISE_OVARY","AZD5991","A-1331852",0.37,0.01367,1.35075887518154e-19
"6121","OVISE_OVARY","AZD5991","A-1331852",0.004568,0.041,0.0448006763132945
"6122","OVISE_OVARY","AZD5991","A-1331852",0.0137,0.041,0.0357432526640542
"6123","OVISE_OVARY","AZD5991","A-1331852",0.04111,0.041,2.73026662548281e-16
"6124","OVISE_OVARY","AZD5991","A-1331852",0.1233,0.041,0.000301376468790183
"6125","OVISE_OVARY","AZD5991","A-1331852",0.37,0.041,1.65131306189479e-19
"6126","ABC1_LUNG","AZD5991","A-1331852",0.004568,0.000506,0.970302043743717
"6127","ABC1_LUNG","AZD5991","A-1331852",0.0137,0.000506,0.904787930588749
"6128","ABC1_LUNG","AZD5991","A-1331852",0.04111,0.000506,0.93392407580153
"6129","ABC1_LUNG","AZD5991","A-1331852",0.1233,0.000506,0.769914647740199
"6130","ABC1_LUNG","AZD5991","A-1331852",0.37,0.000506,0.405734660838503
"6131","ABC1_LUNG","AZD5991","A-1331852",0.004568,0.001519,0.936768819118821
"6132","ABC1_LUNG","AZD5991","A-1331852",0.0137,0.001519,0.87245346556104
"6133","ABC1_LUNG","AZD5991","A-1331852",0.04111,0.001519,0.911854153591673
"6134","ABC1_LUNG","AZD5991","A-1331852",0.1233,0.001519,0.519643981642204
"6135","ABC1_LUNG","AZD5991","A-1331852",0.37,0.001519,0.124071188773139
"6136","ABC1_LUNG","AZD5991","A-1331852",0.004568,0.004556,0.810134239060673
"6137","ABC1_LUNG","AZD5991","A-1331852",0.0137,0.004556,0.696569419745556
"6138","ABC1_LUNG","AZD5991","A-1331852",0.04111,0.004556,0.586533454662105
"6139","ABC1_LUNG","AZD5991","A-1331852",0.1233,0.004556,0.224441512428964
"6140","ABC1_LUNG","AZD5991","A-1331852",0.37,0.004556,0.0778591116109586
"6141","ABC1_LUNG","AZD5991","A-1331852",0.004568,0.01367,0.58318626867666
"6142","ABC1_LUNG","AZD5991","A-1331852",0.0137,0.01367,0.468450053457013
"6143","ABC1_LUNG","AZD5991","A-1331852",0.04111,0.01367,0.276432192756798
"6144","ABC1_LUNG","AZD5991","A-1331852",0.1233,0.01367,0.0774751692025473
"6145","ABC1_LUNG","AZD5991","A-1331852",0.37,0.01367,0.030604904525484
"6146","ABC1_LUNG","AZD5991","A-1331852",0.004568,0.041,0.262415136975441
"6147","ABC1_LUNG","AZD5991","A-1331852",0.0137,0.041,0.255213254439524
"6148","ABC1_LUNG","AZD5991","A-1331852",0.04111,0.041,0.10173330548119
"6149","ABC1_LUNG","AZD5991","A-1331852",0.1233,0.041,0.0343804915481742
"6150","ABC1_LUNG","AZD5991","A-1331852",0.37,0.041,0.0187647089315062
"6151","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.004568,0.000506,0.997928987961249
"6152","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.0137,0.000506,0.874580948275265
"6153","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.04111,0.000506,0.823616292282013
"6154","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.1233,0.000506,0.319357682838092
"6155","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.37,0.000506,0.0655870911310881
"6156","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.004568,0.001519,0.926988416438171
"6157","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.0137,0.001519,0.730439774176483
"6158","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.04111,0.001519,0.580323183765159
"6159","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.1233,0.001519,0.249535387072843
"6160","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.37,0.001519,0.0758510222569608
"6161","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.004568,0.004556,0.980301928738923
"6162","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.0137,0.004556,0.874062241527704
"6163","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.04111,0.004556,0.707357790498501
"6164","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.1233,0.004556,0.260172014823162
"6165","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.37,0.004556,0.0314674092829664
"6166","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.004568,0.01367,0.921727852579336
"6167","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.0137,0.01367,0.856745356540917
"6168","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.04111,0.01367,0.559544975535954
"6169","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.1233,0.01367,0.203317860708008
"6170","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.37,0.01367,0.0235912303422727
"6171","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.004568,0.041,0.647369618145729
"6172","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.0137,0.041,0.628978148817127
"6173","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.04111,0.041,0.279932834057135
"6174","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.1233,0.041,0.155222813498503
"6175","SNU61_LARGE_INTESTINE","AZD5991","A-1331852",0.37,0.041,0.0300764495278577
"6176","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.004568,0.000506,0.811690485197731
"6177","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.0137,0.000506,0.918998769863749
"6178","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.04111,0.000506,0.971368357923339
"6179","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.1233,0.000506,0.824016772940013
"6180","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.37,0.000506,0.20677495480255
"6181","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.004568,0.001519,0.803619473793306
"6182","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.0137,0.001519,0.871385857424533
"6183","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.04111,0.001519,0.763270708956304
"6184","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.1233,0.001519,0.41274706961754
"6185","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.37,0.001519,0.0923679864465024
"6186","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.004568,0.004556,0.748780081686552
"6187","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.0137,0.004556,0.772741151757092
"6188","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.04111,0.004556,0.581545240343944
"6189","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.1233,0.004556,0.308487610898353
"6190","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.37,0.004556,0.0907829471395134
"6191","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.004568,0.01367,0.804014997715817
"6192","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.0137,0.01367,0.851642463124166
"6193","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.04111,0.01367,0.502945115410059
"6194","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.1233,0.01367,0.212324399509546
"6195","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.37,0.01367,0.0414634693111229
"6196","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.004568,0.041,0.782425648758436
"6197","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.0137,0.041,0.732858903018394
"6198","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.04111,0.041,0.201954581002636
"6199","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.1233,0.041,0.0681264652472028
"6200","NCIH2004RT_SOFT_TISSUE","AZD5991","A-1331852",0.37,0.041,0.00854537353514012
"6201","BXPC3_PANCREAS","AZD5991","A-1331852",0.004568,0.000506,0.829136020776583
"6202","BXPC3_PANCREAS","AZD5991","A-1331852",0.0137,0.000506,0.855974427279772
"6203","BXPC3_PANCREAS","AZD5991","A-1331852",0.04111,0.000506,0.904930788207208
"6204","BXPC3_PANCREAS","AZD5991","A-1331852",0.1233,0.000506,0.78405735491421
"6205","BXPC3_PANCREAS","AZD5991","A-1331852",0.37,0.000506,0.522193651668216
"6206","BXPC3_PANCREAS","AZD5991","A-1331852",0.004568,0.001519,0.82693848107312
"6207","BXPC3_PANCREAS","AZD5991","A-1331852",0.0137,0.001519,0.827758828603231
"6208","BXPC3_PANCREAS","AZD5991","A-1331852",0.04111,0.001519,0.848145900068161
"6209","BXPC3_PANCREAS","AZD5991","A-1331852",0.1233,0.001519,0.68916270996984
"6210","BXPC3_PANCREAS","AZD5991","A-1331852",0.37,0.001519,0.356932544079602
"6211","BXPC3_PANCREAS","AZD5991","A-1331852",0.004568,0.004556,0.563416230861815
"6212","BXPC3_PANCREAS","AZD5991","A-1331852",0.0137,0.004556,0.531188762129175
"6213","BXPC3_PANCREAS","AZD5991","A-1331852",0.04111,0.004556,0.535464658493899
"6214","BXPC3_PANCREAS","AZD5991","A-1331852",0.1233,0.004556,0.502742675095821
"6215","BXPC3_PANCREAS","AZD5991","A-1331852",0.37,0.004556,0.352436651756242
"6216","BXPC3_PANCREAS","AZD5991","A-1331852",0.004568,0.01367,0.63963146731333
"6217","BXPC3_PANCREAS","AZD5991","A-1331852",0.0137,0.01367,0.53843812580552
"6218","BXPC3_PANCREAS","AZD5991","A-1331852",0.04111,0.01367,0.455097189488033
"6219","BXPC3_PANCREAS","AZD5991","A-1331852",0.1233,0.01367,0.423955686379567
"6220","BXPC3_PANCREAS","AZD5991","A-1331852",0.37,0.01367,0.252914948699362
"6221","BXPC3_PANCREAS","AZD5991","A-1331852",0.004568,0.041,0.665472312134433
"6222","BXPC3_PANCREAS","AZD5991","A-1331852",0.0137,0.041,0.529900607073274
"6223","BXPC3_PANCREAS","AZD5991","A-1331852",0.04111,0.041,0.396225436050716
"6224","BXPC3_PANCREAS","AZD5991","A-1331852",0.1233,0.041,0.393948409195402
"6225","BXPC3_PANCREAS","AZD5991","A-1331852",0.37,0.041,0.231872269065932
"6226","SNU761_LIVER","AZD5991","A-1331852",0.004568,0.000506,0.839456493544168
"6227","SNU761_LIVER","AZD5991","A-1331852",0.0137,0.000506,0.850572257715993
"6228","SNU761_LIVER","AZD5991","A-1331852",0.04111,0.000506,0.822639055693818
"6229","SNU761_LIVER","AZD5991","A-1331852",0.1233,0.000506,0.850768169201096
"6230","SNU761_LIVER","AZD5991","A-1331852",0.37,0.000506,0.427135084786078
"6231","SNU761_LIVER","AZD5991","A-1331852",0.004568,0.001519,0.630738438016501
"6232","SNU761_LIVER","AZD5991","A-1331852",0.0137,0.001519,0.614431025957257
"6233","SNU761_LIVER","AZD5991","A-1331852",0.04111,0.001519,0.539270088859045
"6234","SNU761_LIVER","AZD5991","A-1331852",0.1233,0.001519,0.616425375217525
"6235","SNU761_LIVER","AZD5991","A-1331852",0.37,0.001519,0.3806103811085
"6236","SNU761_LIVER","AZD5991","A-1331852",0.004568,0.004556,0.393774617519368
"6237","SNU761_LIVER","AZD5991","A-1331852",0.0137,0.004556,0.393252371620953
"6238","SNU761_LIVER","AZD5991","A-1331852",0.04111,0.004556,0.307281892817051
"6239","SNU761_LIVER","AZD5991","A-1331852",0.1233,0.004556,0.272824832514095
"6240","SNU761_LIVER","AZD5991","A-1331852",0.37,0.004556,0.209730272786524
"6241","SNU761_LIVER","AZD5991","A-1331852",0.004568,0.01367,0.314526438320667
"6242","SNU761_LIVER","AZD5991","A-1331852",0.0137,0.01367,0.288101376304576
"6243","SNU761_LIVER","AZD5991","A-1331852",0.04111,0.01367,0.173391238082169
"6244","SNU761_LIVER","AZD5991","A-1331852",0.1233,0.01367,0.0862369678992187
"6245","SNU761_LIVER","AZD5991","A-1331852",0.37,0.01367,0.0845579985742041
"6246","SNU761_LIVER","AZD5991","A-1331852",0.004568,0.041,0.368584148209049
"6247","SNU761_LIVER","AZD5991","A-1331852",0.0137,0.041,0.243059664746795
"6248","SNU761_LIVER","AZD5991","A-1331852",0.04111,0.041,0.0902785088384523
"6249","SNU761_LIVER","AZD5991","A-1331852",0.1233,0.041,0.0184107799766805
"6250","SNU761_LIVER","AZD5991","A-1331852",0.37,0.041,0.0227787575593866
"6251","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.004568,0.000506,0.714091374825014
"6252","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.0137,0.000506,0.816924496854136
"6253","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.04111,0.000506,0.875890096497067
"6254","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.1233,0.000506,0.735406670533091
"6255","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.37,0.000506,0.848716917903759
"6256","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.004568,0.001519,0.737126627269828
"6257","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.0137,0.001519,0.819097427903775
"6258","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.04111,0.001519,0.873008511326413
"6259","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.1233,0.001519,0.578817208635135
"6260","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.37,0.001519,0.466257209792593
"6261","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.004568,0.004556,0.32759608390135
"6262","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.0137,0.004556,0.440331833209905
"6263","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.04111,0.004556,0.670537292815789
"6264","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.1233,0.004556,0.463833498455634
"6265","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.37,0.004556,0.354482709088662
"6266","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.004568,0.01367,0.277678463985386
"6267","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.0137,0.01367,0.25640835212163
"6268","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.04111,0.01367,0.44844316976495
"6269","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.1233,0.01367,0.209670582755704
"6270","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.37,0.01367,0.0476863197130385
"6271","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.004568,0.041,0.128978899165457
"6272","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.0137,0.041,0.120998465920036
"6273","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.04111,0.041,0.272513436594487
"6274","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.1233,0.041,0.151306558694486
"6275","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AZD5991","A-1331852",0.37,0.041,0.0398891639933178
"6276","HEYA8_OVARY","AZD5991","A-1331852",0.004568,0.000506,0.800083115013636
"6277","HEYA8_OVARY","AZD5991","A-1331852",0.0137,0.000506,0.968047650860721
"6278","HEYA8_OVARY","AZD5991","A-1331852",0.04111,0.000506,0.963754673837327
"6279","HEYA8_OVARY","AZD5991","A-1331852",0.1233,0.000506,0.977205229143555
"6280","HEYA8_OVARY","AZD5991","A-1331852",0.37,0.000506,0.88201125184535
"6281","HEYA8_OVARY","AZD5991","A-1331852",0.004568,0.001519,0.877347427945355
"6282","HEYA8_OVARY","AZD5991","A-1331852",0.0137,0.001519,0.947091270403049
"6283","HEYA8_OVARY","AZD5991","A-1331852",0.04111,0.001519,0.926167209556193
"6284","HEYA8_OVARY","AZD5991","A-1331852",0.1233,0.001519,0.85737718417806
"6285","HEYA8_OVARY","AZD5991","A-1331852",0.37,0.001519,0.516531794289189
"6286","HEYA8_OVARY","AZD5991","A-1331852",0.004568,0.004556,0.846311363436801
"6287","HEYA8_OVARY","AZD5991","A-1331852",0.0137,0.004556,0.872055320361784
"6288","HEYA8_OVARY","AZD5991","A-1331852",0.04111,0.004556,0.816454487136026
"6289","HEYA8_OVARY","AZD5991","A-1331852",0.1233,0.004556,0.702647984553428
"6290","HEYA8_OVARY","AZD5991","A-1331852",0.37,0.004556,0.421147412134729
"6291","HEYA8_OVARY","AZD5991","A-1331852",0.004568,0.01367,0.826633156890388
"6292","HEYA8_OVARY","AZD5991","A-1331852",0.0137,0.01367,0.792669866425814
"6293","HEYA8_OVARY","AZD5991","A-1331852",0.04111,0.01367,0.681975236749474
"6294","HEYA8_OVARY","AZD5991","A-1331852",0.1233,0.01367,0.44715265661604
"6295","HEYA8_OVARY","AZD5991","A-1331852",0.37,0.01367,0.186714453171406
"6296","HEYA8_OVARY","AZD5991","A-1331852",0.004568,0.041,0.833543002536449
"6297","HEYA8_OVARY","AZD5991","A-1331852",0.0137,0.041,0.756752734005339
"6298","HEYA8_OVARY","AZD5991","A-1331852",0.04111,0.041,0.620676073986387
"6299","HEYA8_OVARY","AZD5991","A-1331852",0.1233,0.041,0.293913328151425
"6300","HEYA8_OVARY","AZD5991","A-1331852",0.37,0.041,0.100589721377558
"6301","OE21_OESOPHAGUS","AZD5991","A-1331852",0.004568,0.000506,0.84540767011283
"6302","OE21_OESOPHAGUS","AZD5991","A-1331852",0.0137,0.000506,0.972098000963451
"6303","OE21_OESOPHAGUS","AZD5991","A-1331852",0.04111,0.000506,0.95894309467667
"6304","OE21_OESOPHAGUS","AZD5991","A-1331852",0.1233,0.000506,0.856944020586835
"6305","OE21_OESOPHAGUS","AZD5991","A-1331852",0.37,0.000506,0.675505077835253
"6306","OE21_OESOPHAGUS","AZD5991","A-1331852",0.004568,0.001519,0.839097657399786
"6307","OE21_OESOPHAGUS","AZD5991","A-1331852",0.0137,0.001519,0.963429356962304
"6308","OE21_OESOPHAGUS","AZD5991","A-1331852",0.04111,0.001519,0.968400755419984
"6309","OE21_OESOPHAGUS","AZD5991","A-1331852",0.1233,0.001519,0.809789658592025
"6310","OE21_OESOPHAGUS","AZD5991","A-1331852",0.37,0.001519,0.488815422294553
"6311","OE21_OESOPHAGUS","AZD5991","A-1331852",0.004568,0.004556,0.777987331453643
"6312","OE21_OESOPHAGUS","AZD5991","A-1331852",0.0137,0.004556,0.832516539664373
"6313","OE21_OESOPHAGUS","AZD5991","A-1331852",0.04111,0.004556,0.785705697844171
"6314","OE21_OESOPHAGUS","AZD5991","A-1331852",0.1233,0.004556,0.521584041397301
"6315","OE21_OESOPHAGUS","AZD5991","A-1331852",0.37,0.004556,0.295941991178826
"6316","OE21_OESOPHAGUS","AZD5991","A-1331852",0.004568,0.01367,0.793099348367512
"6317","OE21_OESOPHAGUS","AZD5991","A-1331852",0.0137,0.01367,0.781379642070899
"6318","OE21_OESOPHAGUS","AZD5991","A-1331852",0.04111,0.01367,0.683385785513038
"6319","OE21_OESOPHAGUS","AZD5991","A-1331852",0.1233,0.01367,0.307185758548133
"6320","OE21_OESOPHAGUS","AZD5991","A-1331852",0.37,0.01367,0.111096131377302
"6321","OE21_OESOPHAGUS","AZD5991","A-1331852",0.004568,0.041,0.744257927140072
"6322","OE21_OESOPHAGUS","AZD5991","A-1331852",0.0137,0.041,0.607694363900044
"6323","OE21_OESOPHAGUS","AZD5991","A-1331852",0.04111,0.041,0.48005827199899
"6324","OE21_OESOPHAGUS","AZD5991","A-1331852",0.1233,0.041,0.165131834636976
"6325","OE21_OESOPHAGUS","AZD5991","A-1331852",0.37,0.041,0.05421724968531
"6326","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.004568,0.000506,0.87987820679221
"6327","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.0137,0.000506,0.972628708838008
"6328","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.04111,0.000506,0.982793172232435
"6329","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.1233,0.000506,0.9747518853983
"6330","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.37,0.000506,0.988347854461267
"6331","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.004568,0.001519,0.884218779617204
"6332","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.0137,0.001519,0.959195081036074
"6333","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.04111,0.001519,0.967634174568837
"6334","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.1233,0.001519,0.948863892458015
"6335","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.37,0.001519,0.7851856275785
"6336","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.004568,0.004556,0.79201884757442
"6337","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.0137,0.004556,0.819641960071107
"6338","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.04111,0.004556,0.79266885402819
"6339","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.1233,0.004556,0.722750574786693
"6340","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.37,0.004556,0.602415238742523
"6341","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.004568,0.01367,0.810072245718057
"6342","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.0137,0.01367,0.79511285100277
"6343","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.04111,0.01367,0.732700539748877
"6344","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.1233,0.01367,0.611615376300584
"6345","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.37,0.01367,0.355107511982787
"6346","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.004568,0.041,0.896409061499537
"6347","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.0137,0.041,0.876055399612831
"6348","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.04111,0.041,0.794036417768007
"6349","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.1233,0.041,0.450851403055856
"6350","VMCUB1_URINARY_TRACT","AZD5991","A-1331852",0.37,0.041,0.0547542765272559
"6351","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.004568,0.000506,0.742226107598999
"6352","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.0137,0.000506,0.947397320932778
"6353","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.04111,0.000506,0.948679004431306
"6354","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.1233,0.000506,0.853231712747313
"6355","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.37,0.000506,0.951301699698885
"6356","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.004568,0.001519,0.568823895896034
"6357","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.0137,0.001519,0.782486451323822
"6358","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.04111,0.001519,0.698304611348831
"6359","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.1233,0.001519,0.536665326650285
"6360","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.37,0.001519,0.538345270548531
"6361","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.004568,0.004556,0.673487529703315
"6362","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.0137,0.004556,0.889531942321283
"6363","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.04111,0.004556,0.534695374152964
"6364","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.1233,0.004556,0.378879107691743
"6365","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.37,0.004556,0.166723670486749
"6366","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.004568,0.01367,0.512359605085661
"6367","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.0137,0.01367,0.651346211363853
"6368","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.04111,0.01367,0.151339676098226
"6369","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.1233,0.01367,0.137496357885147
"6370","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.37,0.01367,0.0212628814356129
"6371","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.004568,0.041,0.150336173030051
"6372","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.0137,0.041,0.042792162192809
"6373","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.04111,0.041,0.00761205630313916
"6374","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.1233,0.041,0.0447422340053254
"6375","HT1197_URINARY_TRACT","AZD5991","A-1331852",0.37,0.041,0.000434416088181163
"6376","BHY_UPPER_AERODIGESTIVE_TRACT","AZD5991","A-1331852",0.004568,0.000506,0.914190402801027
"6377","BHY_UPPER_AERODIGESTIVE_TRACT","AZD5991","A-1331852",0.0137,0.000506,0.898716229199685
"6378","BHY_UPPER_AERODIGESTIVE_TRACT","AZD5991","A-1331852",0.04111,0.000506,0.902087777095253
"6379","BHY_UPPER_AERODIGESTIVE_TRACT","AZD5991","A-1331852",0.1233,0.000506,0.835815502463065
"6380","BHY_UPPER_AERODIGESTIVE_TRACT","AZD5991","A-1331852",0.37,0.000506,0.76039998447238
"6381","BHY_UPPER_AERODIGESTIVE_TRACT","AZD5991","A-1331852",0.004568,0.001519,0.872312119356541
"6382","BHY_UPPER_AERODIGESTIVE_TRACT","AZD5991","A-1331852",0.0137,0.001519,0.859276872766973
"6383","BHY_UPPER_AERODIGESTIVE_TRACT","AZD5991","A-1331852",0.04111,0.001519,0.84113346475853
