"","ccle_name","XPR_GPX4","culture","pert1","pert2","dose1","dose2","anchor.fitted","library.fitted","combination.fitted","S"
"1572","TE11_OESOPHAGUS",-0.105969347662242,"PR500","ML210","ferrostatin-1",0.3704,10,1,0.923547752210807,0.864520062300809,0.0496575775244881
"1573","TE11_OESOPHAGUS",-0.105969347662242,"PR500","ML210","ferrostatin-1",1.111,10,1,0.899699715494042,0.834559522093124,0.0606567997650038
"1574","TE11_OESOPHAGUS",-0.105969347662242,"PR500","ML210","ferrostatin-1",10,10,1,0.831800321579477,0.759159577444007,0.0718183576912607
"1575","TE11_OESOPHAGUS",-0.105969347662242,"PR500","ML210","ferrostatin-1",3.333,10,1,0.869458577455625,0.799503755139932,0.067986307791459
"1576","SNU423_LIVER",-0.613778526332859,"PR500","ML210","ferrostatin-1",0.01372,10,1,0.933436010773595,0.934761730247142,-0.00132571947354743
"1577","SNU423_LIVER",-0.613778526332859,"PR500","ML210","ferrostatin-1",0.04115,10,1,0.86210797565515,0.930682874786569,-0.068574899131419
"1578","SNU423_LIVER",-0.613778526332859,"PR500","ML210","ferrostatin-1",0.1235,10,1,0.735874254186016,0.926366471030983,-0.190492216844967
"1579","SNU423_LIVER",-0.613778526332859,"PR500","ML210","ferrostatin-1",0.3704,10,1,0.554002208906853,0.921806746077221,-0.367804537170368
"1580","SNU423_LIVER",-0.613778526332859,"PR500","ML210","ferrostatin-1",1.111,10,1,0.356407562163704,0.916989558514913,-0.560581996351209
"1581","SNU423_LIVER",-0.613778526332859,"PR500","ML210","ferrostatin-1",10,10,1,0.0991218669071949,0.90653625188472,-0.807414384977525
"1582","SNU423_LIVER",-0.613778526332859,"PR500","ML210","ferrostatin-1",3.333,10,1,0.197979836263643,0.911903108267384,-0.713923272003741
"1583","TUHR4TKB_KIDNEY",-0.663551449342349,"PR500","ML210","ferrostatin-1",0.01372,10,1,0.994863610219184,0.995989515013991,-0.00112590479480768
"1584","TUHR4TKB_KIDNEY",-0.663551449342349,"PR500","ML210","ferrostatin-1",0.04115,10,1,0.9636607018702,0.989663507818993,-0.0260028059487936
"1585","TUHR4TKB_KIDNEY",-0.663551449342349,"PR500","ML210","ferrostatin-1",0.1235,10,1,0.783850984178783,0.973608879530439,-0.189757895351656
"1586","TUHR4TKB_KIDNEY",-0.663551449342349,"PR500","ML210","ferrostatin-1",0.3704,10,1,0.331786508324283,0.93431022977226,-0.602523721447977
"1587","TUHR4TKB_KIDNEY",-0.663551449342349,"PR500","ML210","ferrostatin-1",1.111,10,1,0.0636466808134544,0.845752792339778,-0.782106111526323
"1588","TUHR4TKB_KIDNEY",-0.663551449342349,"PR500","ML210","ferrostatin-1",10,10,1,0.00127117975798359,0.448899491967524,-0.44762831220954
"1589","TUHR4TKB_KIDNEY",-0.663551449342349,"PR500","ML210","ferrostatin-1",3.333,10,1,0.00921649467742512,0.678812431993836,-0.669595937316411
"1590","NCIH1792_LUNG",-0.591607222179357,"PR500","ML210","ferrostatin-1",0.01372,10,1,0.925949352558152,1,-0.0740506474418475
"1591","NCIH1792_LUNG",-0.591607222179357,"PR500","ML210","ferrostatin-1",0.04115,10,1,0.895920829226806,1,-0.104079170773194
"1592","NCIH1792_LUNG",-0.591607222179357,"PR500","ML210","ferrostatin-1",0.1235,10,1,0.855586916819343,1,-0.144413083180657
"1593","NCIH1792_LUNG",-0.591607222179357,"PR500","ML210","ferrostatin-1",0.3704,10,1,0.803094575703841,1,-0.196905424296159
"1594","NCIH1792_LUNG",-0.591607222179357,"PR500","ML210","ferrostatin-1",1.111,10,1,0.737372685076214,1,-0.262627314923786
"1595","NCIH1792_LUNG",-0.591607222179357,"PR500","ML210","ferrostatin-1",10,10,1,0.570874048062679,1,-0.429125951937321
"1596","NCIH1792_LUNG",-0.591607222179357,"PR500","ML210","ferrostatin-1",3.333,10,1,0.659014323838265,1,-0.340985676161735
"1597","EW8_BONE",-1.11982171974598,"PR300","ML210","ferrostatin-1",0.01372,10,0.878813213869591,0.999998216659841,0.999968649314775,-0.121155435445184
"1598","EW8_BONE",-1.11982171974598,"PR300","ML210","ferrostatin-1",0.04115,10,0.878813213869591,0.999932631784799,0.999881876210227,-0.121068662340636
"1599","EW8_BONE",-1.11982171974598,"PR300","ML210","ferrostatin-1",0.1235,10,0.878813213869591,0.99745576224024,0.99955468931623,-0.120741475446639
"1600","EW8_BONE",-1.11982171974598,"PR300","ML210","ferrostatin-1",0.3704,10,0.878813213869591,0.912113243602045,0.998324123537709,-0.119510909668119
"1601","EW8_BONE",-1.11982171974598,"PR300","ML210","ferrostatin-1",1.111,10,0.878813213869591,0.215473227167594,0.993713733535024,-0.77824050636743
"1602","EW8_BONE",-1.11982171974598,"PR300","ML210","ferrostatin-1",10,10,0.878813213869591,0.000192026876863,0.917526658518327,-0.917334631641464
"1603","EW8_BONE",-1.11982171974598,"PR300","ML210","ferrostatin-1",3.333,10,0.878813213869591,0.00721180363682604,0.976710884410201,-0.969499080773375
"1604","SNU46_UPPER_AERODIGESTIVE_TRACT",-0.964883389620605,"PR500","ML210","ferrostatin-1",0.01372,10,1,0.886127424856588,0.761831626308275,0.11026407534007
"1605","SNU46_UPPER_AERODIGESTIVE_TRACT",-0.964883389620605,"PR500","ML210","ferrostatin-1",0.04115,10,1,0.837276147904076,0.745128924301417,0.0853040733498155
"1606","SNU46_UPPER_AERODIGESTIVE_TRACT",-0.964883389620605,"PR500","ML210","ferrostatin-1",0.1235,10,1,0.772797251966679,0.727663066824929,0.0421017885927844
"1607","SNU46_UPPER_AERODIGESTIVE_TRACT",-0.964883389620605,"PR500","ML210","ferrostatin-1",0.3704,10,1,0.692216623875008,0.709478381800941,-0.0172617579259333
"1608","SNU46_UPPER_AERODIGESTIVE_TRACT",-0.964883389620605,"PR500","ML210","ferrostatin-1",1.111,10,1,0.597918019016746,0.69059418023001,-0.0926761612132642
"1609","SNU46_UPPER_AERODIGESTIVE_TRACT",-0.964883389620605,"PR500","ML210","ferrostatin-1",10,10,1,0.393938712695621,0.650890111064485,-0.256951398368864
"1610","SNU46_UPPER_AERODIGESTIVE_TRACT",-0.964883389620605,"PR500","ML210","ferrostatin-1",3.333,10,1,0.495756295359755,0.671048357029279,-0.175292061669524
"1611","TCCPAN2_PANCREAS",-0.445135432365531,"PR500","ML210","ferrostatin-1",0.01372,10,1,0.952074727049919,0.926854274438204,0.00287676661680969
"1612","TCCPAN2_PANCREAS",-0.445135432365531,"PR500","ML210","ferrostatin-1",0.04115,10,1,0.93442393058218,0.919246356664874,0.00172091057411139
"1613","TCCPAN2_PANCREAS",-0.445135432365531,"PR500","ML210","ferrostatin-1",0.1235,10,1,0.910864967534537,0.910918054664034,-5.30871294968094e-05
"1614","TCCPAN2_PANCREAS",-0.445135432365531,"PR500","ML210","ferrostatin-1",0.3704,10,1,0.879951316226041,0.901828401735389,-0.0218770855093481
"1615","TCCPAN2_PANCREAS",-0.445135432365531,"PR500","ML210","ferrostatin-1",1.111,10,1,0.840193567602574,0.891920465744126,-0.0517268981415521
"1616","TCCPAN2_PANCREAS",-0.445135432365531,"PR500","ML210","ferrostatin-1",10,10,1,0.730060478841901,0.869445992644245,-0.139385513802344
"1617","TCCPAN2_PANCREAS",-0.445135432365531,"PR500","ML210","ferrostatin-1",3.333,10,1,0.790396050749357,0.881142523010425,-0.0907464722610679
"1618","BICR16_UPPER_AERODIGESTIVE_TRACT",-0.367468813052988,"PR500","ML210","ferrostatin-1",0.01372,10,0.662954854176141,0.984889929747709,1,-0.337045145823859
"1619","BICR16_UPPER_AERODIGESTIVE_TRACT",-0.367468813052988,"PR500","ML210","ferrostatin-1",0.04115,10,0.662954854176141,0.975629965449553,1,-0.337045145823859
"1620","BICR16_UPPER_AERODIGESTIVE_TRACT",-0.367468813052988,"PR500","ML210","ferrostatin-1",0.1235,10,0.662954854176141,0.96090955364404,1,-0.337045145823859
"1621","BICR16_UPPER_AERODIGESTIVE_TRACT",-0.367468813052988,"PR500","ML210","ferrostatin-1",0.3704,10,0.662954854176141,0.937881210340492,1,-0.337045145823859
"1622","BICR16_UPPER_AERODIGESTIVE_TRACT",-0.367468813052988,"PR500","ML210","ferrostatin-1",1.111,10,0.662954854176141,0.902657496882216,1,-0.337045145823859
"1623","BICR16_UPPER_AERODIGESTIVE_TRACT",-0.367468813052988,"PR500","ML210","ferrostatin-1",10,10,0.662954854176141,0.777640464263124,1,-0.337045145823859
"1624","BICR16_UPPER_AERODIGESTIVE_TRACT",-0.367468813052988,"PR500","ML210","ferrostatin-1",3.333,10,0.662954854176141,0.850631202665612,1,-0.337045145823859
"1625","SNB75_CENTRAL_NERVOUS_SYSTEM",-1.30032451288669,"PR500","ML210","ferrostatin-1",0.01372,10,0.828391104079545,0.965389940750542,1,-0.171608895920455
"1626","SNB75_CENTRAL_NERVOUS_SYSTEM",-1.30032451288669,"PR500","ML210","ferrostatin-1",0.04115,10,0.828391104079545,0.942755023776527,1,-0.171608895920455
"1627","SNB75_CENTRAL_NERVOUS_SYSTEM",-1.30032451288669,"PR500","ML210","ferrostatin-1",0.1235,10,0.828391104079545,0.906720560192922,1,-0.171608895920455
"1628","SNB75_CENTRAL_NERVOUS_SYSTEM",-1.30032451288669,"PR500","ML210","ferrostatin-1",0.3704,10,0.828391104079545,0.85161526165423,1,-0.171608895920454
"1629","SNB75_CENTRAL_NERVOUS_SYSTEM",-1.30032451288669,"PR500","ML210","ferrostatin-1",1.111,10,0.828391104079545,0.772129535660613,0.99999999999184,-0.227870464331227
"1630","SNB75_CENTRAL_NERVOUS_SYSTEM",-1.30032451288669,"PR500","ML210","ferrostatin-1",10,10,0.828391104079545,0.541467426820098,0.981365677580482,-0.439898250760384
"1631","SNB75_CENTRAL_NERVOUS_SYSTEM",-1.30032451288669,"PR500","ML210","ferrostatin-1",3.333,10,0.828391104079545,0.666708908979477,0.999999606576647,-0.33329069759717
"1632","RKN_SOFT_TISSUE",-2.11167524658693,"PR500","ML210","ferrostatin-1",0.01372,10,1,0.824003465891139,1,-0.175996534108861
"1633","RKN_SOFT_TISSUE",-2.11167524658693,"PR500","ML210","ferrostatin-1",0.04115,10,1,0.542998191771356,1,-0.457001808228644
"1634","RKN_SOFT_TISSUE",-2.11167524658693,"PR500","ML210","ferrostatin-1",0.1235,10,1,0.231531779407295,1,-0.768468220592705
"1635","RKN_SOFT_TISSUE",-2.11167524658693,"PR500","ML210","ferrostatin-1",0.3704,10,1,0.0710322381129244,1,-0.928967761887076
"1636","RKN_SOFT_TISSUE",-2.11167524658693,"PR500","ML210","ferrostatin-1",1.111,10,1,0.0190340059580201,0.999999999999998,-0.980965994041978
"1637","RKN_SOFT_TISSUE",-2.11167524658693,"PR500","ML210","ferrostatin-1",10,10,1,0.00124717568023997,0.999999999999664,-0.998752824319424
"1638","RKN_SOFT_TISSUE",-2.11167524658693,"PR500","ML210","ferrostatin-1",3.333,10,1,0.00489854838716718,0.999999999999978,-0.99510145161281
"1639","KE39_STOMACH",-0.169531758468895,"PR300","ML210","ferrostatin-1",0.01372,10,1,0.773862617635267,0.935132319524411,-0.161269701889145
"1640","KE39_STOMACH",-0.169531758468895,"PR300","ML210","ferrostatin-1",0.04115,10,1,0.721798396376879,0.921234297630433,-0.199435901253554
"1641","KE39_STOMACH",-0.169531758468895,"PR300","ML210","ferrostatin-1",0.1235,10,1,0.662931318266838,0.904651537038845,-0.241720218772007
"1642","KE39_STOMACH",-0.169531758468895,"PR300","ML210","ferrostatin-1",0.3704,10,1,0.598577048932136,0.885026402833444,-0.286449353901308
"1643","KE39_STOMACH",-0.169531758468895,"PR300","ML210","ferrostatin-1",1.111,10,1,0.530629582294255,0.861976160529418,-0.331346578235163
"1644","KE39_STOMACH",-0.169531758468895,"PR300","ML210","ferrostatin-1",10,10,1,0.393844729170522,0.804315207213573,-0.410470478043051
"1645","KE39_STOMACH",-0.169531758468895,"PR300","ML210","ferrostatin-1",3.333,10,1,0.461515978801779,0.835160707308673,-0.373644728506894
"1646","NCIH1299_LUNG",-0.355161559339874,"PR500","ML210","ferrostatin-1",0.01372,10,1,0.862290478901522,0.911336298329733,-0.0490458194282104
"1647","NCIH1299_LUNG",-0.355161559339874,"PR500","ML210","ferrostatin-1",0.04115,10,1,0.829427215615131,0.90190331041681,-0.0724760948016786
"1648","NCIH1299_LUNG",-0.355161559339874,"PR500","ML210","ferrostatin-1",0.1235,10,1,0.790600970883655,0.891579770110243,-0.100978799226588
"1649","NCIH1299_LUNG",-0.355161559339874,"PR500","ML210","ferrostatin-1",0.3704,10,1,0.745676644163805,0.880321189218719,-0.134644545054913
"1650","NCIH1299_LUNG",-0.355161559339874,"PR500","ML210","ferrostatin-1",1.111,10,1,0.694830094704955,0.868065450571421,-0.173235355866465
"1651","NCIH1299_LUNG",-0.355161559339874,"PR500","ML210","ferrostatin-1",10,10,1,0.578573203460966,0.840356936834041,-0.261783733373075
"1652","NCIH1299_LUNG",-0.355161559339874,"PR500","ML210","ferrostatin-1",3.333,10,1,0.638733255474464,0.854759453904354,-0.21602619842989
"1653","CALU1_LUNG",-1.23277832352655,"PR500","ML210","ferrostatin-1",0.01372,10,0.722300434450073,0.943463290950318,0.895589705099276,-0.173289270649203
"1654","CALU1_LUNG",-1.23277832352655,"PR500","ML210","ferrostatin-1",0.04115,10,0.722300434450073,0.855433565712108,0.889645477209898,-0.167345042759825
"1655","CALU1_LUNG",-1.23277832352655,"PR500","ML210","ferrostatin-1",0.1235,10,0.722300434450073,0.677096359720351,0.883403123663942,-0.206306763943591
"1656","CALU1_LUNG",-1.23277832352655,"PR500","ML210","ferrostatin-1",0.3704,10,0.722300434450073,0.426459062066205,0.876860654878511,-0.450401592812306
"1657","CALU1_LUNG",-1.23277832352655,"PR500","ML210","ferrostatin-1",1.111,10,0.722300434450073,0.208635423572968,0.870004522633077,-0.66136909906011
"1658","CALU1_LUNG",-1.23277832352655,"PR500","ML210","ferrostatin-1",10,10,0.722300434450073,0.0320674902357726,0.855314558690364,-0.823247068454591
"1659","CALU1_LUNG",-1.23277832352655,"PR500","ML210","ferrostatin-1",3.333,10,0.722300434450073,0.0854736751371341,0.862825170124135,-0.777351494987001
"1660","NCIH1092_LUNG",-0.385961214658259,"PR300","ML210","ferrostatin-1",0.01372,10,0.986569647102754,1,0.999415055552637,-0.0128454084498828
"1661","NCIH1092_LUNG",-0.385961214658259,"PR300","ML210","ferrostatin-1",0.04115,10,0.986569647102754,1,0.998420798844703,-0.0118511517419486
"1662","NCIH1092_LUNG",-0.385961214658259,"PR300","ML210","ferrostatin-1",0.1235,10,0.986569647102754,1,0.995741269775208,-0.00917162267245386
"1663","NCIH1092_LUNG",-0.385961214658259,"PR300","ML210","ferrostatin-1",0.3704,10,0.986569647102754,1,0.98857417976248,-0.00200453265972578
"1664","NCIH1092_LUNG",-0.385961214658259,"PR300","ML210","ferrostatin-1",1.111,10,0.986569647102754,1,0.969709960734901,0.0168596863678534
"1665","NCIH1092_LUNG",-0.385961214658259,"PR300","ML210","ferrostatin-1",10,10,0.986569647102754,1,0.814170772164632,0.172398874938122
"1666","NCIH1092_LUNG",-0.385961214658259,"PR300","ML210","ferrostatin-1",3.333,10,0.986569647102754,1,0.922141479042098,0.064428168060656
"1667","CAL78_BONE",-0.942322681724913,"PR500","ML210","ferrostatin-1",0.01372,10,0.685762997802969,0.93496790724384,0.514816897458737,0.126349497462367
"1668","CAL78_BONE",-0.942322681724913,"PR500","ML210","ferrostatin-1",0.04115,10,0.685762997802969,0.881894739863793,0.61879420889998,0
"1669","CAL78_BONE",-0.942322681724913,"PR500","ML210","ferrostatin-1",0.1235,10,0.685762997802969,0.794941806825622,0.712965914290551,-0.0272029164875821
"1670","CAL78_BONE",-0.942322681724913,"PR500","ML210","ferrostatin-1",0.3704,10,0.685762997802969,0.668155912764171,0.791661650475142,-0.123505737710971
"1671","CAL78_BONE",-0.942322681724913,"PR500","ML210","ferrostatin-1",1.111,10,0.685762997802969,0.511169107347622,0.853227629201439,-0.342058521853818
"1672","CAL78_BONE",-0.942322681724913,"PR500","ML210","ferrostatin-1",10,10,0.685762997802969,0.219953838029227,0.931544954657275,-0.711591116628047
"1673","CAL78_BONE",-0.942322681724913,"PR500","ML210","ferrostatin-1",3.333,10,0.685762997802969,0.351923266694386,0.89892946945549,-0.547006202761105
"1674","SNU410_PANCREAS",-1.34659917920863,"PR500","ML210","ferrostatin-1",0.01372,10,1,0.791991251431553,0.76449464128778,0
"1675","SNU410_PANCREAS",-1.34659917920863,"PR500","ML210","ferrostatin-1",0.04115,10,1,0.680758679251494,0.77719591357076,-0.0964372343192657
"1676","SNU410_PANCREAS",-1.34659917920863,"PR500","ML210","ferrostatin-1",0.1235,10,1,0.544186670252076,0.789407935496689,-0.245221265244613
"1677","SNU410_PANCREAS",-1.34659917920863,"PR500","ML210","ferrostatin-1",0.3704,10,1,0.400715094140106,0.80111484948814,-0.400399755348034
"1678","SNU410_PANCREAS",-1.34659917920863,"PR500","ML210","ferrostatin-1",1.111,10,1,0.272449663980215,0.812326588213075,-0.53987692423286
"1679","SNU410_PANCREAS",-1.34659917920863,"PR500","ML210","ferrostatin-1",10,10,1,0.105085126737992,0.833282793998146,-0.728197667260154
"1680","SNU410_PANCREAS",-1.34659917920863,"PR500","ML210","ferrostatin-1",3.333,10,1,0.173350219147589,0.823047612620167,-0.649697393472578
"1681","CAL33_UPPER_AERODIGESTIVE_TRACT",-0.872170520101213,"PR300","ML210","ferrostatin-1",0.01372,10,1,0.967695893510084,0.847421754793283,0.076543428686987
"1682","CAL33_UPPER_AERODIGESTIVE_TRACT",-0.872170520101213,"PR300","ML210","ferrostatin-1",0.04115,10,1,0.948920137288187,0.830391021922793,0.086435058781218
"1683","CAL33_UPPER_AERODIGESTIVE_TRACT",-0.872170520101213,"PR300","ML210","ferrostatin-1",0.1235,10,1,0.920111520712364,0.811869955396995,0.087908617708295
"1684","CAL33_UPPER_AERODIGESTIVE_TRACT",-0.872170520101213,"PR300","ML210","ferrostatin-1",0.3704,10,1,0.877190060347506,0.791846191252464,0.074188252111014
"1685","CAL33_UPPER_AERODIGESTIVE_TRACT",-0.872170520101213,"PR300","ML210","ferrostatin-1",1.111,10,1,0.815818333437981,0.770292357301133,0.0400771653449171
"1686","CAL33_UPPER_AERODIGESTIVE_TRACT",-0.872170520101213,"PR300","ML210","ferrostatin-1",10,10,1,0.630051036536936,0.72265217586712,-0.0926011393301844
"1687","CAL33_UPPER_AERODIGESTIVE_TRACT",-0.872170520101213,"PR300","ML210","ferrostatin-1",3.333,10,1,0.733093372416644,0.747215243318238,-0.0141218709015941
"1688","NCIH2030_LUNG",-1.07159069148523,"PR500","ML210","ferrostatin-1",0.01372,10,1,0.999363382092278,0.935809833268539,0
"1689","NCIH2030_LUNG",-1.07159069148523,"PR500","ML210","ferrostatin-1",0.04115,10,1,0.997759158652252,0.928824132599742,0
"1690","NCIH2030_LUNG",-1.07159069148523,"PR500","ML210","ferrostatin-1",0.1235,10,1,0.992138409351346,0.92113750607425,0
"1691","NCIH2030_LUNG",-1.07159069148523,"PR500","ML210","ferrostatin-1",0.3704,10,1,0.972823790434924,0.912704211338521,0
"1692","NCIH2030_LUNG",-1.07159069148523,"PR500","ML210","ferrostatin-1",1.111,10,1,0.910336064791351,0.903462809428097,0
"1693","NCIH2030_LUNG",-1.07159069148523,"PR500","ML210","ferrostatin-1",10,10,1,0.44942006259525,0.882327108233609,-0.432907045638359
"1694","NCIH2030_LUNG",-1.07159069148523,"PR500","ML210","ferrostatin-1",3.333,10,1,0.742197748088666,0.893355663993686,-0.15115791590502
"1695","KURAMOCHI_OVARY",-1.39050840949755,"PR500","ML210","ferrostatin-1",0.01372,10,0.773475904626786,0.887983006834128,0.999999998994596,-0.22652409436781
"1696","KURAMOCHI_OVARY",-1.39050840949755,"PR500","ML210","ferrostatin-1",0.04115,10,0.773475904626786,0.858654094855457,0.999999974558725,-0.226524069931939
"1697","KURAMOCHI_OVARY",-1.39050840949755,"PR500","ML210","ferrostatin-1",0.1235,10,0.773475904626786,0.823152407439175,0.999999354992548,-0.226523450365763
"1698","KURAMOCHI_OVARY",-1.39050840949755,"PR500","ML210","ferrostatin-1",0.3704,10,0.773475904626786,0.781035950217689,0.99998367993543,-0.226507775308645
"1699","KURAMOCHI_OVARY",-1.39050840949755,"PR500","ML210","ferrostatin-1",1.111,10,0.773475904626786,0.732148841248132,0.999587115613988,-0.267438274365856
"1700","KURAMOCHI_OVARY",-1.39050840949755,"PR500","ML210","ferrostatin-1",10,10,0.773475904626786,0.616121582184587,0.790549175884705,-0.174427593700119
"1701","KURAMOCHI_OVARY",-1.39050840949755,"PR500","ML210","ferrostatin-1",3.333,10,0.773475904626786,0.676853161191294,0.989648634424067,-0.312795473232773
"1702","NCIH2171_LUNG",-0.469549740611803,"PR300","ML210","ferrostatin-1",0.01372,10,1,0.809231607112035,0.796815068583283,0.0124165385287528
"1703","NCIH2171_LUNG",-0.469549740611803,"PR300","ML210","ferrostatin-1",0.04115,10,1,0.909890958497157,0.825873536601754,0.0840174218954025
"1704","NCIH2171_LUNG",-0.469549740611803,"PR300","ML210","ferrostatin-1",0.1235,10,1,0.960078309078036,0.851564630034963,0.108513679043073
"1705","NCIH2171_LUNG",-0.469549740611803,"PR300","ML210","ferrostatin-1",0.3704,10,1,0.982831357569797,0.874030432873218,0.108800924696579
"1706","NCIH2171_LUNG",-0.469549740611803,"PR300","ML210","ferrostatin-1",1.111,10,1,0.992715402666955,0.893522660987609,0.0991927416793461
"1707","NCIH2171_LUNG",-0.469549740611803,"PR300","ML210","ferrostatin-1",10,10,1,0.998707266715794,0.924676270541594,0.0740309961741992
"1708","NCIH2171_LUNG",-0.469549740611803,"PR300","ML210","ferrostatin-1",3.333,10,1,0.996927397116764,0.910310769076506,0.086616628040258
"1709","OVISE_OVARY",-0.970895203485855,"PR500","ML210","ferrostatin-1",0.01372,10,0.848859147423685,0.998959686916059,1,-0.151140852576315
"1710","OVISE_OVARY",-0.970895203485855,"PR500","ML210","ferrostatin-1",0.04115,10,0.848859147423685,0.98772747031585,1,-0.151140852576315
"1711","OVISE_OVARY",-0.970895203485855,"PR500","ML210","ferrostatin-1",0.1235,10,0.848859147423685,0.870730334626892,1,-0.151140852576315
"1712","OVISE_OVARY",-0.970895203485855,"PR500","ML210","ferrostatin-1",0.3704,10,0.848859147423685,0.360854619580472,1,-0.639145380419528
"1713","OVISE_OVARY",-0.970895203485855,"PR500","ML210","ferrostatin-1",1.111,10,0.848859147423685,0.0451765530146956,1,-0.954823446985304
"1714","OVISE_OVARY",-0.970895203485855,"PR500","ML210","ferrostatin-1",10,10,0.848859147423685,0.000331825500619672,1,-0.99966817449938
"1715","OVISE_OVARY",-0.970895203485855,"PR500","ML210","ferrostatin-1",3.333,10,0.848859147423685,0.00394778121714859,1,-0.996052218782851
"1716","ABC1_LUNG",-0.714203282242057,"PR500","ML210","ferrostatin-1",0.01372,10,1,0.999039766808309,0.882365510617736,0.0630802366837344
"1717","ABC1_LUNG",-0.714203282242057,"PR500","ML210","ferrostatin-1",0.04115,10,1,0.993269205865668,0.884567663790971,0.0415460002813118
"1718","ABC1_LUNG",-0.714203282242057,"PR500","ML210","ferrostatin-1",0.1235,10,1,0.954352810367816,0.886735151211642,0
"1719","ABC1_LUNG",-0.714203282242057,"PR500","ML210","ferrostatin-1",0.3704,10,1,0.747830376681436,0.88886575439057,-0.141035377709135
"1720","ABC1_LUNG",-0.714203282242057,"PR500","ML210","ferrostatin-1",1.111,10,1,0.296065857450149,0.890961377666727,-0.594895520216577
"1721","ABC1_LUNG",-0.714203282242057,"PR500","ML210","ferrostatin-1",10,10,1,0.00838180352608877,0.895049581927342,-0.886667778401253
"1722","ABC1_LUNG",-0.714203282242057,"PR500","ML210","ferrostatin-1",3.333,10,1,0.0562741700825457,0.893022575262551,-0.836748405180006
"1723","SNU61_LARGE_INTESTINE",-0.407176229947965,"PR500","ML210","ferrostatin-1",0.01372,10,0.70979731907313,0.889909079654182,0.86877619069762,-0.15897887162449
"1724","SNU61_LARGE_INTESTINE",-0.407176229947965,"PR500","ML210","ferrostatin-1",0.04115,10,0.70979731907313,0.857459991165647,0.831793422858822,-0.121996103785692
"1725","SNU61_LARGE_INTESTINE",-0.407176229947965,"PR500","ML210","ferrostatin-1",0.1235,10,0.70979731907313,0.817382979818512,0.786915019076086,-0.0771177000029564
"1726","SNU61_LARGE_INTESTINE",-0.407176229947965,"PR500","ML210","ferrostatin-1",0.3704,10,0.70979731907313,0.769104725884862,0.733928477087104,-0.0241311580139744
"1727","SNU61_LARGE_INTESTINE",-0.407176229947965,"PR500","ML210","ferrostatin-1",1.111,10,0.70979731907313,0.712546696236103,0.673232043359154,0
"1728","SNU61_LARGE_INTESTINE",-0.407176229947965,"PR500","ML210","ferrostatin-1",10,10,0.70979731907313,0.578521156845677,0.534720083185202,0
"1729","SNU61_LARGE_INTESTINE",-0.407176229947965,"PR500","ML210","ferrostatin-1",3.333,10,0.70979731907313,0.64845587663836,0.606108915508089,0
"1730","NCIH2004RT_SOFT_TISSUE",-1.15455090376588,"PR300","ML210","ferrostatin-1",0.01372,10,0.941653799132578,0.919665061210218,0.827673216580941,0.0383328822371559
"1731","NCIH2004RT_SOFT_TISSUE",-1.15455090376588,"PR300","ML210","ferrostatin-1",0.04115,10,0.941653799132578,0.81405670756206,0.824478922552362,-0.0104222149903016
"1732","NCIH2004RT_SOFT_TISSUE",-1.15455090376588,"PR300","ML210","ferrostatin-1",0.1235,10,0.941653799132578,0.625932115565364,0.821236281131985,-0.19530416556662
"1733","NCIH2004RT_SOFT_TISSUE",-1.15455090376588,"PR300","ML210","ferrostatin-1",0.3704,10,0.941653799132578,0.390219797707109,0.81794899599222,-0.427729198285112
"1734","NCIH2004RT_SOFT_TISSUE",-1.15455090376588,"PR300","ML210","ferrostatin-1",1.111,10,0.941653799132578,0.196603374358792,0.814614631937937,-0.618011257579146
"1735","NCIH2004RT_SOFT_TISSUE",-1.15455090376588,"PR300","ML210","ferrostatin-1",10,10,0.941653799132578,0.0345360114923536,0.807803381540568,-0.773267370048214
"1736","NCIH2004RT_SOFT_TISSUE",-1.15455090376588,"PR300","ML210","ferrostatin-1",3.333,10,0.941653799132578,0.0855603559344992,0.811232733143199,-0.7256723772087
"1737","BXPC3_PANCREAS",-0.511477990947869,"PR500","ML210","ferrostatin-1",0.01372,10,1,0.540988602280965,0.928717816868069,-0.00166846032855095
"1738","BXPC3_PANCREAS",-0.511477990947869,"PR500","ML210","ferrostatin-1",0.04115,10,1,0.60992819611922,0.924542329936298,0
"1739","BXPC3_PANCREAS",-0.511477990947869,"PR500","ML210","ferrostatin-1",0.1235,10,1,0.674775514370723,0.920140624298982,0
"1740","BXPC3_PANCREAS",-0.511477990947869,"PR500","ML210","ferrostatin-1",0.3704,10,1,0.733517854178774,0.915508537850208,0
"1741","BXPC3_PANCREAS",-0.511477990947869,"PR500","ML210","ferrostatin-1",1.111,10,1,0.785034166016157,0.910633461273747,0
"1742","BXPC3_PANCREAS",-0.511477990947869,"PR500","ML210","ferrostatin-1",10,10,1,0.865387070765111,0.900114576846572,0
"1743","BXPC3_PANCREAS",-0.511477990947869,"PR500","ML210","ferrostatin-1",3.333,10,1,0.828920786053347,0.905505268975481,0
"1744","SNU761_LIVER",-1.07047200617427,"PR500","ML210","ferrostatin-1",0.01372,10,1,0.999415902183183,1,-0.00058409781681712
"1745","SNU761_LIVER",-1.07047200617427,"PR500","ML210","ferrostatin-1",0.04115,10,1,0.99285639850941,1,-0.00714360149059001
"1746","SNU761_LIVER",-1.07047200617427,"PR500","ML210","ferrostatin-1",0.1235,10,1,0.91851948495265,1,-0.0814805150473495
