ccle_name,DepMap_ID,pert1,pert2,dose1,dose2,capped_library,capped_anchor,capped_combination,library,anchor,combination,S,LS,BLISS.NULL,HSA.NULL,XPR_GPX4,antagonism_count_across_doses
GCT_SOFT_TISSUE,ACH-000835,ML210,ferrostatin-1,0.1235,10,0.774660187486171,1,1,0.774660187486171,1.07807612963792,1.42882291434737,-0.225339812513829,-0.368364498485591,0.774660187486171,0.774660187486171,-0.867019485857687,0
GCT_SOFT_TISSUE,ACH-000835,ML210,ferrostatin-1,0.3704,10,0.385969530734092,1,1,0.385969530734092,1.07807612963792,1.16542093287842,-0.614030469265908,-1.37344113235215,0.385969530734092,0.385969530734092,-0.867019485857687,0
GCT_SOFT_TISSUE,ACH-000835,ML210,ferrostatin-1,1.111,10,0.0606246104983583,1,1,0.0606246104983583,1.07807612963792,1.04542012448468,-0.939375389501642,-4.04395261660025,0.0606246104983583,0.0606246104983583,-0.867019485857687,0
GCT_SOFT_TISSUE,ACH-000835,ML210,ferrostatin-1,10,10,0.0488267217621942,1,1,0.0488267217621942,1.07807612963792,1.41771610084375,-0.951173278237806,-4.35618527143874,0.0488267217621942,0.0488267217621942,-0.867019485857687,0
GCT_SOFT_TISSUE,ACH-000835,ML210,ferrostatin-1,3.333,10,0.104220542684902,1,0.677386439821751,0.104220542684902,1.07807612963792,0.677386439821751,-0.573165897136849,-2.70033943457262,0.104220542684902,0.104220542684902,-0.867019485857687,0
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000081,ML210,ferrostatin-1,0.01372,10,1,1,0.719797115524866,1.07488364671941,1.23823792599198,0.719797115524866,0.280202884475134,0.474337773989419,1,1,NA,2
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000081,ML210,ferrostatin-1,0.04115,10,0.885731816711667,1,1,0.885731816711667,1.23823792599198,1.06212847586261,-0.114268183288333,-0.17505815148893,0.885731816711667,0.885731816711667,NA,2
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000081,ML210,ferrostatin-1,0.1235,10,1,1,0.760080491463198,1.17603785070262,1.23823792599198,0.760080491463198,0.239919508536802,0.395775888849753,1,1,NA,2
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000081,ML210,ferrostatin-1,0.3704,10,0.316832384667837,1,0.801091842015016,0.316832384667837,1.23823792599198,0.801091842015016,-0.484259457347179,-1.33824784498858,0.316832384667837,0.316832384667837,NA,2
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000081,ML210,ferrostatin-1,1.111,10,0.811424065532184,1,0.759751191350065,0.811424065532184,1.23823792599198,0.759751191350065,0.0516728741821189,0.0949290591828179,0.811424065532184,0.811424065532184,NA,2
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000081,ML210,ferrostatin-1,10,10,0.749609833516346,1,0.901583939790048,0.749609833516346,1.23823792599198,0.901583939790048,-0.151974106273702,-0.266321937886101,0.749609833516346,0.749609833516346,NA,2
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000081,ML210,ferrostatin-1,3.333,10,0.899693988535886,1,0.725379490961037,0.899693988535886,1.23823792599198,0.725379490961037,0.174314497574849,0.310698427535593,0.899693988535886,0.899693988535886,NA,2
GI1_CENTRAL_NERVOUS_SYSTEM,ACH-000756,ML210,ferrostatin-1,0.01372,10,0.768057073165673,1,0.918790813746266,0.768057073165673,1.49905711377295,0.918790813746266,-0.150733740580593,-0.25852291300741,0.768057073165673,0.768057073165673,-0.438430819967453,0
GI1_CENTRAL_NERVOUS_SYSTEM,ACH-000756,ML210,ferrostatin-1,0.04115,10,1,1,1,1.23370911719905,1.49905711377295,1.47655629529078,0,0,1,1,-0.438430819967453,0
GI1_CENTRAL_NERVOUS_SYSTEM,ACH-000756,ML210,ferrostatin-1,0.1235,10,0.544247233855865,1,1,0.544247233855865,1.49905711377295,1.04183378383675,-0.455752766144135,-0.877665924972855,0.544247233855865,0.544247233855865,-0.438430819967453,0
GI1_CENTRAL_NERVOUS_SYSTEM,ACH-000756,ML210,ferrostatin-1,0.3704,10,0.806829898592783,1,0.897481097501311,0.806829898592783,1.49905711377295,0.897481097501311,-0.0906511989085284,-0.153617006903849,0.806829898592783,0.806829898592783,-0.438430819967453,0
GI1_CENTRAL_NERVOUS_SYSTEM,ACH-000756,ML210,ferrostatin-1,1.111,10,0.376247899175889,1,1,0.376247899175889,1.49905711377295,1.13919490057423,-0.623752100824111,-1.41024456844888,0.376247899175889,0.376247899175889,-0.438430819967453,0
GI1_CENTRAL_NERVOUS_SYSTEM,ACH-000756,ML210,ferrostatin-1,10,10,0.325132254304054,1,1,0.325132254304054,1.49905711377295,1.02840222338802,-0.674867745695946,-1.62090141115592,0.325132254304054,0.325132254304054,-0.438430819967453,0
GI1_CENTRAL_NERVOUS_SYSTEM,ACH-000756,ML210,ferrostatin-1,3.333,10,0.306222619267387,1,1,0.306222619267387,1.49905711377295,1.01588230728327,-0.693777380732613,-1.70734724281503,0.306222619267387,0.306222619267387,-0.438430819967453,0
GIMEN_AUTONOMIC_GANGLIA,ACH-001344,ML210,ferrostatin-1,0.01372,10,1,1,0.922763354139463,1.0732500970135,1.66714284727515,0.922763354139463,0.077236645860537,0.115967383726291,1,1,-1.13408966923327,0
GIMEN_AUTONOMIC_GANGLIA,ACH-001344,ML210,ferrostatin-1,0.04115,10,0.930787859023259,1,0.987160051423321,0.930787859023259,1.66714284727515,0.987160051423321,-0.0563721924000625,-0.0848316197242071,0.930787859023259,0.930787859023259,-1.13408966923327,0
GIMEN_AUTONOMIC_GANGLIA,ACH-001344,ML210,ferrostatin-1,0.1235,10,0.344989087831931,1,1,0.344989087831931,1.66714284727515,1.35416940275321,-0.655010912168069,-1.53537736540158,0.344989087831931,0.344989087831931,-1.13408966923327,0
GIMEN_AUTONOMIC_GANGLIA,ACH-001344,ML210,ferrostatin-1,0.3704,10,0.118821466621218,1,0.907735728890276,0.118821466621218,1.66714284727515,0.907735728890276,-0.788914262269057,-2.93347684260739,0.118821466621218,0.118821466621218,-1.13408966923327,0
GIMEN_AUTONOMIC_GANGLIA,ACH-001344,ML210,ferrostatin-1,1.111,10,0.103706212336641,1,0.876309149459073,0.103706212336641,1.66714284727515,0.876309149459073,-0.772602937122432,-3.07893760317994,0.103706212336641,0.103706212336641,-1.13408966923327,0
GIMEN_AUTONOMIC_GANGLIA,ACH-001344,ML210,ferrostatin-1,10,10,0.0914978803932132,1,1,0.0914978803932132,1.66714284727515,1.22097654125563,-0.908502119606787,-3.45011786694219,0.0914978803932132,0.0914978803932132,-1.13408966923327,0
GIMEN_AUTONOMIC_GANGLIA,ACH-001344,ML210,ferrostatin-1,3.333,10,0.124830514442618,1,0.697910401150604,0.124830514442618,1.66714284727515,0.697910401150604,-0.573079886707986,-2.48307119307412,0.124830514442618,0.124830514442618,-1.13408966923327,0
GOS3_CENTRAL_NERVOUS_SYSTEM,ACH-000027,ML210,ferrostatin-1,0.01372,10,1,0.825655322451942,1,1.0789277141276,0.825655322451942,1.00721635795094,-0.174344677548058,-0.276388454124881,0.825655322451942,0.825655322451942,NA,0
GOS3_CENTRAL_NERVOUS_SYSTEM,ACH-000027,ML210,ferrostatin-1,0.04115,10,1,0.825655322451942,0.906037541585918,1.06489612039455,0.825655322451942,0.906037541585918,-0.0803822191339763,-0.134031188689753,0.825655322451942,0.825655322451942,NA,0
GOS3_CENTRAL_NERVOUS_SYSTEM,ACH-000027,ML210,ferrostatin-1,0.1235,10,0.696995659914744,0.825655322451942,0.935385508390723,0.696995659914744,0.825655322451942,0.935385508390723,-0.238389848475979,-0.424411405066274,0.575478176334512,0.696995659914744,NA,0
GOS3_CENTRAL_NERVOUS_SYSTEM,ACH-000027,ML210,ferrostatin-1,0.3704,10,0.602933589762293,0.825655322451942,0.988992043970421,0.602933589762293,0.825655322451942,0.988992043970421,-0.386058454208128,-0.71395981019988,0.497815327472293,0.602933589762293,NA,0
GOS3_CENTRAL_NERVOUS_SYSTEM,ACH-000027,ML210,ferrostatin-1,1.111,10,0.426155651229547,0.825655322451942,1,0.426155651229547,0.825655322451942,1.07851009457612,-0.573844348770453,-1.23054763100251,0.351857681630649,0.426155651229547,NA,0
GOS3_CENTRAL_NERVOUS_SYSTEM,ACH-000027,ML210,ferrostatin-1,10,10,0.393087004613073,0.825655322451942,0.909011167995451,0.393087004613073,0.825655322451942,0.909011167995451,-0.515924163382378,-1.2094493499886,0.324554377545475,0.393087004613073,NA,0
GOS3_CENTRAL_NERVOUS_SYSTEM,ACH-000027,ML210,ferrostatin-1,3.333,10,0.346089050734893,0.825655322451942,1,0.346089050734893,0.825655322451942,1.24263318817541,-0.653910949265107,-1.53078479539598,0.285750266781605,0.346089050734893,NA,0
GP2D_LARGE_INTESTINE,ACH-000982,ML210,ferrostatin-1,0.01372,10,0.844172038125154,0.929911080998949,0.916925320286258,0.844172038125154,0.929911080998949,0.916925320286258,-0.0727532821611033,-0.119267194080883,0.785004932522048,0.844172038125154,NA,1
GP2D_LARGE_INTESTINE,ACH-000982,ML210,ferrostatin-1,0.04115,10,1,0.929911080998949,0.881111128958114,1.10494068419431,0.929911080998949,0.881111128958114,0.0487999520408349,0.0777687823180371,0.929911080998949,0.929911080998949,NA,1
GP2D_LARGE_INTESTINE,ACH-000982,ML210,ferrostatin-1,0.1235,10,0.73852900900045,0.929911080998949,1,0.73852900900045,0.929911080998949,1.43341028772274,-0.26147099099955,-0.437273504541664,0.686766309108691,0.73852900900045,NA,1
GP2D_LARGE_INTESTINE,ACH-000982,ML210,ferrostatin-1,0.3704,10,1,0.929911080998949,0.750845437624022,1.02458829165301,0.929911080998949,0.750845437624022,0.179065643374927,0.308576813005307,0.929911080998949,0.929911080998949,NA,1
GP2D_LARGE_INTESTINE,ACH-000982,ML210,ferrostatin-1,1.111,10,1,0.929911080998949,0.88644880913835,1.1660905198197,0.929911080998949,0.88644880913835,0.0434622718605989,0.069055450489292,0.929911080998949,0.929911080998949,NA,1
GP2D_LARGE_INTESTINE,ACH-000982,ML210,ferrostatin-1,10,10,0.628715316548714,0.929911080998949,0.965355623967071,0.628715316548714,0.929911080998949,0.965355623967071,-0.336640307418357,-0.618653599665422,0.584649339652411,0.628715316548714,NA,1
GP2D_LARGE_INTESTINE,ACH-000982,ML210,ferrostatin-1,3.333,10,0.66943282233722,0.929911080998949,1,0.66943282233722,0.929911080998949,1.24840355961536,-0.33056717766278,-0.57898880669192,0.622512999475782,0.66943282233722,NA,1
GP5D_LARGE_INTESTINE,ACH-001345,ML210,ferrostatin-1,0.01372,10,0.933419578631289,0.982298716596761,0.967314405306155,0.933419578631289,0.982298716596761,0.967314405306155,-0.0338948266748661,-0.0514591553704503,0.916896854135805,0.933419578631289,0.111432007984801,0
GP5D_LARGE_INTESTINE,ACH-001345,ML210,ferrostatin-1,0.04115,10,1,0.982298716596761,1,1.23929749965463,0.982298716596761,1.00294064922393,-0.0177012834032387,-0.0257662807147789,0.982298716596761,0.982298716596761,0.111432007984801,0
GP5D_LARGE_INTESTINE,ACH-001345,ML210,ferrostatin-1,0.1235,10,0.888009447393528,0.982298716596761,1,0.888009447393528,0.982298716596761,1.12478349156676,-0.111990552606472,-0.171353069623591,0.872290540500462,0.888009447393528,0.111432007984801,0
GP5D_LARGE_INTESTINE,ACH-001345,ML210,ferrostatin-1,0.3704,10,1,0.982298716596761,0.854773228983737,1.44620675845788,0.982298716596761,0.854773228983737,0.127525487613024,0.200620089863689,0.982298716596761,0.982298716596761,0.111432007984801,0
GP5D_LARGE_INTESTINE,ACH-001345,ML210,ferrostatin-1,1.111,10,1,0.982298716596761,0.968664455706776,1.27618587993439,0.982298716596761,0.968664455706776,0.0136342608899849,0.0201648099583789,0.982298716596761,0.982298716596761,0.111432007984801,0
GP5D_LARGE_INTESTINE,ACH-001345,ML210,ferrostatin-1,10,10,1,0.982298716596761,1,1.37703767495363,0.982298716596761,1.42098734986623,-0.0177012834032387,-0.0257662807147789,0.982298716596761,0.982298716596761,0.111432007984801,0
GP5D_LARGE_INTESTINE,ACH-001345,ML210,ferrostatin-1,3.333,10,1,0.982298716596761,1,1.12636265346746,0.982298716596761,1.31437277263235,-0.0177012834032387,-0.0257662807147789,0.982298716596761,0.982298716596761,0.111432007984801,0
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000073,ML210,ferrostatin-1,0.01372,10,1,1,1,1.12053487619869,1.08821511292661,1.19397873321476,0,0,1,1,NA,0
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000073,ML210,ferrostatin-1,0.04115,10,1,1,0.928811944057988,1.38958089936616,1.08821511292661,0.928811944057988,0.0711880559420118,0.106541570226484,1,1,NA,0
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000073,ML210,ferrostatin-1,0.1235,10,1,1,1,1.28287456462233,1.08821511292661,1.20032436310336,0,0,1,1,NA,0
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000073,ML210,ferrostatin-1,0.3704,10,0.866312914676383,1,1,0.866312914676383,1.08821511292661,1.0084846678461,-0.133687085323617,-0.207039870268807,0.866312914676383,0.866312914676383,NA,0
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000073,ML210,ferrostatin-1,1.111,10,0.28937368643625,1,1,0.28937368643625,1.08821511292661,1.06151364145441,-0.71062631356375,-1.78899435537396,0.28937368643625,0.28937368643625,NA,0
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000073,ML210,ferrostatin-1,10,10,0.32452875775633,1,0.946613257304573,0.32452875775633,1.08821511292661,0.946613257304573,-0.622084499548242,-1.54442880042853,0.32452875775633,0.32452875775633,NA,0
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000073,ML210,ferrostatin-1,3.333,10,0.299050170024139,1,1,0.299050170024139,1.08821511292661,1.411693077577,-0.700949829975861,-1.74154055704163,0.299050170024139,0.299050170024139,NA,0
GSS_STOMACH,ACH-000746,ML210,ferrostatin-1,0.01372,10,0.816738683220586,0.901498886953291,0.657113913986187,0.816738683220586,0.901498886953291,0.657113913986187,0.0791750998688678,0.164128684629518,0.736289013855055,0.816738683220586,0.135510266190351,1
GSS_STOMACH,ACH-000746,ML210,ferrostatin-1,0.04115,10,1,0.901498886953291,0.697926310004826,1.16202243281922,0.901498886953291,0.697926310004826,0.203572576948465,0.369250991751703,0.901498886953291,0.901498886953291,0.135510266190351,1
GSS_STOMACH,ACH-000746,ML210,ferrostatin-1,0.1235,10,0.73480068920359,0.901498886953291,1,0.73480068920359,0.901498886953291,1.17868927296661,-0.26519931079641,-0.444575115266985,0.662422003449547,0.73480068920359,0.135510266190351,1
GSS_STOMACH,ACH-000746,ML210,ferrostatin-1,0.3704,10,0.751440055053834,0.901498886953291,0.85571267351104,0.751440055053834,0.901498886953291,0.85571267351104,-0.104272618457206,-0.187468437731903,0.677422373243151,0.751440055053834,0.135510266190351,1
GSS_STOMACH,ACH-000746,ML210,ferrostatin-1,1.111,10,0.922199808722679,0.901498886953291,1,0.922199808722679,0.901498886953291,1.20747653290232,-0.098501113046709,-0.149602384469855,0.831362101112033,0.901498886953291,0.135510266190351,1
GSS_STOMACH,ACH-000746,ML210,ferrostatin-1,10,10,0.731180600961024,0.901498886953291,1,0.731180600961024,0.901498886953291,1.28046865679842,-0.268819399038976,-0.45170030029634,0.659158497928202,0.731180600961024,0.135510266190351,1
GSS_STOMACH,ACH-000746,ML210,ferrostatin-1,3.333,10,0.692850760826124,0.901498886953291,0.634902610004955,0.692850760826124,0.901498886953291,0.634902610004955,0,0,0.624604189709492,0.692850760826124,0.135510266190351,1
GSU_STOMACH,ACH-000485,ML210,ferrostatin-1,0.01372,10,1,1,0.798027771145859,1.30658007524767,1.02815812600618,0.798027771145859,0.201972228854141,0.325489142177496,1,1,-0.0334706538763253,1
GSU_STOMACH,ACH-000485,ML210,ferrostatin-1,0.04115,10,1,1,1,1.02439966667652,1.02815812600618,1.01229562268472,0,0,1,1,-0.0334706538763253,1
GSU_STOMACH,ACH-000485,ML210,ferrostatin-1,0.1235,10,1,1,0.929552790285735,1.01458639898841,1.02815812600618,0.929552790285735,0.0704472097142651,0.105391295239341,1,1,-0.0334706538763253,1
GSU_STOMACH,ACH-000485,ML210,ferrostatin-1,0.3704,10,1,1,1,1.07265651273843,1.02815812600618,1.1133503908982,0,0,1,1,-0.0334706538763253,1
GSU_STOMACH,ACH-000485,ML210,ferrostatin-1,1.111,10,0.722024626916165,1,0.863526762397127,0.722024626916165,1.02815812600618,0.863526762397127,-0.141502135480962,-0.258192844816888,0.722024626916165,0.722024626916165,-0.0334706538763253,1
GSU_STOMACH,ACH-000485,ML210,ferrostatin-1,10,10,0.801025071588372,1,1,0.801025071588372,1.02815812600618,1.22201529485854,-0.198974928411628,-0.320080696085903,0.801025071588372,0.801025071588372,-0.0334706538763253,1
GSU_STOMACH,ACH-000485,ML210,ferrostatin-1,3.333,10,0.862208360565829,1,0.820010153741835,0.862208360565829,1.02815812600618,0.820010153741835,0.0421982068239939,0.0723947779954979,0.862208360565829,0.862208360565829,-0.0334706538763253,1
H103_UPPER_AERODIGESTIVE_TRACT,ACH-001346,ML210,ferrostatin-1,0.01372,10,1,0.791833984953925,0.9910377919598,1.02805398081355,0.791833984953925,0.9910377919598,-0.199203807005875,-0.323742085646219,0.791833984953925,0.791833984953925,0.249163650300938,0
H103_UPPER_AERODIGESTIVE_TRACT,ACH-001346,ML210,ferrostatin-1,0.04115,10,0.887183839003222,0.791833984953925,0.959057237597754,0.887183839003222,0.791833984953925,0.959057237597754,-0.167223252643828,-0.27641893130376,0.702502314624643,0.791833984953925,0.249163650300938,0
H103_UPPER_AERODIGESTIVE_TRACT,ACH-001346,ML210,ferrostatin-1,0.1235,10,0.671191867678235,0.791833984953925,0.842429057550993,0.671191867678235,0.791833984953925,0.842429057550993,-0.171237189872757,-0.327829963650583,0.531472531252325,0.671191867678235,0.249163650300938,0
H103_UPPER_AERODIGESTIVE_TRACT,ACH-001346,ML210,ferrostatin-1,0.3704,10,0.914535833031313,0.791833984953925,0.751385372613794,0.914535833031313,0.791833984953925,0.751385372613794,0,0,0.724160553052342,0.791833984953925,0.249163650300938,0
H103_UPPER_AERODIGESTIVE_TRACT,ACH-001346,ML210,ferrostatin-1,1.111,10,0.974027187555528,0.791833984953925,0.676386327424633,0.974027187555528,0.791833984953925,0.676386327424633,0.094881501950925,0.189384438198838,0.771267829375558,0.791833984953925,0.249163650300938,0
H103_UPPER_AERODIGESTIVE_TRACT,ACH-001346,ML210,ferrostatin-1,10,10,0.797536447680149,0.791833984953925,1,0.797536447680149,0.791833984953925,1.23399301661818,-0.208166015046075,-0.336730106740983,0.63151646351257,0.791833984953925,0.249163650300938,0
H103_UPPER_AERODIGESTIVE_TRACT,ACH-001346,ML210,ferrostatin-1,3.333,10,0.794350720356608,0.791833984953925,1,0.794350720356608,0.791833984953925,1.13990366637912,-0.208166015046075,-0.336730106740983,0.628993896350994,0.791833984953925,0.249163650300938,0
H157_UPPER_AERODIGESTIVE_TRACT,ACH-001347,ML210,ferrostatin-1,0.01372,10,0.800856294490083,0.692995311989086,1,0.800856294490083,0.692995311989086,1.19432708427144,-0.307004688010914,-0.529082502110694,0.554989657658579,0.692995311989086,-0.57114966520715,0
H157_UPPER_AERODIGESTIVE_TRACT,ACH-001347,ML210,ferrostatin-1,0.04115,10,0.92184895698366,0.692995311989086,1,0.92184895698366,0.692995311989086,1.08335214599191,-0.307004688010914,-0.529082502110694,0.638837005551705,0.692995311989086,-0.57114966520715,0
H157_UPPER_AERODIGESTIVE_TRACT,ACH-001347,ML210,ferrostatin-1,0.1235,10,1,0.692995311989086,0.567262999654374,1.05984168986409,0.692995311989086,0.567262999654374,0.125732312334712,0.288827827050931,0.692995311989086,0.692995311989086,-0.57114966520715,0
H157_UPPER_AERODIGESTIVE_TRACT,ACH-001347,ML210,ferrostatin-1,0.3704,10,0.841182226875321,0.692995311989086,1,0.841182226875321,0.692995311989086,1.59533520474344,-0.307004688010914,-0.529082502110694,0.582935339753137,0.692995311989086,-0.57114966520715,0
H157_UPPER_AERODIGESTIVE_TRACT,ACH-001347,ML210,ferrostatin-1,1.111,10,0.54751976942802,0.692995311989086,0.905111270008157,0.54751976942802,0.692995311989086,0.905111270008157,-0.357591500580137,-0.725184103667947,0.379428633434963,0.54751976942802,-0.57114966520715,0
H157_UPPER_AERODIGESTIVE_TRACT,ACH-001347,ML210,ferrostatin-1,10,10,0.752147093871292,0.692995311989086,0.894591758662442,0.752147093871292,0.692995311989086,0.894591758662442,-0.201596446673356,-0.368383874942557,0.521234409979021,0.692995311989086,-0.57114966520715,0
H157_UPPER_AERODIGESTIVE_TRACT,ACH-001347,ML210,ferrostatin-1,3.333,10,0.74247570799884,0.692995311989086,0.740625750196029,0.74247570799884,0.692995311989086,0.740625750196029,-0.0476304382069432,-0.0958991174597079,0.514532184908974,0.692995311989086,-0.57114966520715,0
H357_UPPER_AERODIGESTIVE_TRACT,ACH-001509,ML210,ferrostatin-1,0.01372,10,0.767317112792965,1,0.978575998990444,0.767317112792965,1.41352301632108,0.978575998990444,-0.211258886197479,-0.350860968588871,0.767317112792965,0.767317112792965,-0.575098995071028,1
H357_UPPER_AERODIGESTIVE_TRACT,ACH-001509,ML210,ferrostatin-1,0.04115,10,1,1,0.943681633744485,1.1260394673461,1.41352301632108,0.943681633744485,0.0563183662555146,0.0836278697137629,1,1,-0.575098995071028,1
H357_UPPER_AERODIGESTIVE_TRACT,ACH-001509,ML210,ferrostatin-1,0.1235,10,1,1,0.435649965873213,1.19856856415007,1.41352301632108,0.435649965873213,0.564350034126787,1.19875866474554,1,1,-0.575098995071028,1
H357_UPPER_AERODIGESTIVE_TRACT,ACH-001509,ML210,ferrostatin-1,0.3704,10,1,1,1,1.07354965516742,1.41352301632108,1.49851108982174,0,0,1,1,-0.575098995071028,1
H357_UPPER_AERODIGESTIVE_TRACT,ACH-001509,ML210,ferrostatin-1,1.111,10,0.930022961987646,1,1,0.930022961987646,1.41352301632108,1.2382599123446,-0.0699770380123544,-0.104661758519648,0.930022961987646,0.930022961987646,-0.575098995071028,1
H357_UPPER_AERODIGESTIVE_TRACT,ACH-001509,ML210,ferrostatin-1,10,10,0.792703482016062,1,1,0.792703482016062,1.41352301632108,1.17036116957636,-0.207296517983938,-0.335146781320576,0.792703482016062,0.792703482016062,-0.575098995071028,1
H357_UPPER_AERODIGESTIVE_TRACT,ACH-001509,ML210,ferrostatin-1,3.333,10,0.910493686594379,1,0.876460816553213,0.910493686594379,1.41352301632108,0.876460816553213,0.0340328700411657,0.054959418861368,0.910493686594379,0.910493686594379,-0.575098995071028,1
H376_UPPER_AERODIGESTIVE_TRACT,ACH-001510,ML210,ferrostatin-1,0.01372,10,0.621425869278996,1,1,0.621425869278996,1.05065199659542,1.29412765160639,-0.378574130721004,-0.686345794361497,0.621425869278996,0.621425869278996,-0.364207934600195,1
H376_UPPER_AERODIGESTIVE_TRACT,ACH-001510,ML210,ferrostatin-1,0.04115,10,0.873437335643653,1,1,0.873437335643653,1.05065199659542,1.35425691985048,-0.126562664356347,-0.195223893518787,0.873437335643653,0.873437335643653,-0.364207934600195,1
H376_UPPER_AERODIGESTIVE_TRACT,ACH-001510,ML210,ferrostatin-1,0.1235,10,1,1,0.803101997922223,1.09503886569236,1.05065199659542,0.803101997922223,0.196898002077777,0.316344866109072,1,1,-0.364207934600195,1
H376_UPPER_AERODIGESTIVE_TRACT,ACH-001510,ML210,ferrostatin-1,0.3704,10,0.906852886870902,1,0.899658632276103,0.906852886870902,1.05065199659542,0.899658632276103,0.00719425459479917,0.0114908431931919,0.906852886870902,0.906852886870902,-0.364207934600195,1
H376_UPPER_AERODIGESTIVE_TRACT,ACH-001510,ML210,ferrostatin-1,1.111,10,0.836728675473279,1,1,0.836728675473279,1.05065199659542,1.10574007589613,-0.163271324526721,-0.257168216446099,0.836728675473279,0.836728675473279,-0.364207934600195,1
H376_UPPER_AERODIGESTIVE_TRACT,ACH-001510,ML210,ferrostatin-1,10,10,0.248538230392057,1,0.991854238715815,0.248538230392057,1.05065199659542,0.991854238715815,-0.743316008323758,-1.99666033446507,0.248538230392057,0.248538230392057,-0.364207934600195,1
H376_UPPER_AERODIGESTIVE_TRACT,ACH-001510,ML210,ferrostatin-1,3.333,10,0.315135369570188,1,1,0.315135369570188,1.05065199659542,1.05359764091863,-0.684864630429812,-1.66595640895515,0.315135369570188,0.315135369570188,-0.364207934600195,1
H413_UPPER_AERODIGESTIVE_TRACT,ACH-001511,ML210,ferrostatin-1,0.01372,10,1,0.999584283342814,1,1.35260464259665,0.999584283342814,1.52204629923358,-0.000415716657186427,-0.000599877057821438,0.999584283342814,0.999584283342814,-0.184560862676338,0
H413_UPPER_AERODIGESTIVE_TRACT,ACH-001511,ML210,ferrostatin-1,0.04115,10,1,0.999584283342814,1,1.01665959651845,0.999584283342814,1.02340049946407,-0.000415716657186427,-0.000599877057821438,0.999584283342814,0.999584283342814,-0.184560862676338,0
H413_UPPER_AERODIGESTIVE_TRACT,ACH-001511,ML210,ferrostatin-1,0.1235,10,1,0.999584283342814,0.983677447547637,1.05423603562921,0.999584283342814,0.983677447547637,0.0159068357951762,0.0231428911974325,0.999584283342814,0.999584283342814,-0.184560862676338,0
H413_UPPER_AERODIGESTIVE_TRACT,ACH-001511,ML210,ferrostatin-1,0.3704,10,1,0.999584283342814,1,1.34224050798251,0.999584283342814,1.27182417613097,-0.000415716657186427,-0.000599877057821438,0.999584283342814,0.999584283342814,-0.184560862676338,0
H413_UPPER_AERODIGESTIVE_TRACT,ACH-001511,ML210,ferrostatin-1,1.111,10,1,0.999584283342814,1,1.28312804882893,0.999584283342814,1.02641977381067,-0.000415716657186427,-0.000599877057821438,0.999584283342814,0.999584283342814,-0.184560862676338,0
H413_UPPER_AERODIGESTIVE_TRACT,ACH-001511,ML210,ferrostatin-1,10,10,1,0.999584283342814,0.99703595849434,1.17077196840179,0.999584283342814,0.99703595849434,0.00254832484847378,0.00368268090319522,0.999584283342814,0.999584283342814,-0.184560862676338,0
H413_UPPER_AERODIGESTIVE_TRACT,ACH-001511,ML210,ferrostatin-1,3.333,10,1,0.999584283342814,0.954768129309876,1.22647473737172,0.999584283342814,0.954768129309876,0.0448161540329377,0.0661778085673681,0.999584283342814,0.999584283342814,-0.184560862676338,0
H4_CENTRAL_NERVOUS_SYSTEM,ACH-000389,ML210,ferrostatin-1,0.01372,10,0.935369326250758,1,0.952359919828006,0.935369326250758,1.86726891685276,0.952359919828006,-0.0169905935772477,-0.0259707869543733,0.935369326250758,0.935369326250758,-0.497263343190524,2
H4_CENTRAL_NERVOUS_SYSTEM,ACH-000389,ML210,ferrostatin-1,0.04115,10,1,1,1,1.68012789649968,1.86726891685276,1.0899589395969,0,0,1,1,-0.497263343190524,2
H4_CENTRAL_NERVOUS_SYSTEM,ACH-000389,ML210,ferrostatin-1,0.1235,10,0.624980246828707,1,0.888884123660481,0.624980246828707,1.86726891685276,0.888884123660481,-0.263903876831774,-0.508184766735958,0.624980246828707,0.624980246828707,-0.497263343190524,2
H4_CENTRAL_NERVOUS_SYSTEM,ACH-000389,ML210,ferrostatin-1,0.3704,10,1,1,1,1.36975540091271,1.86726891685276,1.2848660461039,0,0,1,1,-0.497263343190524,2
H4_CENTRAL_NERVOUS_SYSTEM,ACH-000389,ML210,ferrostatin-1,1.111,10,1,1,0.793087318441599,1.8105270709761,1.86726891685276,0.793087318441599,0.206912681558401,0.334448380348281,1,1,-0.497263343190524,2
