ccle_name,DepMap_ID,pert1,pert2,dose1,dose2,capped_library,capped_anchor,capped_combination,library,anchor,combination,S,LS,BLISS.NULL,HSA.NULL,XPR_GPX4,qval_S.emp.onlyAntagonism,qval_S.emp,is_antagonistic,antagonism_count_across_doses
HSC5_SKIN,ACH-001524,ML210,ferrostatin-1,3.333,10,0.557102413708484,0.904876239580573,0.839922109732096,0.557102413708484,0.904876239580573,0.839922109732096,-0.282819696023612,-0.592312978967866,0.504108737177794,0.557102413708484,0.06591577958088,0.0136,0.0272,1,1
HSKTC_OVARY,ACH-002038,ML210,ferrostatin-1,0.01372,10,1,1,1,1.01025524210283,1.06067106894515,1.08678092715583,0,0,1,1,NA,0.7233,1.4466,0,0
HSKTC_OVARY,ACH-002038,ML210,ferrostatin-1,0.04115,10,0.97801088263155,1,1,0.97801088263155,1.06067106894515,1.0270814102899,-0.0219891173684497,-0.0320775763036999,0.97801088263155,0.97801088263155,NA,0.5248,1.0496,0,0
HSKTC_OVARY,ACH-002038,ML210,ferrostatin-1,0.1235,10,0.973362170863922,1,0.853801206090203,0.973362170863922,1.06067106894515,0.853801206090203,0.119560964773719,0.189076505673845,0.973362170863922,0.973362170863922,NA,0.8507,0.2986,0,0
HSKTC_OVARY,ACH-002038,ML210,ferrostatin-1,0.3704,10,1,1,1,1.37224136817294,1.06067106894515,1.10491782879096,0,0,1,1,NA,0.7233,1.4466,0,0
HSKTC_OVARY,ACH-002038,ML210,ferrostatin-1,1.111,10,1,1,0.88610628151789,1.19851931405862,1.06067106894515,0.88610628151789,0.11389371848211,0.174448345742561,1,1,NA,0.8486,0.3028,0,0
HSKTC_OVARY,ACH-002038,ML210,ferrostatin-1,10,10,0.979134986613445,1,0.637616377195456,0.979134986613445,1.06067106894515,0.637616377195456,0.341518609417989,0.618819082524607,0.979134986613445,0.979134986613445,NA,0.9762,0.0476000000000001,0,0
HSKTC_OVARY,ACH-002038,ML210,ferrostatin-1,3.333,10,1,1,0.920225055207407,1.18931257620075,1.06067106894515,0.920225055207407,0.0797749447925926,0.119941357277569,1,1,NA,0.8082,0.3836,0,0
HT1080_SOFT_TISSUE,ACH-000054,ML210,ferrostatin-1,0.01372,10,0.787431306174072,1,1,0.787431306174072,1.14067532248449,1.37865650369653,-0.212568693825928,-0.344774023533098,0.787431306174072,0.787431306174072,-0.935712040208016,0.2729,0.5458,0,1
HT1080_SOFT_TISSUE,ACH-000054,ML210,ferrostatin-1,0.04115,10,1,1,0.992543456886168,1.45539005879117,1.14067532248449,0.992543456886168,0.00745654311383182,0.0107978252144896,1,1,-0.935712040208016,0.7232,0.5536,0,1
HT1080_SOFT_TISSUE,ACH-000054,ML210,ferrostatin-1,0.1235,10,0.905322780263664,1,1,0.905322780263664,1.14067532248449,1.18229695878218,-0.0946772197363358,-0.143495838093607,0.905322780263664,0.905322780263664,-0.935712040208016,0.401,0.802,0,1
HT1080_SOFT_TISSUE,ACH-000054,ML210,ferrostatin-1,0.3704,10,1,1,0.959423294620159,1.15148827673552,1.14067532248449,0.959423294620159,0.0405767053798413,0.0597606265539307,1,1,-0.935712040208016,0.7657,0.4686,0,1
HT1080_SOFT_TISSUE,ACH-000054,ML210,ferrostatin-1,1.111,10,0.289450663802522,1,0.988501792623997,0.289450663802522,1.14067532248449,0.988501792623997,-0.699051128821475,-1.77192611711967,0.289450663802522,0.289450663802522,-0.935712040208016,0.0022,0.0044,1,1
HT1080_SOFT_TISSUE,ACH-000054,ML210,ferrostatin-1,10,10,0.797785639936787,1,0.645384985707592,0.797785639936787,1.14067532248449,0.645384985707592,0.152400654229195,0.305841140057241,0.797785639936787,0.797785639936787,-0.935712040208016,0.8502,0.2996,0,1
HT1080_SOFT_TISSUE,ACH-000054,ML210,ferrostatin-1,3.333,10,0.66433102607629,1,1,0.66433102607629,1.14067532248449,1.15748661076961,-0.33566897392371,-0.590025801092216,0.66433102607629,0.66433102607629,-0.935712040208016,0.1464,0.2928,0,1
HT115_LARGE_INTESTINE,ACH-000986,ML210,ferrostatin-1,0.01372,10,1,0.817656051064524,1,1.03978918135163,0.817656051064524,1.53477089273654,-0.182343948935476,-0.290433997167245,0.817656051064524,0.817656051064524,-0.0141711856553468,0.2878,0.5756,0,0
HT115_LARGE_INTESTINE,ACH-000986,ML210,ferrostatin-1,0.04115,10,1,0.817656051064524,1,1.04417668774638,0.817656051064524,1.17227905025749,-0.182343948935476,-0.290433997167245,0.817656051064524,0.817656051064524,-0.0141711856553468,0.2878,0.5756,0,0
HT115_LARGE_INTESTINE,ACH-000986,ML210,ferrostatin-1,0.1235,10,1,0.817656051064524,1,1.55934298841027,0.817656051064524,1.28575558038054,-0.182343948935476,-0.290433997167245,0.817656051064524,0.817656051064524,-0.0141711856553468,0.2878,0.5756,0,0
HT115_LARGE_INTESTINE,ACH-000986,ML210,ferrostatin-1,0.3704,10,1,0.817656051064524,0.877234489519262,1.49475580805815,0.817656051064524,0.877234489519262,-0.0595784384547384,-0.101468436681089,0.817656051064524,0.817656051064524,-0.0141711856553468,0.4775,0.955,0,0
HT115_LARGE_INTESTINE,ACH-000986,ML210,ferrostatin-1,1.111,10,0.984775991900847,0.817656051064524,1,0.984775991900847,0.817656051064524,1.3500280575798,-0.182343948935476,-0.290433997167245,0.805208048720796,0.817656051064524,-0.0141711856553468,0.2878,0.5756,0,0
HT115_LARGE_INTESTINE,ACH-000986,ML210,ferrostatin-1,10,10,1,0.817656051064524,1,1.53570453822507,0.817656051064524,1.02510593389552,-0.182343948935476,-0.290433997167245,0.817656051064524,0.817656051064524,-0.0141711856553468,0.2878,0.5756,0,0
HT115_LARGE_INTESTINE,ACH-000986,ML210,ferrostatin-1,3.333,10,1,0.817656051064524,0.744178480865927,1.48002854763655,0.817656051064524,0.744178480865927,0.073477570198597,0.135845424532532,0.817656051064524,0.817656051064524,-0.0141711856553468,0.802,0.396,0,0
HT1197_URINARY_TRACT,ACH-000547,ML210,ferrostatin-1,0.01372,10,1,0.688910976173725,0.70163673674994,1.38872874754142,0.688910976173725,0.70163673674994,-0.0127257605762156,-0.0264067231578438,0.688910976173725,0.688910976173725,-0.393114042584655,0.5405,1.081,0,1
HT1197_URINARY_TRACT,ACH-000547,ML210,ferrostatin-1,0.04115,10,1,0.688910976173725,0.946415735039332,1.06860858190243,0.688910976173725,0.946415735039332,-0.257504758865607,-0.458156495857967,0.688910976173725,0.688910976173725,-0.393114042584655,0.2619,0.5238,0,1
HT1197_URINARY_TRACT,ACH-000547,ML210,ferrostatin-1,0.1235,10,0.799100872794654,0.688910976173725,0.416463598182278,0.799100872794654,0.688910976173725,0.416463598182278,0.134045764155963,0.402576699943994,0.550509362338241,0.688910976173725,-0.393114042584655,0.8216,0.3568,0,1
HT1197_URINARY_TRACT,ACH-000547,ML210,ferrostatin-1,0.3704,10,1,0.688910976173725,0.644702864500907,1.18224590877177,0.688910976173725,0.644702864500907,0.044208111672818,0.0956831705744031,0.688910976173725,0.688910976173725,-0.393114042584655,0.7599,0.4802,0,1
HT1197_URINARY_TRACT,ACH-000547,ML210,ferrostatin-1,1.111,10,1,0.688910976173725,0.81981325686639,1.17636100636238,0.688910976173725,0.81981325686639,-0.130902280692666,-0.250977755233242,0.688910976173725,0.688910976173725,-0.393114042584655,0.4043,0.8086,0,1
HT1197_URINARY_TRACT,ACH-000547,ML210,ferrostatin-1,10,10,0.762669694286633,0.688910976173725,1,0.762669694286633,0.688910976173725,1.08159154049132,-0.311089023826275,-0.537610530725173,0.525411523589121,0.688910976173725,-0.393114042584655,0.1619,0.3238,0,1
HT1197_URINARY_TRACT,ACH-000547,ML210,ferrostatin-1,3.333,10,0.249759572226351,0.688910976173725,1,0.249759572226351,0.688910976173725,1.09301180704443,-0.750240427773649,-2.00138812342083,0.172062110711187,0.249759572226351,-0.393114042584655,0.0018,0.0036,1,1
HT1376_URINARY_TRACT,ACH-000724,ML210,ferrostatin-1,0.01372,10,0.8387603517405,0.519427771030939,0.815611707225306,0.8387603517405,0.519427771030939,0.815611707225306,-0.296183936194367,-0.650959334549433,0.435675419933694,0.519427771030939,-0.803793678987918,0.1336,0.2672,0,1
HT1376_URINARY_TRACT,ACH-000724,ML210,ferrostatin-1,0.04115,10,1,0.519427771030939,0.816163837490757,1.18777020978687,0.519427771030939,0.816163837490757,-0.296736066459818,-0.651935639935145,0.519427771030939,0.519427771030939,-0.803793678987918,0.1331,0.2662,0,1
HT1376_URINARY_TRACT,ACH-000724,ML210,ferrostatin-1,0.1235,10,0.823269957757697,0.519427771030939,0.496189152256152,0.823269957757697,0.519427771030939,0.496189152256152,0,0,0.427629279114816,0.519427771030939,-0.803793678987918,0.7167,1.4334,0,1
HT1376_URINARY_TRACT,ACH-000724,ML210,ferrostatin-1,0.3704,10,1,0.519427771030939,0.598713192855682,1.00941157113195,0.519427771030939,0.598713192855682,-0.079285421824743,-0.204941911600285,0.519427771030939,0.519427771030939,-0.803793678987918,0.4384,0.8768,0,1
HT1376_URINARY_TRACT,ACH-000724,ML210,ferrostatin-1,1.111,10,1,0.519427771030939,0.564311733906538,1.16791109956452,0.519427771030939,0.564311733906538,-0.0448839628755991,-0.119569199010444,0.519427771030939,0.519427771030939,-0.803793678987918,0.5018,1.0036,0,1
HT1376_URINARY_TRACT,ACH-000724,ML210,ferrostatin-1,10,10,1,0.519427771030939,1,1.20535916606788,0.519427771030939,1.12259845184902,-0.480572228969061,-0.945004945604267,0.519427771030939,0.519427771030939,-0.803793678987918,0.0363,0.0726,1,1
HT1376_URINARY_TRACT,ACH-000724,ML210,ferrostatin-1,3.333,10,0.842028858505609,0.519427771030939,0.790238869019378,0.842028858505609,0.519427771030939,0.790238869019378,-0.270811097988438,-0.605365659779116,0.437373173117294,0.519427771030939,-0.803793678987918,0.1628,0.3256,0,1
HT144_SKIN,ACH-000322,ML210,ferrostatin-1,0.01372,10,1,0.944773284145709,1,1.10126272211401,0.944773284145709,1.16360124124164,-0.055226715854291,-0.0819599254268916,0.944773284145709,0.944773284145709,-0.226224332282895,0.4638,0.9276,0,0
HT144_SKIN,ACH-000322,ML210,ferrostatin-1,0.04115,10,0.710526497796152,0.944773284145709,0.865667780227092,0.710526497796152,0.944773284145709,0.865667780227092,-0.15514128243094,-0.284925010844524,0.67128645279542,0.710526497796152,-0.226224332282895,0.19,0.38,0,0
HT144_SKIN,ACH-000322,ML210,ferrostatin-1,0.1235,10,1,0.944773284145709,0.990531919008663,1.27809774008885,0.944773284145709,0.990531919008663,-0.0457586348629544,-0.0682352959658008,0.944773284145709,0.944773284145709,-0.226224332282895,0.4745,0.949,0,0
HT144_SKIN,ACH-000322,ML210,ferrostatin-1,0.3704,10,0.897094628985372,0.944773284145709,0.82828737891227,0.897094628985372,0.944773284145709,0.82828737891227,0.0192636599037164,0.0331688431093534,0.847551038815986,0.897094628985372,-0.226224332282895,0.7578,0.4844,0,0
HT144_SKIN,ACH-000322,ML210,ferrostatin-1,1.111,10,0.68720873783108,0.944773284145709,0.856394213802324,0.68720873783108,0.944773284145709,0.856394213802324,-0.169185475971244,-0.317526667835944,0.649256456134297,0.68720873783108,-0.226224332282895,0.1787,0.3574,0,0
HT144_SKIN,ACH-000322,ML210,ferrostatin-1,10,10,0.89584604228657,0.944773284145709,1,0.89584604228657,0.944773284145709,1.11187392693681,-0.10415395771343,-0.158677279026963,0.846371407460018,0.89584604228657,-0.226224332282895,0.3331,0.6662,0,0
HT144_SKIN,ACH-000322,ML210,ferrostatin-1,3.333,10,1,0.944773284145709,1,1.02249822863901,0.944773284145709,1.05385861435453,-0.055226715854291,-0.0819599254268916,0.944773284145709,0.944773284145709,-0.226224332282895,0.4638,0.9276,0,0
HT29_LARGE_INTESTINE,ACH-000552,ML210,ferrostatin-1,0.01372,10,0.987867926131023,0.918790494757785,0.948685668381244,0.987867926131023,0.918790494757785,0.948685668381244,-0.0298951736234587,-0.0461942212469733,0.90764366060527,0.918790494757785,-0.0696883325495134,0.5313,1.0626,0,2
HT29_LARGE_INTESTINE,ACH-000552,ML210,ferrostatin-1,0.04115,10,1,0.918790494757785,1,1.02661114463524,0.918790494757785,1.02068235173922,-0.0812095052422146,-0.122192163331233,0.918790494757785,0.918790494757785,-0.0696883325495134,0.4121,0.8242,0,2
HT29_LARGE_INTESTINE,ACH-000552,ML210,ferrostatin-1,0.1235,10,0.985139902121756,0.918790494757785,0.816426747576469,0.985139902121756,0.918790494757785,0.816426747576469,0.0887104304996151,0.14881300805829,0.905137178076084,0.918790494757785,-0.0696883325495134,0.8288,0.3424,0,2
HT29_LARGE_INTESTINE,ACH-000552,ML210,ferrostatin-1,0.3704,10,0.685660874820129,0.918790494757785,0.870236296329757,0.685660874820129,0.918790494757785,0.870236296329757,-0.184575421509628,-0.343911989420676,0.629978694412042,0.685660874820129,-0.0696883325495134,0.2297,0.4594,0,2
HT29_LARGE_INTESTINE,ACH-000552,ML210,ferrostatin-1,1.111,10,0.681837039202555,0.918790494757785,0.92199070981291,0.681837039202555,0.918790494757785,0.92199070981291,-0.240153670610354,-0.435325241165366,0.626465390593099,0.681837039202555,-0.0696883325495134,0.1377,0.2754,0,2
HT29_LARGE_INTESTINE,ACH-000552,ML210,ferrostatin-1,10,10,0.639199951647058,0.918790494757785,1,0.639199951647058,0.918790494757785,1.01341855977293,-0.360800048352942,-0.645660795755628,0.587290839822953,0.639199951647058,-0.0696883325495134,0.0221,0.0442,1,2
HT29_LARGE_INTESTINE,ACH-000552,ML210,ferrostatin-1,3.333,10,0.593305803677652,0.918790494757785,0.972890760604057,0.593305803677652,0.918790494757785,0.972890760604057,-0.379584956926405,-0.713501928310786,0.545123732903655,0.593305803677652,-0.0696883325495134,0.0143,0.0286,1,2
HT3_CERVIX,ACH-001525,ML210,ferrostatin-1,0.01372,10,1,0.749687414623486,1,1.1881723912424,0.749687414623486,1.03172717544182,-0.250312585376514,-0.415638911779454,0.749687414623486,0.749687414623486,0.0168154949258904,0.1028,0.2056,0,0
HT3_CERVIX,ACH-001525,ML210,ferrostatin-1,0.04115,10,0.90166214105495,0.749687414623486,0.820139228612942,0.90166214105495,0.749687414623486,0.820139228612942,-0.0704518139894558,-0.129579662450723,0.675964759391362,0.749687414623486,0.0168154949258904,0.4517,0.9034,0,0
HT3_CERVIX,ACH-001525,ML210,ferrostatin-1,0.1235,10,1,0.749687414623486,0.97703686303532,1.3331734250204,0.749687414623486,0.97703686303532,-0.227349448411834,-0.382123812161464,0.749687414623486,0.749687414623486,0.0168154949258904,0.1157,0.2314,0,0
HT3_CERVIX,ACH-001525,ML210,ferrostatin-1,0.3704,10,0.75225989278231,0.749687414623486,0.876403964539217,0.75225989278231,0.749687414623486,0.876403964539217,-0.126716549915731,-0.225306827473229,0.563959774144911,0.749687414623486,0.0168154949258904,0.3513,0.7026,0,0
HT3_CERVIX,ACH-001525,ML210,ferrostatin-1,1.111,10,1,0.749687414623486,0.73503590834039,1.24113068507947,0.749687414623486,0.73503590834039,0.0146515062830962,0.0284744521804159,0.749687414623486,0.749687414623486,0.0168154949258904,0.7457,0.5086,0,0
HT3_CERVIX,ACH-001525,ML210,ferrostatin-1,10,10,0.86811051064783,0.749687414623486,1,0.86811051064783,0.749687414623486,1.09859759412651,-0.250312585376514,-0.415638911779454,0.650811524335046,0.749687414623486,0.0168154949258904,0.1028,0.2056,0,0
HT3_CERVIX,ACH-001525,ML210,ferrostatin-1,3.333,10,0.808970480821664,0.749687414623486,0.858904085451333,0.808970480821664,0.749687414623486,0.858904085451333,-0.109216670827847,-0.196207850270179,0.606474988273912,0.749687414623486,0.0168154949258904,0.3822,0.7644,0,0
HT55_LARGE_INTESTINE,ACH-000926,ML210,ferrostatin-1,0.01372,10,1,0.752314818989574,0.729589745791584,1.04462240778172,0.752314818989574,0.729589745791584,0.0227250731979897,0.0442510557322361,0.752314818989574,0.752314818989574,-0.132705253275339,0.7585,0.483,0,0
HT55_LARGE_INTESTINE,ACH-000926,ML210,ferrostatin-1,0.04115,10,0.933549174833242,0.752314818989574,1,0.933549174833242,0.752314818989574,1.17270210846985,-0.247685181010426,-0.410591586241822,0.702322878482537,0.752314818989574,-0.132705253275339,0.1174,0.2348,0,0
HT55_LARGE_INTESTINE,ACH-000926,ML210,ferrostatin-1,0.1235,10,1,0.752314818989574,1,1.12419391865497,0.752314818989574,1.07282250681928,-0.247685181010426,-0.410591586241822,0.752314818989574,0.752314818989574,-0.132705253275339,0.1174,0.2348,0,0
HT55_LARGE_INTESTINE,ACH-000926,ML210,ferrostatin-1,0.3704,10,0.887894987310412,0.752314818989574,0.83608595914499,0.887894987310412,0.752314818989574,0.83608595914499,-0.083771140155416,-0.152314766743169,0.667976556660183,0.752314818989574,-0.132705253275339,0.4563,0.9126,0,0
HT55_LARGE_INTESTINE,ACH-000926,ML210,ferrostatin-1,1.111,10,1,0.752314818989574,1,1.33045210029809,0.752314818989574,1.1447986834318,-0.247685181010426,-0.410591586241822,0.752314818989574,0.752314818989574,-0.132705253275339,0.1174,0.2348,0,0
HT55_LARGE_INTESTINE,ACH-000926,ML210,ferrostatin-1,10,10,0.820955393175968,0.752314818989574,0.907453475066075,0.820955393175968,0.752314818989574,0.907453475066075,-0.155138656076501,-0.270487169711257,0.617616908015693,0.752314818989574,-0.132705253275339,0.2973,0.5946,0,0
HT55_LARGE_INTESTINE,ACH-000926,ML210,ferrostatin-1,3.333,10,0.636118131559392,0.752314818989574,0.885652766933124,0.636118131559392,0.752314818989574,0.885652766933124,-0.249534635373732,-0.4774464711405,0.47856109700009,0.636118131559392,-0.132705253275339,0.1167,0.2334,0,0
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000914,ML210,ferrostatin-1,0.01372,10,0.964148812794906,1,1,0.964148812794906,1.24679622364269,1.20589963625244,-0.0358511872050937,-0.0526722566147369,0.964148812794906,0.964148812794906,-0.363765288840575,0.5324,1.0648,0,5
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000914,ML210,ferrostatin-1,0.04115,10,0.764509732796443,1,0.960952902403003,0.764509732796443,1.24679622364269,0.960952902403003,-0.196443169606559,-0.329930855983582,0.764509732796443,0.764509732796443,-0.363765288840575,0.2499,0.4998,0,5
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000914,ML210,ferrostatin-1,0.1235,10,0.49728219303243,1,1,0.49728219303243,1.24679622364269,1.07219534887841,-0.50271780696757,-1.00786332367784,0.49728219303243,0.49728219303243,-0.363765288840575,0.0121,0.0242,1,5
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000914,ML210,ferrostatin-1,0.3704,10,0.22109405886911,1,0.80066118636214,0.22109405886911,1.24679622364269,0.80066118636214,-0.579567127493031,-1.85653161211185,0.22109405886911,0.22109405886911,-0.363765288840575,0.0033,0.0066,1,5
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000914,ML210,ferrostatin-1,1.111,10,0.21204598330385,1,0.818248278426032,0.21204598330385,1.24679622364269,0.818248278426032,-0.606202295122182,-1.9481615070393,0.21204598330385,0.21204598330385,-0.363765288840575,0.0013,0.0026,1,5
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000914,ML210,ferrostatin-1,10,10,0.192048989420029,1,0.76682916417927,0.192048989420029,1.24679622364269,0.76682916417927,-0.57478017475924,-1.99743083458554,0.192048989420029,0.192048989420029,-0.363765288840575,0.0033,0.0066,1,5
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000914,ML210,ferrostatin-1,3.333,10,0.21558030075446,1,0.806248213069284,0.21558030075446,1.24679622364269,0.806248213069284,-0.590667912314824,-1.90299870403689,0.21558030075446,0.21558030075446,-0.363765288840575,0.0033,0.0066,1,5
HUCCT1_BILIARY_TRACT,ACH-000976,ML210,ferrostatin-1,0.01372,10,0.887031533429805,1,0.982292853055118,0.887031533429805,1.09717296910857,0.982292853055118,-0.0952613196253127,-0.14716781003912,0.887031533429805,0.887031533429805,-0.748073202220935,0.2968,0.5936,0,4
HUCCT1_BILIARY_TRACT,ACH-000976,ML210,ferrostatin-1,0.04115,10,1,1,0.979258609101287,1.27076560469289,1.09717296910857,0.979258609101287,0.0207413908987125,0.0302381882769392,1,1,-0.748073202220935,0.7571,0.4858,0,4
HUCCT1_BILIARY_TRACT,ACH-000976,ML210,ferrostatin-1,0.1235,10,1,1,1,1.11692580958362,1.09717296910857,1.1711986695466,0,0,1,1,-0.748073202220935,0.7239,1.4478,0,4
HUCCT1_BILIARY_TRACT,ACH-000976,ML210,ferrostatin-1,0.3704,10,0.49822473995359,1,0.82342406600595,0.49822473995359,1.09717296910857,0.82342406600595,-0.32519932605236,-0.724838952427678,0.49822473995359,0.49822473995359,-0.748073202220935,0.0379,0.0758,1,4
HUCCT1_BILIARY_TRACT,ACH-000976,ML210,ferrostatin-1,1.111,10,0.329971896084207,1,0.762173688643182,0.329971896084207,1.09717296910857,0.762173688643182,-0.432201792558976,-1.20777665060354,0.329971896084207,0.329971896084207,-0.748073202220935,0.0041,0.0082,1,4
HUCCT1_BILIARY_TRACT,ACH-000976,ML210,ferrostatin-1,10,10,0.396245090170618,1,0.990193242073427,0.396245090170618,1.09717296910857,0.990193242073427,-0.593948151902809,-1.32131704406032,0.396245090170618,0.396245090170618,-0.748073202220935,7e-04,0.0014,1,4
HUCCT1_BILIARY_TRACT,ACH-000976,ML210,ferrostatin-1,3.333,10,0.16491601601611,1,0.745859548261145,0.16491601601611,1.09717296910857,0.745859548261145,-0.580943532245035,-2.17717246959468,0.16491601601611,0.16491601601611,-0.748073202220935,7e-04,0.0014,1,4
HUG1N_STOMACH,ACH-000239,ML210,ferrostatin-1,0.01372,10,1,1,1,1.03327332181252,1.3043107788955,1.22448239262911,0,0,1,1,NA,0.7315,1.463,0,0
HUG1N_STOMACH,ACH-000239,ML210,ferrostatin-1,0.04115,10,1,1,1,1.01656702219005,1.3043107788955,1.29679350985776,0,0,1,1,NA,0.7315,1.463,0,0
HUG1N_STOMACH,ACH-000239,ML210,ferrostatin-1,0.1235,10,1,1,1,1.1234623227317,1.3043107788955,1.00911539560417,0,0,1,1,NA,0.7315,1.463,0,0
HUG1N_STOMACH,ACH-000239,ML210,ferrostatin-1,0.3704,10,1,1,0.858887047405897,1.09202630420801,1.3043107788955,0.858887047405897,0.141112952594103,0.219459680476026,1,1,NA,0.8689,0.2622,0,0
HUG1N_STOMACH,ACH-000239,ML210,ferrostatin-1,1.111,10,1,1,0.963360016666941,1.04006871189055,1.3043107788955,0.963360016666941,0.0366399833330587,0.0538530473931966,1,1,NA,0.7725,0.455,0,0
HUG1N_STOMACH,ACH-000239,ML210,ferrostatin-1,10,10,1,1,1,1.16022640706935,1.3043107788955,1.29212809310619,0,0,1,1,NA,0.7315,1.463,0,0
HUG1N_STOMACH,ACH-000239,ML210,ferrostatin-1,3.333,10,0.856637452404869,1,1,0.856637452404869,1.3043107788955,1.00877056922958,-0.143362547595131,-0.223243341289505,0.856637452404869,0.856637452404869,NA,0.3476,0.6952,0,0
HUH1_LIVER,ACH-000475,ML210,ferrostatin-1,0.01372,10,0.533995331923295,1,0.912037728458075,0.533995331923295,1.03029747168566,0.912037728458075,-0.37804239653478,-0.772266375669669,0.533995331923295,0.533995331923295,-0.295147583711773,0.0333,0.0666,1,1
HUH1_LIVER,ACH-000475,ML210,ferrostatin-1,0.04115,10,0.948677357062517,1,0.939856399861847,0.948677357062517,1.03029747168566,0.939856399861847,0.00882095720067055,0.0134771684206528,0.948677357062517,0.948677357062517,-0.295147583711773,0.7442,0.5116,0,1
HUH1_LIVER,ACH-000475,ML210,ferrostatin-1,0.1235,10,1,1,1,1.0203126272334,1.03029747168566,1.30169095372073,0,0,1,1,-0.295147583711773,0.7279,1.4558,0,1
HUH1_LIVER,ACH-000475,ML210,ferrostatin-1,0.3704,10,1,1,0.841004380261917,1.08306137105417,1.03029747168566,0.841004380261917,0.158995619738083,0.24981478029792,1,1,-0.295147583711773,0.9003,0.1994,0,1
HUH1_LIVER,ACH-000475,ML210,ferrostatin-1,1.111,10,0.89306433234073,1,0.747403918295329,0.89306433234073,1.03029747168566,0.747403918295329,0.1456604140454,0.256875977230857,0.89306433234073,0.89306433234073,-0.295147583711773,0.8884,0.2232,0,1
HUH1_LIVER,ACH-000475,ML210,ferrostatin-1,10,10,0.994633695055908,1,1,0.994633695055908,1.03029747168566,1.20682375148318,-0.00536630494409152,-0.00776278895617197,0.994633695055908,0.994633695055908,-0.295147583711773,0.5555,1.111,0,1
HUH1_LIVER,ACH-000475,ML210,ferrostatin-1,3.333,10,0.779941341455217,1,1,0.779941341455217,1.03029747168566,1.06910786949686,-0.220058658544783,-0.358562470366212,0.779941341455217,0.779941341455217,-0.295147583711773,0.15,0.3,0,1
HUH28_BILIARY_TRACT,ACH-000808,ML210,ferrostatin-1,0.01372,10,1,0.904318326709721,1,1.07097720686848,0.904318326709721,1.16559253128822,-0.0956816732902789,-0.145097393567023,0.904318326709721,0.904318326709721,NA,0.3529,0.7058,0,4
HUH28_BILIARY_TRACT,ACH-000808,ML210,ferrostatin-1,0.04115,10,0.71868556047078,0.904318326709721,1,0.71868556047078,0.904318326709721,1.28762383486754,-0.28131443952922,-0.476567394561354,0.649920523475374,0.71868556047078,NA,0.0902,0.1804,1,4
HUH28_BILIARY_TRACT,ACH-000808,ML210,ferrostatin-1,0.1235,10,1,0.904318326709721,0.856109491690953,1.40737359920723,0.904318326709721,0.856109491690953,0.0482088350187686,0.0790353801403909,0.904318326709721,0.904318326709721,NA,0.792,0.416,0,4
HUH28_BILIARY_TRACT,ACH-000808,ML210,ferrostatin-1,0.3704,10,0.6788971149632,0.904318326709721,0.890568478097621,0.6788971149632,0.904318326709721,0.890568478097621,-0.211671363134422,-0.391533593647726,0.613939103011578,0.6788971149632,NA,0.1695,0.339,0,4
HUH28_BILIARY_TRACT,ACH-000808,ML210,ferrostatin-1,1.111,10,0.29418386676585,0.904318326709721,0.754713827148439,0.29418386676585,0.904318326709721,0.754713827148439,-0.460529960382589,-1.35921157570559,0.266035862138689,0.29418386676585,NA,0.0072,0.0144,1,4
HUH28_BILIARY_TRACT,ACH-000808,ML210,ferrostatin-1,10,10,0.274269608967139,0.904318326709721,0.651407202688759,0.274269608967139,0.904318326709721,0.651407202688759,-0.37713759372162,-1.24796490175572,0.248027033848493,0.274269608967139,NA,0.0325,0.065,1,4
HUH28_BILIARY_TRACT,ACH-000808,ML210,ferrostatin-1,3.333,10,0.287439005646116,0.904318326709721,0.812074672913207,0.287439005646116,0.904318326709721,0.812074672913207,-0.524635667267092,-1.4983565443563,0.259936360617001,0.287439005646116,NA,0.0017,0.0034,1,4
HUH6_LIVER,ACH-000671,ML210,ferrostatin-1,0.01372,10,1,1,1,1.21293552699921,1.15841339161075,1.2751762298262,0,0,1,1,0.0256988867717937,0.7218,1.4436,0,1
HUH6_LIVER,ACH-000671,ML210,ferrostatin-1,0.04115,10,0.992383807171021,1,1,0.992383807171021,1.15841339161075,1.17629219441408,-0.00761619282897907,-0.0110299000688076,0.992383807171021,0.992383807171021,0.0256988867717937,0.5735,1.147,0,1
HUH6_LIVER,ACH-000671,ML210,ferrostatin-1,0.1235,10,1,1,1,1.10464943766851,1.15841339161075,1.3086290143468,0,0,1,1,0.0256988867717937,0.7218,1.4436,0,1
HUH6_LIVER,ACH-000671,ML210,ferrostatin-1,0.3704,10,1,1,0.586280846673987,1.45783168967205,1.15841339161075,0.586280846673987,0.413719153326013,0.770336169075396,1,1,0.0256988867717937,0.9868,0.0264,0,1
